Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;Estimated
P7[2.90,24.00,0.00]=3.42;P6[6.70,18.03,0.00]=5.09;P1[0.00,0.00,0.00]=20.30;P8[5.90,10.00,0.00]=11.05;[2.05,20.52,-0.83]
P7[2.90,24.00,0.00]=3.40;P6[6.70,18.03,0.00]=5.07;P1[0.00,0.00,0.00]=20.32;P8[5.90,10.00,0.00]=11.22;[2.04,20.52,-0.84]
P7[2.90,24.00,0.00]=3.41;P6[6.70,18.03,0.00]=5.10;P1[0.00,0.00,0.00]=20.46;P8[5.90,10.00,0.00]=11.24;[2.05,20.52,-0.80]
P7[2.90,24.00,0.00]=3.47;P6[6.70,18.03,0.00]=5.11;P1[0.00,0.00,0.00]=20.38;P8[5.90,10.00,0.00]=11.10;[2.04,20.51,-0.72]
P7[2.90,24.00,0.00]=3.45;P6[6.70,18.03,0.00]=5.12;P1[0.00,0.00,0.00]=20.32;P8[5.90,10.00,0.00]=11.15;[2.03,20.51,-0.79]
P7[2.90,24.00,0.00]=3.41;P6[6.70,18.03,0.00]=5.12;P1[0.00,0.00,0.00]=20.31;P8[5.90,10.00,0.00]=11.26;[2.01,20.51,-0.80]
P8[5.90,10.00,0.00]=11.20;P1[0.00,0.00,0.00]=20.32;P7[2.90,24.00,0.00]=3.41;P6[6.70,18.03,0.00]=5.08;[2.01,20.51,-0.82]
P7[2.90,24.00,0.00]=3.43;P6[6.70,18.03,0.00]=5.15;P1[0.00,0.00,0.00]=20.35;P8[5.90,10.00,0.00]=11.10;[2.00,20.51,-0.87]
P7[2.90,24.00,0.00]=3.46;P6[6.70,18.03,0.00]=5.09;P1[0.00,0.00,0.00]=20.32;P8[5.90,10.00,0.00]=11.06;[2.01,20.51,-0.91]
P7[2.90,24.00,0.00]=3.44;P6[6.70,18.03,0.00]=5.12;P1[0.00,0.00,0.00]=20.41;P8[5.90,10.00,0.00]=11.23;[2.01,20.51,-0.80]
P7[2.90,24.00,0.00]=3.44;P6[6.70,18.03,0.00]=5.11;P1[0.00,0.00,0.00]=20.38;P8[5.90,10.00,0.00]=11.17;[2.01,20.50,-0.68]
P7[2.90,24.00,0.00]=3.42;P6[6.70,18.03,0.00]=5.12;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=11.03;[1.99,20.55,-0.31]
P7[2.90,24.00,0.00]=3.43;P6[6.70,18.03,0.00]=5.12;P1[0.00,0.00,0.00]=20.29;P8[5.90,10.00,0.00]=10.98;[1.98,20.53,-0.43]
P7[2.90,24.00,0.00]=3.48;P6[6.70,18.03,0.00]=5.13;P1[0.00,0.00,0.00]=20.32;P8[5.90,10.00,0.00]=11.15;[1.98,20.52,-0.59]
P7[2.90,24.00,0.00]=3.47;P6[6.70,18.03,0.00]=5.11;P8[5.90,10.00,0.00]=11.15;null;[2.05,20.54,-0.67]
P7[2.90,24.00,0.00]=3.45;P6[6.70,18.03,0.00]=5.07;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=11.10;[2.06,20.53,-0.64]
P7[2.90,24.00,0.00]=3.44;P6[6.70,18.03,0.00]=5.11;P8[5.90,10.00,0.00]=11.00;null;[2.05,20.52,-0.61]
P7[2.90,24.00,0.00]=3.42;P6[6.70,18.03,0.00]=5.11;P1[0.00,0.00,0.00]=20.41;null;[2.04,20.52,-0.55]
P7[2.90,24.00,0.00]=3.47;P6[6.70,18.03,0.00]=5.13;P1[0.00,0.00,0.00]=20.39;P8[5.90,10.00,0.00]=11.27;[2.03,20.51,-0.56]
P7[2.90,24.00,0.00]=3.43;P6[6.70,18.03,0.00]=5.12;P1[0.00,0.00,0.00]=20.36;P8[5.90,10.00,0.00]=11.18;[2.03,20.52,-0.69]
P7[2.90,24.00,0.00]=3.46;P6[6.70,18.03,0.00]=5.13;P1[0.00,0.00,0.00]=20.37;P8[5.90,10.00,0.00]=11.04;[2.01,20.51,-0.59]
P7[2.90,24.00,0.00]=3.43;P6[6.70,18.03,0.00]=5.13;P1[0.00,0.00,0.00]=20.30;P8[5.90,10.00,0.00]=11.06;[1.99,20.50,-0.64]
P7[2.90,24.00,0.00]=3.44;P6[6.70,18.03,0.00]=5.09;P1[0.00,0.00,0.00]=20.28;P8[5.90,10.00,0.00]=11.15;[1.98,20.49,-0.68]
P7[2.90,24.00,0.00]=3.45;P6[6.70,18.03,0.00]=5.13;P1[0.00,0.00,0.00]=20.32;P8[5.90,10.00,0.00]=11.24;[1.98,20.49,-0.76]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=5.13;P1[0.00,0.00,0.00]=20.32;P8[5.90,10.00,0.00]=11.08;[1.98,20.49,-0.84]
P7[2.90,24.00,0.00]=3.46;P6[6.70,18.03,0.00]=5.14;P1[0.00,0.00,0.00]=20.36;P8[5.90,10.00,0.00]=11.11;[1.97,20.49,-0.65]
P7[2.90,24.00,0.00]=3.46;P6[6.70,18.03,0.00]=5.13;P1[0.00,0.00,0.00]=20.33;P8[5.90,10.00,0.00]=11.12;[1.98,20.49,-0.75]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=5.15;P1[0.00,0.00,0.00]=20.35;P8[5.90,10.00,0.00]=11.21;[1.97,20.48,-0.65]
P7[2.90,24.00,0.00]=3.46;P6[6.70,18.03,0.00]=5.10;P1[0.00,0.00,0.00]=20.35;P8[5.90,10.00,0.00]=11.16;[1.99,20.49,-0.77]
P7[2.90,24.00,0.00]=3.46;P6[6.70,18.03,0.00]=5.07;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=11.07;[2.01,20.49,-0.72]
P7[2.90,24.00,0.00]=3.48;P6[6.70,18.03,0.00]=5.12;P1[0.00,0.00,0.00]=20.23;P8[5.90,10.00,0.00]=11.01;[1.98,20.48,-0.72]
P7[2.90,24.00,0.00]=3.47;P6[6.70,18.03,0.00]=5.07;P1[0.00,0.00,0.00]=20.32;P8[5.90,10.00,0.00]=11.11;[2.00,20.48,-0.81]
P7[2.90,24.00,0.00]=3.47;P6[6.70,18.03,0.00]=5.12;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=11.22;[2.01,20.48,-0.76]
P7[2.90,24.00,0.00]=3.45;P6[6.70,18.03,0.00]=5.06;P1[0.00,0.00,0.00]=20.33;P8[5.90,10.00,0.00]=11.09;[2.02,20.49,-0.84]
P7[2.90,24.00,0.00]=3.48;P6[6.70,18.03,0.00]=5.09;P1[0.00,0.00,0.00]=20.34;P8[5.90,10.00,0.00]=11.04;[2.01,20.48,-0.69]
P7[2.90,24.00,0.00]=3.46;P6[6.70,18.03,0.00]=5.08;P1[0.00,0.00,0.00]=20.42;P8[5.90,10.00,0.00]=11.05;[2.03,20.48,-0.69]
P7[2.90,24.00,0.00]=3.42;P6[6.70,18.03,0.00]=5.10;P1[0.00,0.00,0.00]=20.29;P8[5.90,10.00,0.00]=11.24;[2.01,20.48,-0.71]
P7[2.90,24.00,0.00]=3.40;P6[6.70,18.03,0.00]=5.11;P1[0.00,0.00,0.00]=20.35;P8[5.90,10.00,0.00]=11.19;[2.01,20.50,-0.77]
P7[2.90,24.00,0.00]=3.44;P6[6.70,18.03,0.00]=5.13;P1[0.00,0.00,0.00]=20.37;P8[5.90,10.00,0.00]=11.17;[2.01,20.51,-0.86]
P7[2.90,24.00,0.00]=3.41;P6[6.70,18.03,0.00]=5.11;P1[0.00,0.00,0.00]=20.30;P8[5.90,10.00,0.00]=11.06;[2.00,20.50,-0.84]
P7[2.90,24.00,0.00]=3.46;P6[6.70,18.03,0.00]=5.11;P1[0.00,0.00,0.00]=20.34;P8[5.90,10.00,0.00]=11.19;[2.00,20.51,-0.90]
P7[2.90,24.00,0.00]=3.47;P6[6.70,18.03,0.00]=5.08;P1[0.00,0.00,0.00]=20.36;P8[5.90,10.00,0.00]=11.14;[2.01,20.49,-0.78]
P7[2.90,24.00,0.00]=3.48;P6[6.70,18.03,0.00]=5.12;P1[0.00,0.00,0.00]=20.33;P8[5.90,10.00,0.00]=11.08;[2.01,20.50,-0.86]
P7[2.90,24.00,0.00]=3.46;P6[6.70,18.03,0.00]=5.12;P1[0.00,0.00,0.00]=20.33;P8[5.90,10.00,0.00]=11.09;[2.01,20.50,-0.91]
P7[2.90,24.00,0.00]=3.48;P6[6.70,18.03,0.00]=5.08;P1[0.00,0.00,0.00]=20.32;P8[5.90,10.00,0.00]=11.04;[2.02,20.50,-0.96]
P7[2.90,24.00,0.00]=3.48;P6[6.70,18.03,0.00]=5.12;P1[0.00,0.00,0.00]=20.31;P8[5.90,10.00,0.00]=11.22;[2.01,20.49,-0.97]
P7[2.90,24.00,0.00]=3.45;P1[0.00,0.00,0.00]=20.32;P8[5.90,10.00,0.00]=11.18;null;[1.86,20.51,-0.64]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=5.12;P1[0.00,0.00,0.00]=20.33;P8[5.90,10.00,0.00]=11.05;[1.89,20.49,-0.52]
P7[2.90,24.00,0.00]=3.45;P6[6.70,18.03,0.00]=5.12;P1[0.00,0.00,0.00]=20.34;P8[5.90,10.00,0.00]=11.06;[1.92,20.50,-0.65]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=5.11;P1[0.00,0.00,0.00]=20.37;P8[5.90,10.00,0.00]=11.10;[1.94,20.49,-0.64]
P7[2.90,24.00,0.00]=3.50;P6[6.70,18.03,0.00]=5.09;P8[5.90,10.00,0.00]=11.18;null;[2.04,20.51,-0.60]
P7[2.90,24.00,0.00]=3.48;P6[6.70,18.03,0.00]=5.10;P1[0.00,0.00,0.00]=20.35;P8[5.90,10.00,0.00]=11.12;[2.03,20.50,-0.54]
P7[2.90,24.00,0.00]=3.44;P6[6.70,18.03,0.00]=5.10;P1[0.00,0.00,0.00]=20.29;P8[5.90,10.00,0.00]=11.03;[2.02,20.49,-0.61]
P7[2.90,24.00,0.00]=3.48;P6[6.70,18.03,0.00]=5.12;P1[0.00,0.00,0.00]=20.32;P8[5.90,10.00,0.00]=11.10;[2.01,20.49,-0.73]
P7[2.90,24.00,0.00]=3.45;P6[6.70,18.03,0.00]=5.10;P1[0.00,0.00,0.00]=20.34;P8[5.90,10.00,0.00]=11.24;[2.02,20.50,-0.82]
P7[2.90,24.00,0.00]=3.43;P6[6.70,18.03,0.00]=5.08;P1[0.00,0.00,0.00]=20.29;P8[5.90,10.00,0.00]=11.17;[2.01,20.49,-0.81]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=5.06;P1[0.00,0.00,0.00]=20.36;P8[5.90,10.00,0.00]=11.10;[2.02,20.48,-0.75]
P7[2.90,24.00,0.00]=3.46;P6[6.70,18.03,0.00]=5.15;P1[0.00,0.00,0.00]=20.29;P8[5.90,10.00,0.00]=11.07;[1.99,20.48,-0.78]
P7[2.90,24.00,0.00]=3.52;P6[6.70,18.03,0.00]=5.14;P1[0.00,0.00,0.00]=20.34;P8[5.90,10.00,0.00]=11.20;[1.99,20.47,-0.71]
P7[2.90,24.00,0.00]=3.48;P6[6.70,18.03,0.00]=5.16;P1[0.00,0.00,0.00]=20.34;P8[5.90,10.00,0.00]=11.18;[1.98,20.48,-0.82]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=5.10;P1[0.00,0.00,0.00]=20.30;P8[5.90,10.00,0.00]=10.95;[1.97,20.51,-0.39]
P7[2.90,24.00,0.00]=3.51;P6[6.70,18.03,0.00]=5.01;P1[0.00,0.00,0.00]=20.20;P8[5.90,10.00,0.00]=10.96;[1.98,20.48,-0.49]
P7[2.90,24.00,0.00]=3.55;P6[6.70,18.03,0.00]=5.05;P1[0.00,0.00,0.00]=20.67;P8[5.90,10.00,0.00]=10.92;[2.00,20.46,-0.55]
P7[2.90,24.00,0.00]=3.58;P6[6.70,18.03,0.00]=5.02;P1[0.00,0.00,0.00]=20.82;P8[5.90,10.00,0.00]=11.03;[2.15,20.50,-0.70]
P7[2.90,24.00,0.00]=3.61;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.49;P8[5.90,10.00,0.00]=10.97;[2.19,20.49,-0.33]
P7[2.90,24.00,0.00]=3.68;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.37;P8[5.90,10.00,0.00]=10.74;[2.15,20.42,-0.32]
P7[2.90,24.00,0.00]=3.72;P6[6.70,18.03,0.00]=4.95;P1[0.00,0.00,0.00]=20.62;P8[5.90,10.00,0.00]=10.75;[2.14,20.38,-0.45]
P7[2.90,24.00,0.00]=3.75;P6[6.70,18.03,0.00]=4.90;P1[0.00,0.00,0.00]=20.43;P8[5.90,10.00,0.00]=10.85;[2.20,20.36,-0.40]
P7[2.90,24.00,0.00]=3.81;P6[6.70,18.03,0.00]=4.91;P1[0.00,0.00,0.00]=20.49;P8[5.90,10.00,0.00]=10.77;[2.21,20.32,-0.49]
P7[2.90,24.00,0.00]=3.89;P6[6.70,18.03,0.00]=4.95;P1[0.00,0.00,0.00]=20.30;P8[5.90,10.00,0.00]=10.54;[2.15,20.25,-0.62]
P7[2.90,24.00,0.00]=4.07;P6[6.70,18.03,0.00]=4.89;P1[0.00,0.00,0.00]=19.81;P8[5.90,10.00,0.00]=10.61;[2.12,20.16,-0.66]
P7[2.90,24.00,0.00]=4.09;P6[6.70,18.03,0.00]=4.92;P1[0.00,0.00,0.00]=19.63;P8[5.90,10.00,0.00]=10.42;[2.06,20.08,-0.71]
P7[2.90,24.00,0.00]=4.21;P6[6.70,18.03,0.00]=4.89;P1[0.00,0.00,0.00]=19.52;P8[5.90,10.00,0.00]=10.45;[2.01,19.99,-0.77]
P7[2.90,24.00,0.00]=4.37;P6[6.70,18.03,0.00]=4.87;P1[0.00,0.00,0.00]=19.39;P8[5.90,10.00,0.00]=10.37;[1.98,19.88,-0.85]
P7[2.90,24.00,0.00]=4.52;P6[6.70,18.03,0.00]=4.83;P1[0.00,0.00,0.00]=19.10;P8[5.90,10.00,0.00]=10.11;[1.94,19.75,-0.95]
P7[2.90,24.00,0.00]=4.61;P6[6.70,18.03,0.00]=4.77;P1[0.00,0.00,0.00]=19.03;P8[5.90,10.00,0.00]=9.92;[1.90,19.62,-0.83]
P7[2.90,24.00,0.00]=4.75;P6[6.70,18.03,0.00]=4.76;P1[0.00,0.00,0.00]=19.01;P8[5.90,10.00,0.00]=9.98;[1.90,19.51,-0.90]
P7[2.90,24.00,0.00]=4.91;P6[6.70,18.03,0.00]=4.80;P1[0.00,0.00,0.00]=18.93;P8[5.90,10.00,0.00]=9.76;[1.86,19.44,-0.42]
P7[2.90,24.00,0.00]=5.06;P6[6.70,18.03,0.00]=4.76;P1[0.00,0.00,0.00]=18.74;P8[5.90,10.00,0.00]=9.60;[1.83,19.34,-0.05]
P7[2.90,24.00,0.00]=5.20;P6[6.70,18.03,0.00]=4.78;P1[0.00,0.00,0.00]=18.57;P8[5.90,10.00,0.00]=9.52;[1.83,19.19,-0.33]
P7[2.90,24.00,0.00]=5.29;P6[6.70,18.03,0.00]=4.86;P1[0.00,0.00,0.00]=18.43;P8[5.90,10.00,0.00]=9.43;[1.75,19.10,0.01]
P7[2.90,24.00,0.00]=5.48;P6[6.70,18.03,0.00]=4.81;P1[0.00,0.00,0.00]=18.28;P8[5.90,10.00,0.00]=9.44;[1.75,18.94,-0.28]
P6[6.70,18.03,0.00]=4.88;P7[2.90,24.00,0.00]=5.58;P1[0.00,0.00,0.00]=18.20;P8[5.90,10.00,0.00]=9.19;[1.73,18.80,0.10]
P6[6.70,18.03,0.00]=4.88;P7[2.90,24.00,0.00]=5.77;P1[0.00,0.00,0.00]=18.07;P8[5.90,10.00,0.00]=9.03;[1.71,18.65,0.20]
P6[6.70,18.03,0.00]=4.92;P7[2.90,24.00,0.00]=5.87;P1[0.00,0.00,0.00]=17.87;P8[5.90,10.00,0.00]=8.88;[1.69,18.50,0.43]
P6[6.70,18.03,0.00]=4.92;P7[2.90,24.00,0.00]=5.96;P1[0.00,0.00,0.00]=17.82;P8[5.90,10.00,0.00]=8.89;[1.66,18.39,0.43]
P6[6.70,18.03,0.00]=4.96;P7[2.90,24.00,0.00]=6.03;P1[0.00,0.00,0.00]=17.63;P8[5.90,10.00,0.00]=8.72;[1.62,18.26,0.49]
P6[6.70,18.03,0.00]=4.99;P7[2.90,24.00,0.00]=6.24;P1[0.00,0.00,0.00]=17.58;P8[5.90,10.00,0.00]=8.60;[1.62,18.12,0.45]
P6[6.70,18.03,0.00]=5.05;P7[2.90,24.00,0.00]=6.46;P1[0.00,0.00,0.00]=17.34;P8[5.90,10.00,0.00]=8.45;[1.62,17.96,0.69]
P6[6.70,18.03,0.00]=5.07;P8[5.90,10.00,0.00]=8.35;P1[0.00,0.00,0.00]=17.20;P7[2.90,24.00,0.00]=6.51;[1.59,17.82,0.27]
P6[6.70,18.03,0.00]=5.12;P8[5.90,10.00,0.00]=8.30;P1[0.00,0.00,0.00]=17.19;P7[2.90,24.00,0.00]=6.69;[1.59,17.69,-0.03]
P6[6.70,18.03,0.00]=5.14;P8[5.90,10.00,0.00]=8.09;P1[0.00,0.00,0.00]=17.02;P7[2.90,24.00,0.00]=6.82;[1.62,17.55,-0.19]
P6[6.70,18.03,0.00]=5.28;P8[5.90,10.00,0.00]=7.98;P1[0.00,0.00,0.00]=16.80;P7[2.90,24.00,0.00]=6.99;[1.63,17.40,-0.51]
P6[6.70,18.03,0.00]=5.36;P8[5.90,10.00,0.00]=7.87;P1[0.00,0.00,0.00]=16.66;P7[2.90,24.00,0.00]=7.08;[1.62,17.26,-0.69]
P6[6.70,18.03,0.00]=5.31;P8[5.90,10.00,0.00]=7.95;P1[0.00,0.00,0.00]=16.49;P7[2.90,24.00,0.00]=7.27;[1.50,17.16,-0.65]
P6[6.70,18.03,0.00]=5.65;P8[5.90,10.00,0.00]=7.62;P1[0.00,0.00,0.00]=16.45;P7[2.90,24.00,0.00]=7.28;[1.56,17.02,-0.80]
P6[6.70,18.03,0.00]=5.93;P8[5.90,10.00,0.00]=7.29;P1[0.00,0.00,0.00]=16.27;P7[2.90,24.00,0.00]=7.54;[1.66,16.85,-0.74]
P6[6.70,18.03,0.00]=6.00;P8[5.90,10.00,0.00]=7.30;P1[0.00,0.00,0.00]=16.09;P7[2.90,24.00,0.00]=7.62;[1.68,16.70,-0.85]
P6[6.70,18.03,0.00]=5.61;P8[5.90,10.00,0.00]=7.12;P1[0.00,0.00,0.00]=15.74;P7[2.90,24.00,0.00]=7.71;[1.64,16.54,-0.84]
P6[6.70,18.03,0.00]=7.16;P8[5.90,10.00,0.00]=6.99;P1[0.00,0.00,0.00]=15.55;P7[2.90,24.00,0.00]=7.87;[1.59,16.37,-0.76]
P8[5.90,10.00,0.00]=7.05;P1[0.00,0.00,0.00]=15.41;P7[2.90,24.00,0.00]=8.06;null;[1.50,16.22,-0.77]
P6[6.70,18.03,0.00]=6.13;P8[5.90,10.00,0.00]=6.93;P1[0.00,0.00,0.00]=15.27;P7[2.90,24.00,0.00]=8.28;[1.45,16.05,-0.90]
P8[5.90,10.00,0.00]=7.02;P1[0.00,0.00,0.00]=15.10;P7[2.90,24.00,0.00]=8.49;null;[1.34,15.89,-1.01]
P8[5.90,10.00,0.00]=6.83;P1[0.00,0.00,0.00]=15.05;P7[2.90,24.00,0.00]=8.57;null;[1.29,15.75,-0.80]
P8[5.90,10.00,0.00]=6.76;P7[2.90,24.00,0.00]=8.78;P1[0.00,0.00,0.00]=15.07;P5[13.00,24.00,0.00]=14.11;[1.42,15.59,-0.37]
P8[5.90,10.00,0.00]=6.59;P7[2.90,24.00,0.00]=8.84;P1[0.00,0.00,0.00]=14.90;P5[13.00,24.00,0.00]=14.15;[1.50,15.46,0.07]
P8[5.90,10.00,0.00]=6.34;P7[2.90,24.00,0.00]=8.95;P1[0.00,0.00,0.00]=14.84;P5[13.00,24.00,0.00]=14.33;[1.53,15.33,0.13]
P8[5.90,10.00,0.00]=6.18;P7[2.90,24.00,0.00]=9.13;P1[0.00,0.00,0.00]=14.67;P5[13.00,24.00,0.00]=14.27;[1.62,15.18,0.22]
P8[5.90,10.00,0.00]=6.08;P7[2.90,24.00,0.00]=9.29;P1[0.00,0.00,0.00]=14.54;P5[13.00,24.00,0.00]=14.49;[1.65,15.04,0.36]
P8[5.90,10.00,0.00]=6.14;P7[2.90,24.00,0.00]=9.47;P1[0.00,0.00,0.00]=14.35;null;[1.60,14.89,0.44]
P8[5.90,10.00,0.00]=6.09;P1[0.00,0.00,0.00]=14.24;P7[2.90,24.00,0.00]=9.67;null;[1.57,14.75,0.03]
P8[5.90,10.00,0.00]=6.15;P1[0.00,0.00,0.00]=14.05;P7[2.90,24.00,0.00]=9.71;null;[1.49,14.62,-0.33]
P8[5.90,10.00,0.00]=6.03;P1[0.00,0.00,0.00]=13.91;P7[2.90,24.00,0.00]=9.89;null;[1.44,14.48,-0.64]
P8[5.90,10.00,0.00]=5.96;P1[0.00,0.00,0.00]=13.83;P7[2.90,24.00,0.00]=9.98;null;[1.38,14.35,-0.60]
P8[5.90,10.00,0.00]=5.83;P7[2.90,24.00,0.00]=10.17;P1[0.00,0.00,0.00]=13.67;null;[1.36,14.21,-0.25]
P8[5.90,10.00,0.00]=5.73;P7[2.90,24.00,0.00]=10.26;P1[0.00,0.00,0.00]=13.56;null;[1.34,14.08,-0.03]
P8[5.90,10.00,0.00]=5.64;P7[2.90,24.00,0.00]=10.28;P1[0.00,0.00,0.00]=13.39;null;[1.33,13.96,0.23]
P8[5.90,10.00,0.00]=5.51;P1[0.00,0.00,0.00]=13.29;P7[2.90,24.00,0.00]=10.41;null;[1.34,13.83,-0.13]
P8[5.90,10.00,0.00]=5.37;P1[0.00,0.00,0.00]=13.20;P7[2.90,24.00,0.00]=10.60;null;[1.37,13.70,-0.24]
P8[5.90,10.00,0.00]=5.27;P7[2.90,24.00,0.00]=10.80;P1[0.00,0.00,0.00]=13.10;null;[1.43,13.56,0.13]
P8[5.90,10.00,0.00]=5.16;P7[2.90,24.00,0.00]=10.87;P1[0.00,0.00,0.00]=12.82;null;[1.44,13.42,0.39]
P8[5.90,10.00,0.00]=5.00;P7[2.90,24.00,0.00]=11.01;P1[0.00,0.00,0.00]=12.82;null;[1.49,13.29,0.48]
P8[5.90,10.00,0.00]=5.03;P7[2.90,24.00,0.00]=11.24;P1[0.00,0.00,0.00]=12.71;null;[1.54,13.14,0.72]
P8[5.90,10.00,0.00]=4.96;P7[2.90,24.00,0.00]=11.25;P1[0.00,0.00,0.00]=12.73;null;[1.56,13.04,0.58]
P8[5.90,10.00,0.00]=4.85;P7[2.90,24.00,0.00]=11.43;P1[0.00,0.00,0.00]=12.45;null;[1.58,12.90,0.71]
P8[5.90,10.00,0.00]=4.79;P1[0.00,0.00,0.00]=11.94;P7[2.90,24.00,0.00]=11.54;null;[1.53,12.73,0.25]
P8[5.90,10.00,0.00]=4.70;P1[0.00,0.00,0.00]=12.56;P7[2.90,24.00,0.00]=11.65;null;[1.62,12.65,0.06]
P8[5.90,10.00,0.00]=4.60;P7[2.90,24.00,0.00]=11.72;P1[0.00,0.00,0.00]=11.71;null;[1.56,12.49,0.26]
P8[5.90,10.00,0.00]=4.53;P7[2.90,24.00,0.00]=11.84;P1[0.00,0.00,0.00]=11.61;null;[1.53,12.34,0.43]
P8[5.90,10.00,0.00]=4.39;P7[2.90,24.00,0.00]=12.01;P1[0.00,0.00,0.00]=11.73;null;[1.60,12.21,0.66]
P8[5.90,10.00,0.00]=4.43;P7[2.90,24.00,0.00]=12.16;P1[0.00,0.00,0.00]=11.69;null;[1.63,12.09,0.73]
P8[5.90,10.00,0.00]=4.35;P7[2.90,24.00,0.00]=12.33;P1[0.00,0.00,0.00]=11.48;null;[1.64,11.95,0.72]
P8[5.90,10.00,0.00]=4.30;P1[0.00,0.00,0.00]=11.37;P7[2.90,24.00,0.00]=12.45;null;[1.65,11.82,0.37]
P8[5.90,10.00,0.00]=4.28;P1[0.00,0.00,0.00]=11.20;P7[2.90,24.00,0.00]=12.53;null;[1.67,11.69,-0.06]
P8[5.90,10.00,0.00]=4.24;P1[0.00,0.00,0.00]=11.09;P7[2.90,24.00,0.00]=12.66;null;[1.68,11.56,-0.39]
P8[5.90,10.00,0.00]=4.27;P1[0.00,0.00,0.00]=10.97;P7[2.90,24.00,0.00]=12.65;null;[1.65,11.45,-0.48]
P8[5.90,10.00,0.00]=4.22;P1[0.00,0.00,0.00]=10.86;P7[2.90,24.00,0.00]=12.90;null;[1.67,11.32,-0.72]
P8[5.90,10.00,0.00]=4.18;P1[0.00,0.00,0.00]=10.71;P7[2.90,24.00,0.00]=13.03;null;[1.67,11.19,-0.88]
P8[5.90,10.00,0.00]=4.17;P1[0.00,0.00,0.00]=10.62;P7[2.90,24.00,0.00]=13.10;null;[1.67,11.07,-0.98]
P8[5.90,10.00,0.00]=4.15;P1[0.00,0.00,0.00]=10.50;P7[2.90,24.00,0.00]=13.25;null;[1.68,10.95,-1.08]
P8[5.90,10.00,0.00]=4.16;P1[0.00,0.00,0.00]=10.35;P7[2.90,24.00,0.00]=13.41;null;[1.68,10.81,-1.16]
P8[5.90,10.00,0.00]=4.08;P1[0.00,0.00,0.00]=10.35;P7[2.90,24.00,0.00]=13.40;null;[1.71,10.71,-1.22]
P8[5.90,10.00,0.00]=4.01;P1[0.00,0.00,0.00]=10.34;P7[2.90,24.00,0.00]=13.59;null;[1.75,10.61,-1.21]
P8[5.90,10.00,0.00]=4.07;P1[0.00,0.00,0.00]=10.29;P7[2.90,24.00,0.00]=13.56;null;[1.74,10.54,-1.11]
P8[5.90,10.00,0.00]=4.10;P1[0.00,0.00,0.00]=10.14;P7[2.90,24.00,0.00]=13.70;null;[1.72,10.45,-1.03]
P8[5.90,10.00,0.00]=4.22;P1[0.00,0.00,0.00]=10.23;P7[2.90,24.00,0.00]=13.75;null;[1.73,10.38,-1.14]
P8[5.90,10.00,0.00]=4.29;P1[0.00,0.00,0.00]=10.15;P7[2.90,24.00,0.00]=13.81;null;[1.71,10.31,-1.22]
P8[5.90,10.00,0.00]=4.28;P1[0.00,0.00,0.00]=10.09;P7[2.90,24.00,0.00]=13.82;null;[1.68,10.26,-1.21]
P8[5.90,10.00,0.00]=4.31;P1[0.00,0.00,0.00]=10.12;P7[2.90,24.00,0.00]=13.77;null;[1.64,10.23,-1.20]
P8[5.90,10.00,0.00]=4.31;P1[0.00,0.00,0.00]=10.17;P7[2.90,24.00,0.00]=13.74;null;[1.62,10.22,-1.20]
P8[5.90,10.00,0.00]=4.24;P1[0.00,0.00,0.00]=10.09;P7[2.90,24.00,0.00]=13.81;null;[1.62,10.19,-1.19]
P8[5.90,10.00,0.00]=4.29;P1[0.00,0.00,0.00]=10.04;P7[2.90,24.00,0.00]=13.74;null;[1.57,10.17,-0.97]
P8[5.90,10.00,0.00]=3.99;P1[0.00,0.00,0.00]=10.02;P7[2.90,24.00,0.00]=13.70;null;[1.62,10.15,-1.02]
P8[5.90,10.00,0.00]=4.36;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.82;null;[1.56,10.14,-0.92]
P8[5.90,10.00,0.00]=4.34;P1[0.00,0.00,0.00]=10.05;P7[2.90,24.00,0.00]=13.74;null;[1.52,10.14,-0.81]
P8[5.90,10.00,0.00]=4.32;P1[0.00,0.00,0.00]=10.02;P7[2.90,24.00,0.00]=13.72;null;[1.51,10.14,-0.95]
P8[5.90,10.00,0.00]=4.07;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.80;null;[1.58,10.11,-1.08]
P8[5.90,10.00,0.00]=4.30;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.81;null;[1.54,10.10,-0.93]
