Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;Estimated
P6[6.70,18.03,0.00]=2.62;P7[2.90,24.00,0.00]=5.20;P5[13.00,24.00,0.00]=6.15;P9[13.00,16.50,0.00]=8.59;[7.24,20.88,-0.63]
P6[6.70,18.03,0.00]=2.66;P7[2.90,24.00,0.00]=5.26;P5[13.00,24.00,0.00]=5.92;P9[13.00,16.50,0.00]=8.56;[7.32,20.88,-0.66]
P6[6.70,18.03,0.00]=2.57;P7[2.90,24.00,0.00]=5.39;P5[13.00,24.00,0.00]=6.45;P9[13.00,16.50,0.00]=8.68;[7.32,20.82,-0.67]
P6[6.70,18.03,0.00]=2.53;P7[2.90,24.00,0.00]=5.46;P5[13.00,24.00,0.00]=7.03;P9[13.00,16.50,0.00]=7.47;[7.23,20.72,-0.68]
P6[6.70,18.03,0.00]=2.58;P7[2.90,24.00,0.00]=5.49;P5[13.00,24.00,0.00]=6.40;P9[13.00,16.50,0.00]=8.57;[7.27,20.69,-0.71]
P6[6.70,18.03,0.00]=2.52;P7[2.90,24.00,0.00]=5.60;P5[13.00,24.00,0.00]=6.37;P9[13.00,16.50,0.00]=7.28;[7.32,20.65,-0.72]
P6[6.70,18.03,0.00]=2.55;P7[2.90,24.00,0.00]=5.56;P5[13.00,24.00,0.00]=6.25;P9[13.00,16.50,0.00]=7.29;[7.38,20.64,-0.65]
P6[6.70,18.03,0.00]=2.58;P7[2.90,24.00,0.00]=5.66;P5[13.00,24.00,0.00]=6.30;P9[13.00,16.50,0.00]=7.34;[7.42,20.61,-0.69]
P6[6.70,18.03,0.00]=2.54;P7[2.90,24.00,0.00]=5.64;P5[13.00,24.00,0.00]=6.28;P9[13.00,16.50,0.00]=7.28;[7.46,20.60,-0.68]
P6[6.70,18.03,0.00]=2.59;P7[2.90,24.00,0.00]=5.64;P5[13.00,24.00,0.00]=6.25;P9[13.00,16.50,0.00]=7.29;[7.49,20.59,-0.69]
P6[6.70,18.03,0.00]=2.55;P7[2.90,24.00,0.00]=5.67;P5[13.00,24.00,0.00]=6.27;P9[13.00,16.50,0.00]=7.32;[7.51,20.58,-0.69]
P6[6.70,18.03,0.00]=2.60;P7[2.90,24.00,0.00]=5.73;P5[13.00,24.00,0.00]=6.26;P9[13.00,16.50,0.00]=7.30;[7.54,20.56,-0.73]
P6[6.70,18.03,0.00]=2.64;P7[2.90,24.00,0.00]=5.75;P5[13.00,24.00,0.00]=6.28;P9[13.00,16.50,0.00]=7.24;[7.56,20.57,-0.65]
P6[6.70,18.03,0.00]=2.60;P7[2.90,24.00,0.00]=5.77;P5[13.00,24.00,0.00]=6.29;P9[13.00,16.50,0.00]=7.26;[7.58,20.56,-0.56]
P6[6.70,18.03,0.00]=2.63;P7[2.90,24.00,0.00]=5.78;P5[13.00,24.00,0.00]=6.23;P9[13.00,16.50,0.00]=7.21;[7.60,20.56,-0.45]
P6[6.70,18.03,0.00]=2.61;P7[2.90,24.00,0.00]=5.79;P5[13.00,24.00,0.00]=6.31;P9[13.00,16.50,0.00]=7.05;[7.61,20.56,-0.46]
P6[6.70,18.03,0.00]=2.60;P7[2.90,24.00,0.00]=5.84;P5[13.00,24.00,0.00]=6.32;P9[13.00,16.50,0.00]=7.13;[7.62,20.54,-0.49]
P6[6.70,18.03,0.00]=2.58;P7[2.90,24.00,0.00]=5.89;P5[13.00,24.00,0.00]=6.39;P9[13.00,16.50,0.00]=7.19;[7.63,20.51,-0.56]
P6[6.70,18.03,0.00]=2.58;P7[2.90,24.00,0.00]=5.86;P5[13.00,24.00,0.00]=6.34;P9[13.00,16.50,0.00]=7.11;[7.64,20.49,-0.56]
P6[6.70,18.03,0.00]=2.56;P7[2.90,24.00,0.00]=5.87;P5[13.00,24.00,0.00]=6.36;P9[13.00,16.50,0.00]=7.00;[7.64,20.48,-0.58]
P6[6.70,18.03,0.00]=2.55;P7[2.90,24.00,0.00]=5.86;P5[13.00,24.00,0.00]=6.32;P9[13.00,16.50,0.00]=6.97;[7.65,20.47,-0.55]
P6[6.70,18.03,0.00]=2.53;P7[2.90,24.00,0.00]=5.89;P5[13.00,24.00,0.00]=6.26;P9[13.00,16.50,0.00]=6.96;[7.67,20.47,-0.44]
P6[6.70,18.03,0.00]=2.56;P7[2.90,24.00,0.00]=5.94;P5[13.00,24.00,0.00]=6.27;P9[13.00,16.50,0.00]=6.99;[7.69,20.46,-0.45]
P6[6.70,18.03,0.00]=2.56;P7[2.90,24.00,0.00]=5.98;P5[13.00,24.00,0.00]=6.14;P9[13.00,16.50,0.00]=6.93;[7.73,20.44,-0.54]
P6[6.70,18.03,0.00]=2.61;P7[2.90,24.00,0.00]=5.99;P5[13.00,24.00,0.00]=6.15;P9[13.00,16.50,0.00]=6.99;[7.76,20.45,-0.47]
P6[6.70,18.03,0.00]=2.72;P7[2.90,24.00,0.00]=6.02;P5[13.00,24.00,0.00]=6.23;P9[13.00,16.50,0.00]=6.87;[7.77,20.45,-0.57]
P6[6.70,18.03,0.00]=2.68;P7[2.90,24.00,0.00]=5.98;P5[13.00,24.00,0.00]=6.16;P9[13.00,16.50,0.00]=7.02;[7.79,20.46,-0.56]
P6[6.70,18.03,0.00]=2.68;P7[2.90,24.00,0.00]=6.05;P5[13.00,24.00,0.00]=6.17;P9[13.00,16.50,0.00]=6.97;[7.81,20.46,-0.59]
P6[6.70,18.03,0.00]=2.69;P7[2.90,24.00,0.00]=6.08;P5[13.00,24.00,0.00]=6.11;P9[13.00,16.50,0.00]=6.98;[7.84,20.46,-0.59]
P6[6.70,18.03,0.00]=2.67;P7[2.90,24.00,0.00]=6.09;P5[13.00,24.00,0.00]=6.12;P9[13.00,16.50,0.00]=6.83;[7.86,20.46,-0.58]
P6[6.70,18.03,0.00]=2.68;P7[2.90,24.00,0.00]=6.09;P5[13.00,24.00,0.00]=6.07;P9[13.00,16.50,0.00]=6.94;[7.89,20.46,-0.55]
P6[6.70,18.03,0.00]=2.68;P7[2.90,24.00,0.00]=6.15;P5[13.00,24.00,0.00]=6.10;P9[13.00,16.50,0.00]=6.83;[7.91,20.45,-0.57]
P6[6.70,18.03,0.00]=2.68;P7[2.90,24.00,0.00]=6.13;P5[13.00,24.00,0.00]=6.08;P9[13.00,16.50,0.00]=6.86;[7.93,20.44,-0.55]
P6[6.70,18.03,0.00]=2.68;P7[2.90,24.00,0.00]=6.13;P5[13.00,24.00,0.00]=6.06;P9[13.00,16.50,0.00]=6.86;[7.94,20.45,-0.53]
P6[6.70,18.03,0.00]=2.73;P7[2.90,24.00,0.00]=6.12;P5[13.00,24.00,0.00]=6.03;P9[13.00,16.50,0.00]=6.90;[7.96,20.45,-0.52]
P6[6.70,18.03,0.00]=2.66;P5[13.00,24.00,0.00]=6.04;P7[2.90,24.00,0.00]=6.18;P9[13.00,16.50,0.00]=6.94;[7.98,20.44,-0.29]
P6[6.70,18.03,0.00]=2.66;P5[13.00,24.00,0.00]=6.05;P7[2.90,24.00,0.00]=6.18;P9[13.00,16.50,0.00]=6.78;[7.99,20.43,-0.11]
P6[6.70,18.03,0.00]=2.67;P5[13.00,24.00,0.00]=6.05;P7[2.90,24.00,0.00]=6.15;P9[13.00,16.50,0.00]=6.77;[8.00,20.43,0.03]
P6[6.70,18.03,0.00]=2.64;P5[13.00,24.00,0.00]=6.05;P7[2.90,24.00,0.00]=6.16;P9[13.00,16.50,0.00]=6.85;[8.00,20.43,0.09]
P6[6.70,18.03,0.00]=2.68;P5[13.00,24.00,0.00]=6.07;P7[2.90,24.00,0.00]=6.10;P9[13.00,16.50,0.00]=6.86;[7.99,20.43,0.18]
P6[6.70,18.03,0.00]=2.64;P5[13.00,24.00,0.00]=6.08;P7[2.90,24.00,0.00]=6.18;P9[13.00,16.50,0.00]=6.85;[8.00,20.42,0.25]
P6[6.70,18.03,0.00]=2.66;P5[13.00,24.00,0.00]=6.08;P7[2.90,24.00,0.00]=6.17;P9[13.00,16.50,0.00]=6.79;[8.00,20.42,0.32]
P6[6.70,18.03,0.00]=2.67;P5[13.00,24.00,0.00]=6.11;P7[2.90,24.00,0.00]=6.16;P9[13.00,16.50,0.00]=6.83;[8.00,20.41,0.40]
P6[6.70,18.03,0.00]=2.65;P5[13.00,24.00,0.00]=6.05;P7[2.90,24.00,0.00]=6.10;P9[13.00,16.50,0.00]=6.85;[7.99,20.42,0.35]
P6[6.70,18.03,0.00]=2.66;P5[13.00,24.00,0.00]=6.04;P7[2.90,24.00,0.00]=6.20;P9[13.00,16.50,0.00]=6.86;[8.01,20.41,0.37]
P6[6.70,18.03,0.00]=2.68;P5[13.00,24.00,0.00]=6.08;P7[2.90,24.00,0.00]=6.17;P9[13.00,16.50,0.00]=6.72;[8.01,20.41,0.42]
P6[6.70,18.03,0.00]=2.70;P5[13.00,24.00,0.00]=6.07;P7[2.90,24.00,0.00]=6.10;P9[13.00,16.50,0.00]=6.92;[8.00,20.42,0.45]
P6[6.70,18.03,0.00]=2.68;P5[13.00,24.00,0.00]=6.03;P7[2.90,24.00,0.00]=6.16;P9[13.00,16.50,0.00]=6.81;[8.01,20.43,0.44]
P6[6.70,18.03,0.00]=2.65;P5[13.00,24.00,0.00]=6.10;P7[2.90,24.00,0.00]=6.18;P9[13.00,16.50,0.00]=6.88;[8.00,20.41,0.47]
P6[6.70,18.03,0.00]=2.66;P5[13.00,24.00,0.00]=6.04;P7[2.90,24.00,0.00]=6.17;P9[13.00,16.50,0.00]=6.91;[8.01,20.41,0.46]
P6[6.70,18.03,0.00]=2.64;P5[13.00,24.00,0.00]=6.06;P7[2.90,24.00,0.00]=6.12;P9[13.00,16.50,0.00]=6.81;[8.01,20.42,0.40]
P6[6.70,18.03,0.00]=2.67;P5[13.00,24.00,0.00]=6.04;P7[2.90,24.00,0.00]=6.15;P9[13.00,16.50,0.00]=6.85;[8.01,20.42,0.40]
P6[6.70,18.03,0.00]=2.63;P5[13.00,24.00,0.00]=6.02;P7[2.90,24.00,0.00]=6.14;P9[13.00,16.50,0.00]=6.89;[8.01,20.41,0.52]
P6[6.70,18.03,0.00]=2.63;P5[13.00,24.00,0.00]=6.03;P7[2.90,24.00,0.00]=6.17;P9[13.00,16.50,0.00]=6.97;[8.02,20.41,0.44]
P6[6.70,18.03,0.00]=2.63;P5[13.00,24.00,0.00]=6.04;P7[2.90,24.00,0.00]=6.08;P9[13.00,16.50,0.00]=6.83;[8.01,20.41,0.55]
P6[6.70,18.03,0.00]=2.62;P5[13.00,24.00,0.00]=6.07;P7[2.90,24.00,0.00]=6.16;P9[13.00,16.50,0.00]=6.83;[8.01,20.40,0.49]
P6[6.70,18.03,0.00]=2.62;P5[13.00,24.00,0.00]=5.94;P7[2.90,24.00,0.00]=6.15;P9[13.00,16.50,0.00]=6.86;[8.02,20.40,0.53]
P6[6.70,18.03,0.00]=2.66;P5[13.00,24.00,0.00]=6.00;P7[2.90,24.00,0.00]=6.19;P9[13.00,16.50,0.00]=6.83;[8.04,20.40,0.44]
P6[6.70,18.03,0.00]=2.61;P5[13.00,24.00,0.00]=6.08;P7[2.90,24.00,0.00]=6.16;P9[13.00,16.50,0.00]=6.82;[8.03,20.40,0.41]
P6[6.70,18.03,0.00]=2.62;P5[13.00,24.00,0.00]=6.02;P7[2.90,24.00,0.00]=6.16;P9[13.00,16.50,0.00]=6.81;[8.03,20.39,0.53]
P6[6.70,18.03,0.00]=2.59;P5[13.00,24.00,0.00]=6.02;P7[2.90,24.00,0.00]=6.15;P9[13.00,16.50,0.00]=6.83;[8.03,20.38,0.60]
P6[6.70,18.03,0.00]=2.60;P5[13.00,24.00,0.00]=6.00;P7[2.90,24.00,0.00]=6.09;P9[13.00,16.50,0.00]=6.78;[8.02,20.38,0.63]
P6[6.70,18.03,0.00]=2.61;P5[13.00,24.00,0.00]=5.98;P7[2.90,24.00,0.00]=6.20;P9[13.00,16.50,0.00]=6.83;[8.04,20.37,0.67]
P6[6.70,18.03,0.00]=2.63;P5[13.00,24.00,0.00]=6.07;P9[13.00,16.50,0.00]=6.89;P7[2.90,24.00,0.00]=6.15;[8.03,20.38,0.59]
P6[6.70,18.03,0.00]=2.62;P5[13.00,24.00,0.00]=6.01;P7[2.90,24.00,0.00]=6.14;P9[13.00,16.50,0.00]=6.77;[8.03,20.38,0.65]
P6[6.70,18.03,0.00]=2.63;P5[13.00,24.00,0.00]=6.06;P7[2.90,24.00,0.00]=6.10;P9[13.00,16.50,0.00]=6.83;[8.02,20.39,0.53]
P6[6.70,18.03,0.00]=2.62;P5[13.00,24.00,0.00]=6.08;P7[2.90,24.00,0.00]=6.12;P9[13.00,16.50,0.00]=6.94;[8.01,20.40,0.47]
P6[6.70,18.03,0.00]=2.62;P5[13.00,24.00,0.00]=6.11;P7[2.90,24.00,0.00]=6.09;P9[13.00,16.50,0.00]=6.83;[7.99,20.40,0.44]
P6[6.70,18.03,0.00]=2.62;P5[13.00,24.00,0.00]=6.05;P7[2.90,24.00,0.00]=6.10;P9[13.00,16.50,0.00]=6.95;[7.99,20.40,0.55]
P6[6.70,18.03,0.00]=2.60;P5[13.00,24.00,0.00]=6.07;P7[2.90,24.00,0.00]=6.17;P9[13.00,16.50,0.00]=6.84;[8.00,20.39,0.46]
P6[6.70,18.03,0.00]=2.61;P5[13.00,24.00,0.00]=6.06;P7[2.90,24.00,0.00]=6.09;P9[13.00,16.50,0.00]=6.84;[7.99,20.39,0.56]
P6[6.70,18.03,0.00]=2.59;P5[13.00,24.00,0.00]=6.06;P7[2.90,24.00,0.00]=6.12;P9[13.00,16.50,0.00]=6.76;[7.99,20.38,0.63]
P6[6.70,18.03,0.00]=2.63;P5[13.00,24.00,0.00]=6.08;P7[2.90,24.00,0.00]=6.14;P9[13.00,16.50,0.00]=6.88;[7.99,20.39,0.56]
P6[6.70,18.03,0.00]=2.62;P5[13.00,24.00,0.00]=6.07;P7[2.90,24.00,0.00]=6.11;P9[13.00,16.50,0.00]=6.91;[7.98,20.40,0.46]
P6[6.70,18.03,0.00]=2.60;P5[13.00,24.00,0.00]=6.03;P7[2.90,24.00,0.00]=6.09;P9[13.00,16.50,0.00]=6.91;[7.99,20.39,0.55]
P6[6.70,18.03,0.00]=2.61;P5[13.00,24.00,0.00]=6.08;P7[2.90,24.00,0.00]=6.15;P9[13.00,16.50,0.00]=6.79;[7.99,20.39,0.48]
P6[6.70,18.03,0.00]=2.57;P5[13.00,24.00,0.00]=6.06;P7[2.90,24.00,0.00]=6.16;P9[13.00,16.50,0.00]=6.97;[7.99,20.37,0.57]
P6[6.70,18.03,0.00]=2.62;P5[13.00,24.00,0.00]=6.08;P7[2.90,24.00,0.00]=6.16;P9[13.00,16.50,0.00]=6.84;[7.99,20.38,0.52]
P6[6.70,18.03,0.00]=2.62;P5[13.00,24.00,0.00]=6.09;P7[2.90,24.00,0.00]=6.10;P9[13.00,16.50,0.00]=6.87;[7.98,20.39,0.46]
P6[6.70,18.03,0.00]=2.60;P5[13.00,24.00,0.00]=6.09;P7[2.90,24.00,0.00]=6.08;P9[13.00,16.50,0.00]=6.87;[7.97,20.38,0.57]
P6[6.70,18.03,0.00]=2.66;P5[13.00,24.00,0.00]=6.02;P7[2.90,24.00,0.00]=6.14;P9[13.00,16.50,0.00]=6.85;[7.99,20.40,0.48]
P6[6.70,18.03,0.00]=2.59;P5[13.00,24.00,0.00]=6.04;P7[2.90,24.00,0.00]=6.14;P9[13.00,16.50,0.00]=6.87;[7.99,20.38,0.57]
P6[6.70,18.03,0.00]=2.60;P5[13.00,24.00,0.00]=6.01;P7[2.90,24.00,0.00]=6.13;P9[13.00,16.50,0.00]=6.83;[8.00,20.38,0.62]
P6[6.70,18.03,0.00]=2.58;P5[13.00,24.00,0.00]=6.02;P7[2.90,24.00,0.00]=6.14;P9[13.00,16.50,0.00]=6.94;[8.01,20.37,0.66]
P6[6.70,18.03,0.00]=2.60;P5[13.00,24.00,0.00]=6.08;P7[2.90,24.00,0.00]=6.14;P9[13.00,16.50,0.00]=6.81;[8.00,20.38,0.54]
P6[6.70,18.03,0.00]=2.62;P5[13.00,24.00,0.00]=6.05;P7[2.90,24.00,0.00]=6.15;P9[13.00,16.50,0.00]=6.79;[8.00,20.38,0.42]
P6[6.70,18.03,0.00]=2.63;P5[13.00,24.00,0.00]=6.07;P7[2.90,24.00,0.00]=6.16;P9[13.00,16.50,0.00]=6.79;[8.00,20.39,0.40]
P6[6.70,18.03,0.00]=2.61;P5[13.00,24.00,0.00]=6.08;P7[2.90,24.00,0.00]=6.09;P9[13.00,16.50,0.00]=6.91;[7.99,20.38,0.52]
P6[6.70,18.03,0.00]=2.59;P5[13.00,24.00,0.00]=6.09;P7[2.90,24.00,0.00]=6.11;P9[13.00,16.50,0.00]=6.89;[7.99,20.37,0.62]
P6[6.70,18.03,0.00]=2.59;P5[13.00,24.00,0.00]=6.03;P7[2.90,24.00,0.00]=6.09;P9[13.00,16.50,0.00]=6.76;[7.99,20.38,0.66]
P6[6.70,18.03,0.00]=2.59;P5[13.00,24.00,0.00]=6.03;P7[2.90,24.00,0.00]=6.13;P9[13.00,16.50,0.00]=6.87;[7.99,20.37,0.69]
P6[6.70,18.03,0.00]=2.60;P5[13.00,24.00,0.00]=6.06;P7[2.90,24.00,0.00]=6.16;P9[13.00,16.50,0.00]=6.83;[8.00,20.36,0.75]
P6[6.70,18.03,0.00]=2.60;P5[13.00,24.00,0.00]=6.10;P7[2.90,24.00,0.00]=6.12;P9[13.00,16.50,0.00]=6.88;[7.99,20.37,0.63]
P6[6.70,18.03,0.00]=2.60;P5[13.00,24.00,0.00]=6.06;P7[2.90,24.00,0.00]=6.09;P9[13.00,16.50,0.00]=6.88;[7.98,20.37,0.69]
P6[6.70,18.03,0.00]=2.59;P5[13.00,24.00,0.00]=6.03;P7[2.90,24.00,0.00]=6.08;P9[13.00,16.50,0.00]=6.84;[7.98,20.37,0.71]
P6[6.70,18.03,0.00]=2.58;P5[13.00,24.00,0.00]=6.07;P7[2.90,24.00,0.00]=6.11;P9[13.00,16.50,0.00]=6.83;[7.98,20.37,0.74]
P6[6.70,18.03,0.00]=2.59;P5[13.00,24.00,0.00]=6.06;P7[2.90,24.00,0.00]=6.08;P9[13.00,16.50,0.00]=6.88;[7.98,20.37,0.76]
P6[6.70,18.03,0.00]=2.59;P5[13.00,24.00,0.00]=6.12;P7[2.90,24.00,0.00]=6.12;P9[13.00,16.50,0.00]=6.84;[7.97,20.37,0.65]
P6[6.70,18.03,0.00]=2.57;P5[13.00,24.00,0.00]=6.02;P7[2.90,24.00,0.00]=6.08;P9[13.00,16.50,0.00]=6.87;[7.97,20.38,0.66]
P6[6.70,18.03,0.00]=2.60;P5[13.00,24.00,0.00]=6.09;P7[2.90,24.00,0.00]=6.11;P9[13.00,16.50,0.00]=6.86;[7.97,20.38,0.53]
P6[6.70,18.03,0.00]=2.61;P5[13.00,24.00,0.00]=6.06;P7[2.90,24.00,0.00]=6.13;P9[13.00,16.50,0.00]=6.88;[7.98,20.39,0.42]
P6[6.70,18.03,0.00]=2.60;P5[13.00,24.00,0.00]=6.12;P7[2.90,24.00,0.00]=6.08;P9[13.00,16.50,0.00]=6.87;[7.96,20.40,0.38]
P6[6.70,18.03,0.00]=2.57;P5[13.00,24.00,0.00]=6.15;P7[2.90,24.00,0.00]=6.16;P9[13.00,16.50,0.00]=6.91;[7.96,20.38,0.39]
P6[6.70,18.03,0.00]=2.61;P5[13.00,24.00,0.00]=6.13;P7[2.90,24.00,0.00]=6.07;P9[13.00,16.50,0.00]=6.89;[7.95,20.39,0.39]
P6[6.70,18.03,0.00]=2.59;P7[2.90,24.00,0.00]=6.08;P5[13.00,24.00,0.00]=6.10;P9[13.00,16.50,0.00]=6.85;[7.95,20.38,0.07]
P6[6.70,18.03,0.00]=2.52;P7[2.90,24.00,0.00]=6.00;P5[13.00,24.00,0.00]=6.20;P9[13.00,16.50,0.00]=7.60;[7.91,20.37,-0.17]
P6[6.70,18.03,0.00]=2.51;P7[2.90,24.00,0.00]=5.94;P5[13.00,24.00,0.00]=6.24;P9[13.00,16.50,0.00]=8.60;[7.88,20.37,-0.34]
P6[6.70,18.03,0.00]=2.47;P7[2.90,24.00,0.00]=5.79;P5[13.00,24.00,0.00]=6.38;P9[13.00,16.50,0.00]=8.02;[7.80,20.37,-0.48]
P6[6.70,18.03,0.00]=2.48;P7[2.90,24.00,0.00]=5.60;P5[13.00,24.00,0.00]=6.27;P9[13.00,16.50,0.00]=8.10;[7.74,20.41,-0.45]
P6[6.70,18.03,0.00]=2.64;P7[2.90,24.00,0.00]=5.41;P5[13.00,24.00,0.00]=6.26;null;[7.66,20.49,-0.44]
P6[6.70,18.03,0.00]=2.70;P7[2.90,24.00,0.00]=5.23;P5[13.00,24.00,0.00]=6.39;P9[13.00,16.50,0.00]=9.34;[7.56,20.57,-0.48]
P6[6.70,18.03,0.00]=2.83;P7[2.90,24.00,0.00]=5.08;P5[13.00,24.00,0.00]=6.66;P9[13.00,16.50,0.00]=9.19;[7.42,20.66,-0.48]
P6[6.70,18.03,0.00]=2.46;P7[2.90,24.00,0.00]=4.89;P5[13.00,24.00,0.00]=6.72;P9[13.00,16.50,0.00]=10.25;[7.28,20.67,-0.53]
P6[6.70,18.03,0.00]=2.71;P7[2.90,24.00,0.00]=4.76;P5[13.00,24.00,0.00]=6.86;P9[13.00,16.50,0.00]=8.32;[7.14,20.72,-0.55]
P6[6.70,18.03,0.00]=2.63;P7[2.90,24.00,0.00]=4.62;P5[13.00,24.00,0.00]=7.04;P9[13.00,16.50,0.00]=8.48;[6.98,20.74,-0.51]
P6[6.70,18.03,0.00]=2.57;P7[2.90,24.00,0.00]=4.43;P5[13.00,24.00,0.00]=7.13;P9[13.00,16.50,0.00]=8.57;[6.81,20.76,-0.54]
P6[6.70,18.03,0.00]=2.72;P7[2.90,24.00,0.00]=4.30;P5[13.00,24.00,0.00]=7.20;P9[13.00,16.50,0.00]=8.80;[6.66,20.80,-0.60]
P6[6.70,18.03,0.00]=2.82;P7[2.90,24.00,0.00]=4.11;P5[13.00,24.00,0.00]=7.23;P8[5.90,10.00,0.00]=11.06;[6.52,20.85,-0.60]
P6[6.70,18.03,0.00]=2.99;P7[2.90,24.00,0.00]=3.98;P5[13.00,24.00,0.00]=7.31;P8[5.90,10.00,0.00]=11.05;[6.39,20.93,-0.64]
P6[6.70,18.03,0.00]=3.23;P7[2.90,24.00,0.00]=3.81;P5[13.00,24.00,0.00]=7.37;P8[5.90,10.00,0.00]=11.24;[6.27,21.03,-0.54]
P6[6.70,18.03,0.00]=3.25;P7[2.90,24.00,0.00]=3.72;P5[13.00,24.00,0.00]=7.39;P8[5.90,10.00,0.00]=11.22;[6.16,21.12,-0.61]
P6[6.70,18.03,0.00]=3.39;P7[2.90,24.00,0.00]=3.62;P5[13.00,24.00,0.00]=7.66;P8[5.90,10.00,0.00]=11.44;[6.02,21.18,-0.62]
P6[6.70,18.03,0.00]=3.66;P7[2.90,24.00,0.00]=3.40;P5[13.00,24.00,0.00]=7.82;P8[5.90,10.00,0.00]=11.38;[5.87,21.27,-0.66]
P6[6.70,18.03,0.00]=3.80;P7[2.90,24.00,0.00]=3.25;P5[13.00,24.00,0.00]=7.81;P1[0.00,0.00,0.00]=22.18;[5.74,21.38,-0.69]
P6[6.70,18.03,0.00]=3.87;P7[2.90,24.00,0.00]=3.19;P5[13.00,24.00,0.00]=7.86;P1[0.00,0.00,0.00]=22.25;[5.63,21.48,-0.73]
P6[6.70,18.03,0.00]=4.01;P7[2.90,24.00,0.00]=3.07;P5[13.00,24.00,0.00]=7.98;P1[0.00,0.00,0.00]=22.22;[5.52,21.56,-0.76]
P7[2.90,24.00,0.00]=2.91;P6[6.70,18.03,0.00]=4.07;P5[13.00,24.00,0.00]=8.09;P1[0.00,0.00,0.00]=22.22;[5.39,21.63,-0.74]
P7[2.90,24.00,0.00]=2.75;P6[6.70,18.03,0.00]=4.16;P5[13.00,24.00,0.00]=8.23;P1[0.00,0.00,0.00]=22.25;[5.26,21.70,-0.73]
P7[2.90,24.00,0.00]=2.65;P6[6.70,18.03,0.00]=4.28;P5[13.00,24.00,0.00]=8.66;P1[0.00,0.00,0.00]=22.37;[5.08,21.73,-0.46]
P7[2.90,24.00,0.00]=2.54;P6[6.70,18.03,0.00]=4.34;P5[13.00,24.00,0.00]=8.43;P1[0.00,0.00,0.00]=22.36;[4.99,21.81,-0.51]
P7[2.90,24.00,0.00]=2.51;P6[6.70,18.03,0.00]=4.44;P5[13.00,24.00,0.00]=8.42;P1[0.00,0.00,0.00]=22.31;[4.90,21.86,-0.55]
P7[2.90,24.00,0.00]=2.41;P6[6.70,18.03,0.00]=4.53;P5[13.00,24.00,0.00]=8.41;P1[0.00,0.00,0.00]=22.36;[4.83,21.91,-0.52]
P7[2.90,24.00,0.00]=2.37;P6[6.70,18.03,0.00]=4.57;P5[13.00,24.00,0.00]=8.44;P1[0.00,0.00,0.00]=22.37;[4.77,21.96,-0.49]
P7[2.90,24.00,0.00]=2.07;P6[6.70,18.03,0.00]=4.22;P5[13.00,24.00,0.00]=8.55;P1[0.00,0.00,0.00]=22.38;[4.65,21.96,-0.32]
P7[2.90,24.00,0.00]=2.47;P6[6.70,18.03,0.00]=4.22;P5[13.00,24.00,0.00]=8.78;P1[0.00,0.00,0.00]=22.31;[4.56,21.90,-0.20]
P7[2.90,24.00,0.00]=1.98;P6[6.70,18.03,0.00]=4.32;P5[13.00,24.00,0.00]=8.83;P1[0.00,0.00,0.00]=22.21;[4.43,21.91,-0.11]
P7[2.90,24.00,0.00]=2.10;P6[6.70,18.03,0.00]=4.35;P5[13.00,24.00,0.00]=8.82;P1[0.00,0.00,0.00]=22.15;[4.41,21.96,-0.25]
P7[2.90,24.00,0.00]=2.13;P6[6.70,18.03,0.00]=4.42;P5[13.00,24.00,0.00]=8.95;P1[0.00,0.00,0.00]=22.75;[4.31,21.94,-0.09]
P7[2.90,24.00,0.00]=2.02;P6[6.70,18.03,0.00]=4.44;P5[13.00,24.00,0.00]=9.11;P1[0.00,0.00,0.00]=22.19;[4.18,21.91,0.09]
P7[2.90,24.00,0.00]=1.95;P6[6.70,18.03,0.00]=4.55;P5[13.00,24.00,0.00]=9.09;P1[0.00,0.00,0.00]=22.22;[4.17,21.97,0.01]
P7[2.90,24.00,0.00]=1.90;P6[6.70,18.03,0.00]=4.60;P5[13.00,24.00,0.00]=9.08;P1[0.00,0.00,0.00]=22.32;[4.06,21.97,0.19]
P7[2.90,24.00,0.00]=1.87;P6[6.70,18.03,0.00]=4.60;P5[13.00,24.00,0.00]=9.25;P1[0.00,0.00,0.00]=22.36;[3.95,21.96,0.28]
P7[2.90,24.00,0.00]=1.80;P6[6.70,18.03,0.00]=4.68;P5[13.00,24.00,0.00]=9.34;P1[0.00,0.00,0.00]=22.37;[3.83,21.95,0.32]
P7[2.90,24.00,0.00]=1.76;P6[6.70,18.03,0.00]=4.73;P5[13.00,24.00,0.00]=9.18;P1[0.00,0.00,0.00]=22.26;[3.86,22.02,0.20]
P7[2.90,24.00,0.00]=1.70;P6[6.70,18.03,0.00]=4.77;P5[13.00,24.00,0.00]=9.36;P1[0.00,0.00,0.00]=22.23;[3.86,22.08,-0.03]
P7[2.90,24.00,0.00]=1.74;P6[6.70,18.03,0.00]=4.77;P5[13.00,24.00,0.00]=9.56;P1[0.00,0.00,0.00]=22.22;[3.71,22.04,-0.00]
P7[2.90,24.00,0.00]=1.75;P6[6.70,18.03,0.00]=4.79;P5[13.00,24.00,0.00]=9.37;P1[0.00,0.00,0.00]=22.25;[3.74,22.08,-0.09]
