Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;LS_Estimated;DWM_Estimated;Timestamp;X_DWM;Y_DWM;X_LS;Y_LS;GROUND_X;GROUND_Y;ERRO_X_LS;ERRO_Y_LS;ERRO_X_DWM;ERRO_Y_DWM;ERRO LS;ERRO_DWM
P8[5.90,10.00,0.00]=3.87;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.90;null;[1.88, 10.03, 0.0];[1.94,9.92,-1.00];19:33:06.990;1.94;9.92;1.88;10.03;2;10;0.12;-0.03;0.06;0.08;0.12;0.1
P8[5.90,10.00,0.00]=3.92;P1[0.00,0.00,0.00]=9.93;P7[2.90,24.00,0.00]=13.93;null;[1.83, 9.99, 0.0];[1.92,9.92,-0.94];19:33:06.991;1.92;9.92;1.83;9.99;2;10;0.17;0.01;0.08;0.08;0.17;0.11
P1[0.00,0.00,0.00]=10.01;P8[5.90,10.00,0.00]=3.92;P7[2.90,24.00,0.00]=13.95;null;[1.86, 10.0, 0.0];[1.94,9.92,-0.39];19:33:06.991;1.94;9.92;1.86;10.0;2;10;0.14;0.0;0.06;0.08;0.14;0.1
P8[5.90,10.00,0.00]=3.86;P1[0.00,0.00,0.00]=9.92;P7[2.90,24.00,0.00]=13.94;null;[1.87, 9.98, 0.0];[1.93,9.92,-0.48];19:33:06.992;1.93;9.92;1.87;9.98;2;10;0.13;0.02;0.07;0.08;0.13;0.11
P8[5.90,10.00,0.00]=3.85;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.90;null;[1.9, 10.03, 0.0];[1.94,9.93,-0.61];19:33:06.992;1.94;9.93;1.9;10.03;2;10;0.1;-0.03;0.06;0.07;0.1;0.09
P1[0.00,0.00,0.00]=9.98;P8[5.90,10.00,0.00]=3.88;P7[2.90,24.00,0.00]=13.94;null;[1.88, 10.0, 0.0];[1.94,9.93,-0.20];19:33:06.993;1.94;9.93;1.88;10.0;2;10;0.12;0.0;0.06;0.07;0.12;0.09
P8[5.90,10.00,0.00]=3.84;P1[0.00,0.00,0.00]=9.97;P7[2.90,24.00,0.00]=13.80;null;[1.86, 10.09, 0.0];[1.95,9.95,-0.47];19:33:06.994;1.95;9.95;1.86;10.09;2;10;0.14;-0.09;0.05;0.05;0.17;0.07
P8[5.90,10.00,0.00]=3.85;P1[0.00,0.00,0.00]=9.93;P7[2.90,24.00,0.00]=13.92;null;[1.88, 9.99, 0.0];[1.94,9.94,-0.51];19:33:06.994;1.94;9.94;1.88;9.99;2;10;0.12;0.01;0.06;0.06;0.12;0.08
P8[5.90,10.00,0.00]=3.87;P1[0.00,0.00,0.00]=9.97;P7[2.90,24.00,0.00]=13.85;null;[1.85, 10.06, 0.0];[1.92,9.96,-0.49];19:33:07.010;1.92;9.96;1.85;10.06;2;10;0.15;-0.06;0.08;0.04;0.16;0.09
P8[5.90,10.00,0.00]=3.90;P1[0.00,0.00,0.00]=9.93;P7[2.90,24.00,0.00]=13.96;null;[1.85, 9.97, 0.0];[1.91,9.94,-0.60];19:33:07.110;1.91;9.94;1.85;9.97;2;10;0.15;0.03;0.09;0.06;0.15;0.11
P8[5.90,10.00,0.00]=3.86;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.97;null;[1.91, 9.98, 0.0];[1.95,9.94,-0.77];19:33:07.211;1.95;9.94;1.91;9.98;2;10;0.09;0.02;0.05;0.06;0.09;0.08
P8[5.90,10.00,0.00]=3.86;P1[0.00,0.00,0.00]=9.91;P7[2.90,24.00,0.00]=13.89;null;[1.85, 10.01, 0.0];[1.96,9.93,-0.93];19:33:07.310;1.96;9.93;1.85;10.01;2;10;0.15;-0.01;0.04;0.07;0.15;0.08
P8[5.90,10.00,0.00]=3.88;P1[0.00,0.00,0.00]=9.90;P7[2.90,24.00,0.00]=13.90;null;[1.84, 10.0, 0.0];[1.96,9.92,-1.05];19:33:07.410;1.96;9.92;1.84;10.0;2;10;0.16;0.0;0.04;0.08;0.16;0.09
P1[0.00,0.00,0.00]=9.98;P8[5.90,10.00,0.00]=3.88;P7[2.90,24.00,0.00]=13.89;null;[1.86, 10.03, 0.0];[1.95,9.94,-0.58];19:33:07.610;1.95;9.94;1.86;10.03;2;10;0.14;-0.03;0.05;0.06;0.14;0.08
P8[5.90,10.00,0.00]=3.85;P1[0.00,0.00,0.00]=9.95;P7[2.90,24.00,0.00]=13.86;null;[1.86, 10.04, 0.0];[1.92,9.95,-0.44];19:33:07.710;1.92;9.95;1.86;10.04;2;10;0.14;-0.04;0.08;0.05;0.15;0.09
P8[5.90,10.00,0.00]=3.89;P1[0.00,0.00,0.00]=9.91;P7[2.90,24.00,0.00]=13.99;null;[1.86, 9.94, 0.0];[1.92,9.93,-0.57];19:33:07.810;1.92;9.93;1.86;9.94;2;10;0.14;0.06;0.08;0.07;0.15;0.11
P8[5.90,10.00,0.00]=3.84;P1[0.00,0.00,0.00]=9.96;P7[2.90,24.00,0.00]=13.86;null;[1.87, 10.04, 0.0];[1.91,9.94,-0.50];19:33:07.910;1.91;9.94;1.87;10.04;2;10;0.13;-0.04;0.09;0.06;0.14;0.11
P8[5.90,10.00,0.00]=3.89;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.89;null;[1.86, 10.04, 0.0];[1.91,9.95,-0.60];19:33:08.010;1.91;9.95;1.86;10.04;2;10;0.14;-0.04;0.09;0.05;0.15;0.1
P8[5.90,10.00,0.00]=3.85;P1[0.00,0.00,0.00]=9.91;P7[2.90,24.00,0.00]=13.98;null;[1.89, 9.95, 0.0];[1.92,9.93,-0.68];19:33:08.110;1.92;9.93;1.89;9.95;2;10;0.11;0.05;0.08;0.07;0.12;0.11
P8[5.90,10.00,0.00]=3.83;P1[0.00,0.00,0.00]=9.93;P7[2.90,24.00,0.00]=13.97;null;[1.91, 9.96, 0.0];[1.94,9.92,-0.75];19:33:08.210;1.94;9.92;1.91;9.96;2;10;0.09;0.04;0.06;0.08;0.1;0.1
P8[5.90,10.00,0.00]=3.84;P1[0.00,0.00,0.00]=9.90;P7[2.90,24.00,0.00]=14.05;null;[1.92, 9.9, 0.0];[1.96,9.90,-0.86];19:33:08.310;1.96;9.90;1.92;9.9;2;10;0.08;0.1;0.04;0.1;0.13;0.11
P8[5.90,10.00,0.00]=3.85;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.95;null;[1.91, 9.99, 0.0];[1.98,9.91,-0.93];19:33:08.410;1.98;9.91;1.91;9.99;2;10;0.09;0.01;0.02;0.09;0.09;0.09
P8[5.90,10.00,0.00]=3.90;P1[0.00,0.00,0.00]=9.96;P7[2.90,24.00,0.00]=13.90;null;[1.84, 10.02, 0.0];[1.95,9.92,-0.88];19:33:08.510;1.95;9.92;1.84;10.02;2;10;0.16;-0.02;0.05;0.08;0.16;0.09
P8[5.90,10.00,0.00]=3.87;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=14.00;null;[1.91, 9.96, 0.0];[1.98,9.91,-1.00];19:33:08.610;1.98;9.91;1.91;9.96;2;10;0.09;0.04;0.02;0.09;0.1;0.09
P8[5.90,10.00,0.00]=3.89;P1[0.00,0.00,0.00]=9.92;P7[2.90,24.00,0.00]=13.94;null;[1.85, 9.98, 0.0];[1.95,9.91,-0.94];19:33:08.710;1.95;9.91;1.85;9.98;2;10;0.15;0.02;0.05;0.09;0.15;0.1
P8[5.90,10.00,0.00]=3.86;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=14.01;null;[1.92, 9.95, 0.0];[1.99,9.91,-1.05];19:33:08.810;1.99;9.91;1.92;9.95;2;10;0.08;0.05;0.01;0.09;0.09;0.09
P8[5.90,10.00,0.00]=3.86;P1[0.00,0.00,0.00]=9.93;P7[2.90,24.00,0.00]=13.97;null;[1.89, 9.96, 0.0];[1.98,9.90,-1.03];19:33:08.910;1.98;9.90;1.89;9.96;2;10;0.11;0.04;0.02;0.1;0.12;0.1
P8[5.90,10.00,0.00]=3.87;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=14.06;null;[1.93, 9.91, 0.0];[1.97,9.90,-0.89];19:33:09.010;1.97;9.90;1.93;9.91;2;10;0.07;0.09;0.03;0.1;0.11;0.1
P8[5.90,10.00,0.00]=3.85;P1[0.00,0.00,0.00]=9.91;P7[2.90,24.00,0.00]=14.02;null;[1.9, 9.92, 0.0];[1.98,9.89,-0.94];19:33:09.110;1.98;9.89;1.9;9.92;2;10;0.1;0.08;0.02;0.11;0.13;0.11
P8[5.90,10.00,0.00]=3.85;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.90;null;[1.89, 10.02, 0.0];[1.97,9.90,-0.92];19:33:09.210;1.97;9.90;1.89;10.02;2;10;0.11;-0.02;0.03;0.1;0.11;0.1
P8[5.90,10.00,0.00]=3.83;P1[0.00,0.00,0.00]=9.95;P7[2.90,24.00,0.00]=13.92;null;[1.9, 10.0, 0.0];[1.96,9.91,-0.89];19:33:09.310;1.96;9.91;1.9;10.0;2;10;0.1;0.0;0.04;0.09;0.1;0.1
P8[5.90,10.00,0.00]=3.86;P1[0.00,0.00,0.00]=9.95;P7[2.90,24.00,0.00]=13.86;null;[1.86, 10.04, 0.0];[1.93,9.93,-0.69];19:33:09.410;1.93;9.93;1.86;10.04;2;10;0.14;-0.04;0.07;0.07;0.15;0.1
P8[5.90,10.00,0.00]=3.83;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.93;null;[1.92, 10.0, 0.0];[1.95,9.93,-0.78];19:33:09.510;1.95;9.93;1.92;10.0;2;10;0.08;0.0;0.05;0.07;0.08;0.09
P8[5.90,10.00,0.00]=3.81;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.97;null;[1.95, 9.98, 0.0];[1.99,9.92,-0.89];19:33:09.610;1.99;9.92;1.95;9.98;2;10;0.05;0.02;0.01;0.08;0.05;0.08
P8[5.90,10.00,0.00]=3.85;P1[0.00,0.00,0.00]=10.04;P7[2.90,24.00,0.00]=13.89;null;[1.91, 10.05, 0.0];[1.99,9.94,-0.93];19:33:09.710;1.99;9.94;1.91;10.05;2;10;0.09;-0.05;0.01;0.06;0.1;0.06
P8[5.90,10.00,0.00]=3.85;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.89;null;[1.88, 10.03, 0.0];[1.97,9.95,-0.88];19:33:09.811;1.97;9.95;1.88;10.03;2;10;0.12;-0.03;0.03;0.05;0.12;0.06
P8[5.90,10.00,0.00]=3.84;P1[0.00,0.00,0.00]=10.04;P7[2.90,24.00,0.00]=13.91;null;[1.92, 10.03, 0.0];[1.99,9.95,-0.95];19:33:09.910;1.99;9.95;1.92;10.03;2;10;0.08;-0.03;0.01;0.05;0.09;0.05
P8[5.90,10.00,0.00]=3.85;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.79;null;[1.85, 10.1, 0.0];[1.98,9.96,-1.04];19:33:10.010;1.98;9.96;1.85;10.1;2;10;0.15;-0.1;0.02;0.04;0.18;0.04
P8[5.90,10.00,0.00]=3.80;P1[0.00,0.00,0.00]=10.04;P7[2.90,24.00,0.00]=13.90;null;[1.95, 10.04, 0.0];[2.00,9.96,-1.06];19:33:10.110;2.00;9.96;1.95;10.04;2;10;0.05;-0.04;0.0;0.04;0.06;0.04
P8[5.90,10.00,0.00]=3.74;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.94;null;[1.99, 10.0, 0.0];[2.03,9.95,-1.08];19:33:10.210;2.03;9.95;1.99;10.0;2;10;0.01;0.0;-0.03;0.05;0.01;0.06
P8[5.90,10.00,0.00]=3.76;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.90;null;[1.96, 10.02, 0.0];[2.03,9.95,-1.01];19:33:10.310;2.03;9.95;1.96;10.02;2;10;0.04;-0.02;-0.03;0.05;0.04;0.06
P8[5.90,10.00,0.00]=3.77;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.85;null;[1.93, 10.05, 0.0];[2.01,9.96,-0.88];19:33:10.410;2.01;9.96;1.93;10.05;2;10;0.07;-0.05;-0.01;0.04;0.09;0.04
P8[5.90,10.00,0.00]=3.83;P1[0.00,0.00,0.00]=9.95;P7[2.90,24.00,0.00]=13.97;null;[1.92, 9.96, 0.0];[2.01,9.95,-0.92];19:33:10.510;2.01;9.95;1.92;9.96;2;10;0.08;0.04;-0.01;0.05;0.09;0.05
P8[5.90,10.00,0.00]=3.76;P1[0.00,0.00,0.00]=9.95;P7[2.90,24.00,0.00]=13.91;null;[1.94, 10.0, 0.0];[2.01,9.94,-0.86];19:33:10.610;2.01;9.94;1.94;10.0;2;10;0.06;0.0;-0.01;0.06;0.06;0.06
P8[5.90,10.00,0.00]=3.83;P1[0.00,0.00,0.00]=9.97;P7[2.90,24.00,0.00]=13.94;null;[1.91, 9.99, 0.0];[2.00,9.94,-0.89];19:33:10.710;2.00;9.94;1.91;9.99;2;10;0.09;0.01;0.0;0.06;0.09;0.06
P8[5.90,10.00,0.00]=3.77;P1[0.00,0.00,0.00]=9.95;P7[2.90,24.00,0.00]=13.88;null;[1.93, 10.02, 0.0];[1.99,9.94,-0.76];19:33:10.810;1.99;9.94;1.93;10.02;2;10;0.07;-0.02;0.01;0.06;0.07;0.06
P8[5.90,10.00,0.00]=3.76;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.88;null;[1.94, 10.03, 0.0];[1.99,9.95,-0.71];19:33:10.910;1.99;9.95;1.94;10.03;2;10;0.06;-0.03;0.01;0.05;0.07;0.05
P8[5.90,10.00,0.00]=3.74;P1[0.00,0.00,0.00]=9.95;P7[2.90,24.00,0.00]=13.84;null;[1.93, 10.05, 0.0];[2.01,9.95,-0.86];19:33:11.010;2.01;9.95;1.93;10.05;2;10;0.07;-0.05;-0.01;0.05;0.09;0.05
P8[5.90,10.00,0.00]=3.78;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.84;null;[1.94, 10.07, 0.0];[2.01,9.96,-0.83];19:33:11.110;2.01;9.96;1.94;10.07;2;10;0.06;-0.07;-0.01;0.04;0.09;0.04
P8[5.90,10.00,0.00]=3.82;P1[0.00,0.00,0.00]=9.96;P7[2.90,24.00,0.00]=13.83;null;[1.88, 10.06, 0.0];[2.01,9.96,-0.96];19:33:11.210;2.01;9.96;1.88;10.06;2;10;0.12;-0.06;-0.01;0.04;0.13;0.04
P8[5.90,10.00,0.00]=3.79;P1[0.00,0.00,0.00]=10.04;P7[2.90,24.00,0.00]=13.79;null;[1.92, 10.11, 0.0];[1.99,9.99,-0.82];19:33:11.310;1.99;9.99;1.92;10.11;2;10;0.08;-0.11;0.01;0.01;0.14;0.01
P8[5.90,10.00,0.00]=3.84;P1[0.00,0.00,0.00]=9.95;P7[2.90,24.00,0.00]=13.88;null;[1.88, 10.03, 0.0];[1.96,9.98,-0.72];19:33:11.410;1.96;9.98;1.88;10.03;2;10;0.12;-0.03;0.04;0.02;0.12;0.04
P8[5.90,10.00,0.00]=3.77;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.86;null;[1.93, 10.05, 0.0];[1.96,9.98,-0.68];19:33:11.510;1.96;9.98;1.93;10.05;2;10;0.07;-0.05;0.04;0.02;0.09;0.04
P8[5.90,10.00,0.00]=3.82;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.87;null;[1.9, 10.04, 0.0];[1.95,9.98,-0.66];19:33:11.610;1.95;9.98;1.9;10.04;2;10;0.1;-0.04;0.05;0.02;0.11;0.05
P8[5.90,10.00,0.00]=3.81;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.88;null;[1.92, 10.04, 0.0];[1.96,9.98,-0.71];19:33:11.711;1.96;9.98;1.92;10.04;2;10;0.08;-0.04;0.04;0.02;0.09;0.04
P8[5.90,10.00,0.00]=3.82;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.86;null;[1.9, 10.05, 0.0];[1.95,9.98,-0.66];19:33:11.810;1.95;9.98;1.9;10.05;2;10;0.1;-0.05;0.05;0.02;0.11;0.05
P8[5.90,10.00,0.00]=3.78;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.85;null;[1.93, 10.06, 0.0];[1.95,9.98,-0.65];19:33:11.910;1.95;9.98;1.93;10.06;2;10;0.07;-0.06;0.05;0.02;0.09;0.05
P8[5.90,10.00,0.00]=3.80;P1[0.00,0.00,0.00]=9.96;P7[2.90,24.00,0.00]=13.81;null;[1.89, 10.07, 0.0];[1.97,9.98,-0.81];19:33:12.011;1.97;9.98;1.89;10.07;2;10;0.11;-0.07;0.03;0.02;0.13;0.04
P8[5.90,10.00,0.00]=3.85;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.91;null;[1.9, 10.02, 0.0];[1.97,9.97,-0.86];19:33:12.110;1.97;9.97;1.9;10.02;2;10;0.1;-0.02;0.03;0.03;0.1;0.04
P8[5.90,10.00,0.00]=3.81;P1[0.00,0.00,0.00]=10.02;P7[2.90,24.00,0.00]=13.94;null;[1.95, 10.0, 0.0];[2.00,9.96,-0.95];19:33:12.210;2.00;9.96;1.95;10.0;2;10;0.05;0.0;0.0;0.04;0.05;0.04
P8[5.90,10.00,0.00]=3.79;P1[0.00,0.00,0.00]=10.05;P7[2.90,24.00,0.00]=13.86;null;[1.94, 10.07, 0.0];[2.01,9.97,-0.95];19:33:12.310;2.01;9.97;1.94;10.07;2;10;0.06;-0.07;-0.01;0.03;0.09;0.03
P8[5.90,10.00,0.00]=3.78;P1[0.00,0.00,0.00]=9.95;P7[2.90,24.00,0.00]=13.96;null;[1.95, 9.97, 0.0];[2.01,9.95,-0.95];19:33:12.410;2.01;9.95;1.95;9.97;2;10;0.05;0.03;-0.01;0.05;0.06;0.05
P8[5.90,10.00,0.00]=3.82;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.90;null;[1.91, 10.02, 0.0];[2.00,9.95,-0.92];19:33:12.510;2.00;9.95;1.91;10.02;2;10;0.09;-0.02;0.0;0.05;0.09;0.05
P8[5.90,10.00,0.00]=3.85;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.91;null;[1.89, 10.02, 0.0];[1.99,9.95,-0.92];19:33:12.610;1.99;9.95;1.89;10.02;2;10;0.11;-0.02;0.01;0.05;0.11;0.05
P8[5.90,10.00,0.00]=3.82;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.90;null;[1.91, 10.02, 0.0];[1.98,9.95,-0.89];19:33:12.710;1.98;9.95;1.91;10.02;2;10;0.09;-0.02;0.02;0.05;0.09;0.05
P8[5.90,10.00,0.00]=3.78;P1[0.00,0.00,0.00]=9.96;P7[2.90,24.00,0.00]=13.88;null;[1.92, 10.03, 0.0];[1.97,9.96,-0.78];19:33:12.810;1.97;9.96;1.92;10.03;2;10;0.08;-0.03;0.03;0.04;0.09;0.05
P8[5.90,10.00,0.00]=3.82;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.86;null;[1.91, 10.06, 0.0];[1.97,9.97,-0.77];19:33:12.910;1.97;9.97;1.91;10.06;2;10;0.09;-0.06;0.03;0.03;0.11;0.04
P8[5.90,10.00,0.00]=3.82;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.99;null;[1.94, 9.96, 0.0];[2.00,9.95,-0.89];19:33:13.010;2.00;9.95;1.94;9.96;2;10;0.06;0.04;0.0;0.05;0.07;0.05
P8[5.90,10.00,0.00]=3.81;P1[0.00,0.00,0.00]=9.97;P7[2.90,24.00,0.00]=13.96;null;[1.93, 9.98, 0.0];[2.01,9.94,-0.93];19:33:13.110;2.01;9.94;1.93;9.98;2;10;0.07;0.02;-0.01;0.06;0.07;0.06
P8[5.90,10.00,0.00]=3.76;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.90;null;[1.96, 10.02, 0.0];[2.02,9.94,-0.94];19:33:13.210;2.02;9.94;1.96;10.02;2;10;0.04;-0.02;-0.02;0.06;0.04;0.06
P8[5.90,10.00,0.00]=3.77;P1[0.00,0.00,0.00]=9.97;P7[2.90,24.00,0.00]=13.87;null;[1.93, 10.03, 0.0];[2.00,9.95,-0.81];19:33:13.310;2.00;9.95;1.93;10.03;2;10;0.07;-0.03;0.0;0.05;0.08;0.05
P8[5.90,10.00,0.00]=3.82;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.83;null;[1.89, 10.07, 0.0];[1.98,9.96,-0.67];19:33:13.410;1.98;9.96;1.89;10.07;2;10;0.11;-0.07;0.02;0.04;0.13;0.04
P8[5.90,10.00,0.00]=3.83;P1[0.00,0.00,0.00]=9.97;P7[2.90,24.00,0.00]=13.97;null;[1.92, 9.97, 0.0];[1.99,9.95,-0.78];19:33:13.510;1.99;9.95;1.92;9.97;2;10;0.08;0.03;0.01;0.05;0.09;0.05
P8[5.90,10.00,0.00]=3.83;P1[0.00,0.00,0.00]=9.97;P7[2.90,24.00,0.00]=13.83;null;[1.88, 10.07, 0.0];[1.99,9.95,-0.94];19:33:13.611;1.99;9.95;1.88;10.07;2;10;0.12;-0.07;0.01;0.05;0.14;0.05
P8[5.90,10.00,0.00]=3.82;P1[0.00,0.00,0.00]=9.95;P7[2.90,24.00,0.00]=13.89;null;[1.89, 10.02, 0.0];[1.97,9.95,-0.81];19:33:13.710;1.97;9.95;1.89;10.02;2;10;0.11;-0.02;0.03;0.05;0.11;0.06
P8[5.90,10.00,0.00]=3.79;P1[0.00,0.00,0.00]=9.96;P7[2.90,24.00,0.00]=13.91;null;[1.93, 10.01, 0.0];[1.98,9.95,-0.80];19:33:13.810;1.98;9.95;1.93;10.01;2;10;0.07;-0.01;0.02;0.05;0.07;0.05
P8[5.90,10.00,0.00]=3.83;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.90;null;[1.9, 10.02, 0.0];[1.97,9.95,-0.79];19:33:13.910;1.97;9.95;1.9;10.02;2;10;0.1;-0.02;0.03;0.05;0.1;0.06
P8[5.90,10.00,0.00]=3.79;P1[0.00,0.00,0.00]=9.94;P7[2.90,24.00,0.00]=13.90;null;[1.91, 10.01, 0.0];[1.96,9.95,-0.72];19:33:14.010;1.96;9.95;1.91;10.01;2;10;0.09;-0.01;0.04;0.05;0.09;0.06
P8[5.90,10.00,0.00]=3.80;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.90;null;[1.93, 10.03, 0.0];[1.98,9.95,-0.79];19:33:14.110;1.98;9.95;1.93;10.03;2;10;0.07;-0.03;0.02;0.05;0.08;0.05
P8[5.90,10.00,0.00]=3.79;P1[0.00,0.00,0.00]=9.97;P7[2.90,24.00,0.00]=13.90;null;[1.93, 10.02, 0.0];[1.98,9.95,-0.76];19:33:14.210;1.98;9.95;1.93;10.02;2;10;0.07;-0.02;0.02;0.05;0.07;0.05
P8[5.90,10.00,0.00]=3.83;P1[0.00,0.00,0.00]=9.96;P7[2.90,24.00,0.00]=13.87;null;[1.88, 10.04, 0.0];[1.95,9.96,-0.66];19:33:14.310;1.95;9.96;1.88;10.04;2;10;0.12;-0.04;0.05;0.04;0.13;0.06
P8[5.90,10.00,0.00]=3.85;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.93;null;[1.9, 10.0, 0.0];[1.96,9.95,-0.74];19:33:14.410;1.96;9.95;1.9;10.0;2;10;0.1;0.0;0.04;0.05;0.1;0.06
P8[5.90,10.00,0.00]=3.79;P1[0.00,0.00,0.00]=9.93;P7[2.90,24.00,0.00]=13.86;null;[1.9, 10.03, 0.0];[1.98,9.95,-0.90];19:33:14.510;1.98;9.95;1.9;10.03;2;10;0.1;-0.03;0.02;0.05;0.1;0.05
P8[5.90,10.00,0.00]=3.76;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.87;null;[1.95, 10.05, 0.0];[1.99,9.95,-0.86];19:33:14.610;1.99;9.95;1.95;10.05;2;10;0.05;-0.05;0.01;0.05;0.07;0.05
P8[5.90,10.00,0.00]=3.80;P1[0.00,0.00,0.00]=9.94;P7[2.90,24.00,0.00]=13.91;null;[1.91, 10.0, 0.0];[1.98,9.95,-0.79];19:33:14.710;1.98;9.95;1.91;10.0;2;10;0.09;0.0;0.02;0.05;0.09;0.05
P8[5.90,10.00,0.00]=3.80;P1[0.00,0.00,0.00]=9.95;P7[2.90,24.00,0.00]=13.92;null;[1.92, 10.0, 0.0];[1.98,9.95,-0.78];19:33:14.810;1.98;9.95;1.92;10.0;2;10;0.08;0.0;0.02;0.05;0.08;0.05
P8[5.90,10.00,0.00]=3.77;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.89;null;[1.94, 10.03, 0.0];[1.98,9.95,-0.77];19:33:14.910;1.98;9.95;1.94;10.03;2;10;0.06;-0.03;0.02;0.05;0.07;0.05
P8[5.90,10.00,0.00]=3.77;P1[0.00,0.00,0.00]=9.97;P7[2.90,24.00,0.00]=13.91;null;[1.94, 10.01, 0.0];[1.99,9.95,-0.77];19:33:15.010;1.99;9.95;1.94;10.01;2;10;0.06;-0.01;0.01;0.05;0.06;0.05
P8[5.90,10.00,0.00]=3.74;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.84;null;[1.95, 10.06, 0.0];[1.99,9.96,-0.69];19:33:15.110;1.99;9.96;1.95;10.06;2;10;0.05;-0.06;0.01;0.04;0.08;0.04
P8[5.90,10.00,0.00]=3.73;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.91;null;[1.98, 10.01, 0.0];[2.01,9.95,-0.72];19:33:15.210;2.01;9.95;1.98;10.01;2;10;0.02;-0.01;-0.01;0.05;0.02;0.05
P8[5.90,10.00,0.00]=3.80;P1[0.00,0.00,0.00]=9.93;P7[2.90,24.00,0.00]=13.88;null;[1.9, 10.02, 0.0];[2.02,9.95,-0.91];19:33:15.310;2.02;9.95;1.9;10.02;2;10;0.1;-0.02;-0.02;0.05;0.1;0.05
P8[5.90,10.00,0.00]=3.76;P1[0.00,0.00,0.00]=9.96;P7[2.90,24.00,0.00]=13.87;null;[1.93, 10.03, 0.0];[2.00,9.95,-0.75];19:33:15.410;2.00;9.95;1.93;10.03;2;10;0.07;-0.03;0.0;0.05;0.08;0.05
P8[5.90,10.00,0.00]=3.78;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.95;null;[1.96, 9.99, 0.0];[2.02,9.94,-0.85];19:33:15.510;2.02;9.94;1.96;9.99;2;10;0.04;0.01;-0.02;0.06;0.04;0.06
P8[5.90,10.00,0.00]=3.82;P1[0.00,0.00,0.00]=9.93;P7[2.90,24.00,0.00]=13.92;null;[1.9, 9.99, 0.0];[2.00,9.94,-0.78];19:33:15.610;2.00;9.94;1.9;9.99;2;10;0.1;0.01;0.0;0.06;0.1;0.06
P8[5.90,10.00,0.00]=3.85;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.82;null;[1.86, 10.08, 0.0];[1.96,9.96,-0.59];19:33:15.710;1.96;9.96;1.86;10.08;2;10;0.14;-0.08;0.04;0.04;0.16;0.06
P8[5.90,10.00,0.00]=3.78;P1[0.00,0.00,0.00]=10.02;P7[2.90,24.00,0.00]=13.81;null;[1.92, 10.09, 0.0];[1.96,9.98,-0.54];19:33:15.810;1.96;9.98;1.92;10.09;2;10;0.08;-0.09;0.04;0.02;0.12;0.04
