Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;LS_Estimated;DWM_Estimated;Timestamp;X_DWM;Y_DWM;X_LS;Y_LS;GROUND_X;GROUND_Y;ERRO_X_LS;ERRO_Y_LS;ERRO_X_DWM;ERRO_Y_DWM;ERRO LS;ERRO_DWM
P8[5.90,10.00,0.00]=5.00;P7[2.90,24.00,0.00]=10.66;P1[0.00,0.00,0.00]=13.33;null;[2.04, 13.25, 0.0];[2.05,13.26,0.90];19:24:20.236;2.05;13.26;2.04;13.25;2;13.39;-0.04;0.14;-0.05;0.13;0.15;0.14
P8[5.90,10.00,0.00]=4.97;P7[2.90,24.00,0.00]=10.73;P1[0.00,0.00,0.00]=13.20;null;[1.99, 13.15, 0.0];[2.04,13.24,0.99];19:24:20.636;2.04;13.24;1.99;13.15;2;13.39;0.01;0.24;-0.04;0.15;0.24;0.16
P8[5.90,10.00,0.00]=5.01;P9[13.00,16.50,0.00]=13.36;P7[2.90,24.00,0.00]=10.65;P1[0.00,0.00,0.00]=13.17;[0.39, 13.22, 0.0];[2.00,13.24,0.90];19:24:20.944;2.00;13.24;0.39;13.22;2;13.39;1.61;0.17;0.0;0.15;1.62;0.15
P8[5.90,10.00,0.00]=5.02;P7[2.90,24.00,0.00]=10.64;P1[0.00,0.00,0.00]=13.24;null;[1.96, 13.21, 0.0];[1.98,13.24,0.93];19:24:21.335;1.98;13.24;1.96;13.21;2;13.39;0.04;0.18;0.02;0.15;0.18;0.15
P8[5.90,10.00,0.00]=5.02;P7[2.90,24.00,0.00]=10.64;P1[0.00,0.00,0.00]=13.25;null;[1.97, 13.22, 0.0];[1.98,13.24,0.98];19:24:21.435;1.98;13.24;1.97;13.22;2;13.39;0.03;0.17;0.02;0.15;0.17;0.15
P8[5.90,10.00,0.00]=5.04;P7[2.90,24.00,0.00]=10.65;P1[0.00,0.00,0.00]=13.29;null;[1.97, 13.24, 0.0];[1.99,13.25,1.07];19:24:21.536;1.99;13.25;1.97;13.24;2;13.39;0.03;0.15;0.01;0.14;0.15;0.14
P8[5.90,10.00,0.00]=4.99;P7[2.90,24.00,0.00]=10.66;P1[0.00,0.00,0.00]=13.23;null;[1.99, 13.2, 0.0];[2.00,13.25,1.09];19:24:21.735;2.00;13.25;1.99;13.2;2;13.39;0.01;0.19;0.0;0.14;0.19;0.14
P8[5.90,10.00,0.00]=5.07;P7[2.90,24.00,0.00]=10.62;P1[0.00,0.00,0.00]=13.23;null;[1.91, 13.22, 0.0];[1.96,13.25,1.04];19:24:21.835;1.96;13.25;1.91;13.22;2;13.39;0.09;0.17;0.04;0.14;0.19;0.15
P8[5.90,10.00,0.00]=5.06;P7[2.90,24.00,0.00]=10.66;P1[0.00,0.00,0.00]=13.29;null;[1.95, 13.24, 0.0];[1.98,13.26,1.14];19:24:21.936;1.98;13.26;1.95;13.24;2;13.39;0.05;0.15;0.02;0.13;0.16;0.13
P8[5.90,10.00,0.00]=5.06;P7[2.90,24.00,0.00]=10.64;P1[0.00,0.00,0.00]=13.25;null;[1.93, 13.22, 0.0];[1.96,13.26,1.13];19:24:22.035;1.96;13.26;1.93;13.22;2;13.39;0.07;0.17;0.04;0.13;0.18;0.14
P8[5.90,10.00,0.00]=4.99;P7[2.90,24.00,0.00]=10.64;P1[0.00,0.00,0.00]=13.22;null;[1.98, 13.2, 0.0];[1.96,13.25,1.07];19:24:22.135;1.96;13.25;1.98;13.2;2;13.39;0.02;0.19;0.04;0.14;0.19;0.15
P8[5.90,10.00,0.00]=5.05;P7[2.90,24.00,0.00]=10.61;P1[0.00,0.00,0.00]=13.25;null;[1.94, 13.23, 0.0];[1.95,13.26,1.05];19:24:22.236;1.95;13.26;1.94;13.23;2;13.39;0.06;0.16;0.05;0.13;0.17;0.14
P8[5.90,10.00,0.00]=5.04;P7[2.90,24.00,0.00]=10.59;P1[0.00,0.00,0.00]=13.28;null;[1.97, 13.26, 0.0];[1.95,13.27,1.05];19:24:22.336;1.95;13.27;1.97;13.26;2;13.39;0.03;0.13;0.05;0.12;0.13;0.13
P8[5.90,10.00,0.00]=5.01;P7[2.90,24.00,0.00]=10.60;P1[0.00,0.00,0.00]=13.26;null;[1.99, 13.24, 0.0];[1.96,13.27,1.02];19:24:22.435;1.96;13.27;1.99;13.24;2;13.39;0.01;0.15;0.04;0.12;0.15;0.13
P8[5.90,10.00,0.00]=5.04;P7[2.90,24.00,0.00]=10.66;P1[0.00,0.00,0.00]=13.25;null;[1.95, 13.21, 0.0];[1.96,13.27,1.08];19:24:22.535;1.96;13.27;1.95;13.21;2;13.39;0.05;0.18;0.04;0.12;0.19;0.13
P8[5.90,10.00,0.00]=4.95;P7[2.90,24.00,0.00]=10.62;P1[0.00,0.00,0.00]=13.29;null;[2.06, 13.24, 0.0];[1.99,13.27,1.10];19:24:22.636;1.99;13.27;2.06;13.24;2;13.39;-0.06;0.15;0.01;0.12;0.16;0.12
P8[5.90,10.00,0.00]=4.97;P7[2.90,24.00,0.00]=10.71;P1[0.00,0.00,0.00]=13.27;null;[2.03, 13.2, 0.0];[2.03,13.25,1.19];19:24:23.036;2.03;13.25;2.03;13.2;2;13.39;-0.03;0.19;-0.03;0.14;0.19;0.14
P8[5.90,10.00,0.00]=4.97;P7[2.90,24.00,0.00]=10.62;P1[0.00,0.00,0.00]=13.28;null;[2.04, 13.24, 0.0];[2.04,13.26,1.17];19:24:23.135;2.04;13.26;2.04;13.24;2;13.39;-0.04;0.15;-0.04;0.13;0.16;0.14
P8[5.90,10.00,0.00]=5.02;P7[2.90,24.00,0.00]=10.63;P1[0.00,0.00,0.00]=13.26;null;[1.98, 13.23, 0.0];[2.02,13.26,1.16];19:24:23.235;2.02;13.26;1.98;13.23;2;13.39;0.02;0.16;-0.02;0.13;0.16;0.13
P8[5.90,10.00,0.00]=5.02;P7[2.90,24.00,0.00]=10.60;P1[0.00,0.00,0.00]=13.21;null;[1.95, 13.21, 0.0];[1.99,13.26,1.02];19:24:23.336;1.99;13.26;1.95;13.21;2;13.39;0.05;0.18;0.01;0.13;0.19;0.13
P8[5.90,10.00,0.00]=5.03;P7[2.90,24.00,0.00]=10.62;P1[0.00,0.00,0.00]=13.24;null;[1.96, 13.22, 0.0];[1.97,13.27,1.01];19:24:23.435;1.97;13.27;1.96;13.22;2;13.39;0.04;0.17;0.03;0.12;0.17;0.12
P8[5.90,10.00,0.00]=5.00;P7[2.90,24.00,0.00]=10.71;P1[0.00,0.00,0.00]=13.27;null;[2.0, 13.2, 0.0];[2.00,13.25,1.12];19:24:23.636;2.00;13.25;2.0;13.2;2;13.39;0.0;0.19;0.0;0.14;0.19;0.14
P8[5.90,10.00,0.00]=5.02;P7[2.90,24.00,0.00]=10.59;P1[0.00,0.00,0.00]=13.29;null;[2.0, 13.26, 0.0];[2.00,13.27,1.11];19:24:23.736;2.00;13.27;2.0;13.26;2;13.39;0.0;0.13;0.0;0.12;0.13;0.12
P8[5.90,10.00,0.00]=5.02;P7[2.90,24.00,0.00]=10.62;P1[0.00,0.00,0.00]=13.26;null;[1.98, 13.23, 0.0];[1.99,13.27,1.09];19:24:23.835;1.99;13.27;1.98;13.23;2;13.39;0.02;0.16;0.01;0.12;0.16;0.12
P8[5.90,10.00,0.00]=5.05;P7[2.90,24.00,0.00]=10.58;P1[0.00,0.00,0.00]=13.29;null;[1.97, 13.27, 0.0];[1.98,13.28,1.07];19:24:23.936;1.98;13.28;1.97;13.27;2;13.39;0.03;0.12;0.02;0.11;0.12;0.11
P8[5.90,10.00,0.00]=5.01;P7[2.90,24.00,0.00]=10.62;P1[0.00,0.00,0.00]=13.27;null;[1.99, 13.23, 0.0];[1.99,13.28,1.08];19:24:24.036;1.99;13.28;1.99;13.23;2;13.39;0.01;0.16;0.01;0.11;0.16;0.11
P8[5.90,10.00,0.00]=5.04;P7[2.90,24.00,0.00]=10.61;P1[0.00,0.00,0.00]=13.31;null;[1.99, 13.26, 0.0];[2.00,13.28,1.12];19:24:24.135;2.00;13.28;1.99;13.26;2;13.39;0.01;0.13;0.0;0.11;0.13;0.11
P8[5.90,10.00,0.00]=5.00;P7[2.90,24.00,0.00]=10.59;P1[0.00,0.00,0.00]=13.32;null;[2.03, 13.27, 0.0];[2.02,13.29,1.14];19:24:24.235;2.02;13.29;2.03;13.27;2;13.39;-0.03;0.12;-0.02;0.1;0.12;0.1
P8[5.90,10.00,0.00]=5.03;P7[2.90,24.00,0.00]=10.63;P1[0.00,0.00,0.00]=13.27;null;[1.97, 13.23, 0.0];[2.01,13.28,1.15];19:24:24.336;2.01;13.28;1.97;13.23;2;13.39;0.03;0.16;-0.01;0.11;0.16;0.11
P8[5.90,10.00,0.00]=5.02;P7[2.90,24.00,0.00]=10.63;P1[0.00,0.00,0.00]=13.30;null;[2.0, 13.25, 0.0];[2.02,13.28,1.18];19:24:24.436;2.02;13.28;2.0;13.25;2;13.39;0.0;0.14;-0.02;0.11;0.14;0.11
P8[5.90,10.00,0.00]=5.00;P7[2.90,24.00,0.00]=10.62;P1[0.00,0.00,0.00]=13.22;null;[1.97, 13.21, 0.0];[2.00,13.28,1.10];19:24:24.535;2.00;13.28;1.97;13.21;2;13.39;0.03;0.18;0.0;0.11;0.18;0.11
P8[5.90,10.00,0.00]=4.97;P7[2.90,24.00,0.00]=10.62;P1[0.00,0.00,0.00]=13.32;null;[2.06, 13.26, 0.0];[2.03,13.28,1.14];19:24:24.635;2.03;13.28;2.06;13.26;2;13.39;-0.06;0.13;-0.03;0.11;0.14;0.11
P8[5.90,10.00,0.00]=4.99;P7[2.90,24.00,0.00]=10.65;P1[0.00,0.00,0.00]=13.22;null;[1.98, 13.19, 0.0];[2.01,13.27,1.11];19:24:24.736;2.01;13.27;1.98;13.19;2;13.39;0.02;0.2;-0.01;0.12;0.2;0.12
P8[5.90,10.00,0.00]=5.05;P7[2.90,24.00,0.00]=10.62;P1[0.00,0.00,0.00]=13.32;null;[1.98, 13.27, 0.0];[2.02,13.28,1.16];19:24:24.835;2.02;13.28;1.98;13.27;2;13.39;0.02;0.12;-0.02;0.11;0.12;0.11
P8[5.90,10.00,0.00]=5.08;P7[2.90,24.00,0.00]=10.59;P1[0.00,0.00,0.00]=13.30;null;[1.94, 13.27, 0.0];[2.00,13.29,1.16];19:24:24.935;2.00;13.29;1.94;13.27;2;13.39;0.06;0.12;0.0;0.1;0.13;0.1
P8[5.90,10.00,0.00]=5.02;P7[2.90,24.00,0.00]=10.63;P1[0.00,0.00,0.00]=13.34;null;[2.02, 13.27, 0.0];[2.03,13.29,1.23];19:24:25.036;2.03;13.29;2.02;13.27;2;13.39;-0.02;0.12;-0.03;0.1;0.12;0.1
P8[5.90,10.00,0.00]=5.01;P7[2.90,24.00,0.00]=10.62;P1[0.00,0.00,0.00]=13.32;null;[2.02, 13.26, 0.0];[2.05,13.29,1.25];19:24:25.136;2.05;13.29;2.02;13.26;2;13.39;-0.02;0.13;-0.05;0.1;0.13;0.11
P8[5.90,10.00,0.00]=4.99;P7[2.90,24.00,0.00]=10.66;P1[0.00,0.00,0.00]=13.34;null;[2.05, 13.25, 0.0];[2.04,13.29,1.01];19:24:25.235;2.04;13.29;2.05;13.25;2;13.39;-0.05;0.14;-0.04;0.1;0.15;0.11
P8[5.90,10.00,0.00]=5.04;P7[2.90,24.00,0.00]=10.60;P1[0.00,0.00,0.00]=13.26;null;[1.96, 13.24, 0.0];[2.01,13.29,1.01];19:24:25.336;2.01;13.29;1.96;13.24;2;13.39;0.04;0.15;-0.01;0.1;0.16;0.1
P8[5.90,10.00,0.00]=5.09;P7[2.90,24.00,0.00]=10.62;P1[0.00,0.00,0.00]=13.34;null;[1.96, 13.28, 0.0];[2.02,13.29,1.11];19:24:25.436;2.02;13.29;1.96;13.28;2;13.39;0.04;0.11;-0.02;0.1;0.12;0.1
P8[5.90,10.00,0.00]=5.06;P7[2.90,24.00,0.00]=10.57;P1[0.00,0.00,0.00]=13.30;null;[1.96, 13.28, 0.0];[2.00,13.30,1.08];19:24:25.535;2.00;13.30;1.96;13.28;2;13.39;0.04;0.11;0.0;0.09;0.12;0.09
P8[5.90,10.00,0.00]=5.02;P7[2.90,24.00,0.00]=10.58;P1[0.00,0.00,0.00]=13.30;null;[2.0, 13.27, 0.0];[2.00,13.30,1.08];19:24:25.635;2.00;13.30;2.0;13.27;2;13.39;0.0;0.12;0.0;0.09;0.12;0.09
P8[5.90,10.00,0.00]=5.07;P7[2.90,24.00,0.00]=10.57;P1[0.00,0.00,0.00]=13.29;null;[1.95, 13.27, 0.0];[1.98,13.31,1.06];19:24:25.736;1.98;13.31;1.95;13.27;2;13.39;0.05;0.12;0.02;0.08;0.13;0.08
P8[5.90,10.00,0.00]=5.04;P7[2.90,24.00,0.00]=10.57;P1[0.00,0.00,0.00]=13.28;null;[1.97, 13.26, 0.0];[1.97,13.31,1.03];19:24:25.836;1.97;13.31;1.97;13.26;2;13.39;0.03;0.13;0.03;0.08;0.13;0.09
P8[5.90,10.00,0.00]=5.03;P7[2.90,24.00,0.00]=10.57;P1[0.00,0.00,0.00]=13.27;null;[1.98, 13.26, 0.0];[1.96,13.31,0.98];19:24:25.935;1.96;13.31;1.98;13.26;2;13.39;0.02;0.13;0.04;0.08;0.13;0.09
P8[5.90,10.00,0.00]=4.98;P7[2.90,24.00,0.00]=10.56;P1[0.00,0.00,0.00]=13.29;null;[2.03, 13.26, 0.0];[1.97,13.31,0.94];19:24:26.036;1.97;13.31;2.03;13.26;2;13.39;-0.03;0.13;0.03;0.08;0.13;0.09
P8[5.90,10.00,0.00]=4.99;P7[2.90,24.00,0.00]=10.61;P1[0.00,0.00,0.00]=13.24;null;[1.99, 13.22, 0.0];[1.97,13.30,0.93];19:24:26.136;1.97;13.30;1.99;13.22;2;13.39;0.01;0.17;0.03;0.09;0.17;0.09
P8[5.90,10.00,0.00]=5.02;P7[2.90,24.00,0.00]=10.60;P1[0.00,0.00,0.00]=13.23;null;[1.96, 13.22, 0.0];[1.96,13.29,0.90];19:24:26.235;1.96;13.29;1.96;13.22;2;13.39;0.04;0.17;0.04;0.1;0.17;0.11
P8[5.90,10.00,0.00]=5.04;P7[2.90,24.00,0.00]=10.55;P1[0.00,0.00,0.00]=13.27;null;[1.97, 13.26, 0.0];[1.94,13.30,0.84];19:24:26.335;1.94;13.30;1.97;13.26;2;13.39;0.03;0.13;0.06;0.09;0.13;0.11
P8[5.90,10.00,0.00]=5.00;P7[2.90,24.00,0.00]=10.59;P1[0.00,0.00,0.00]=13.28;null;[2.01, 13.25, 0.0];[1.96,13.30,0.88];19:24:26.436;1.96;13.30;2.01;13.25;2;13.39;-0.01;0.14;0.04;0.09;0.14;0.1
P8[5.90,10.00,0.00]=5.00;P7[2.90,24.00,0.00]=10.57;P1[0.00,0.00,0.00]=13.29;null;[2.01, 13.26, 0.0];[1.97,13.30,0.90];19:24:26.536;1.97;13.30;2.01;13.26;2;13.39;-0.01;0.13;0.03;0.09;0.13;0.09
P8[5.90,10.00,0.00]=5.06;P7[2.90,24.00,0.00]=10.56;P1[0.00,0.00,0.00]=13.28;null;[1.95, 13.27, 0.0];[1.95,13.30,0.88];19:24:26.635;1.95;13.30;1.95;13.27;2;13.39;0.05;0.12;0.05;0.09;0.13;0.1
P8[5.90,10.00,0.00]=5.03;P7[2.90,24.00,0.00]=10.59;P1[0.00,0.00,0.00]=13.35;null;[2.02, 13.29, 0.0];[1.99,13.31,0.99];19:24:26.735;1.99;13.31;2.02;13.29;2;13.39;-0.02;0.1;0.01;0.08;0.1;0.08
P8[5.90,10.00,0.00]=5.02;P7[2.90,24.00,0.00]=10.60;P1[0.00,0.00,0.00]=13.31;null;[2.01, 13.26, 0.0];[2.00,13.31,1.05];19:24:26.836;2.00;13.31;2.01;13.26;2;13.39;-0.01;0.13;0.0;0.08;0.13;0.08
P8[5.90,10.00,0.00]=5.01;P7[2.90,24.00,0.00]=10.54;P1[0.00,0.00,0.00]=13.27;null;[2.0, 13.26, 0.0];[1.98,13.31,0.93];19:24:26.935;1.98;13.31;2.0;13.26;2;13.39;0.0;0.13;0.02;0.08;0.13;0.08
P8[5.90,10.00,0.00]=5.05;P7[2.90,24.00,0.00]=10.56;P1[0.00,0.00,0.00]=13.30;null;[1.97, 13.28, 0.0];[1.97,13.32,0.93];19:24:27.035;1.97;13.32;1.97;13.28;2;13.39;0.03;0.11;0.03;0.07;0.11;0.08
P8[5.90,10.00,0.00]=5.08;P7[2.90,24.00,0.00]=10.59;P1[0.00,0.00,0.00]=13.30;null;[1.94, 13.27, 0.0];[1.97,13.31,0.98];19:24:27.136;1.97;13.31;1.94;13.27;2;13.39;0.06;0.12;0.03;0.08;0.13;0.09
P8[5.90,10.00,0.00]=5.11;P7[2.90,24.00,0.00]=10.56;P1[0.00,0.00,0.00]=13.30;null;[1.92, 13.29, 0.0];[1.95,13.32,0.98];19:24:27.236;1.95;13.32;1.92;13.29;2;13.39;0.08;0.1;0.05;0.07;0.13;0.09
P8[5.90,10.00,0.00]=5.05;P7[2.90,24.00,0.00]=10.57;P1[0.00,0.00,0.00]=13.33;null;[1.99, 13.29, 0.0];[1.96,13.32,1.02];19:24:27.335;1.96;13.32;1.99;13.29;2;13.39;0.01;0.1;0.04;0.07;0.1;0.08
P8[5.90,10.00,0.00]=5.07;P7[2.90,24.00,0.00]=10.53;P1[0.00,0.00,0.00]=13.37;null;[2.0, 13.33, 0.0];[1.97,13.33,1.05];19:24:27.435;1.97;13.33;2.0;13.33;2;13.39;0.0;0.06;0.03;0.06;0.06;0.07
P8[5.90,10.00,0.00]=5.05;P7[2.90,24.00,0.00]=10.51;P1[0.00,0.00,0.00]=13.37;null;[2.02, 13.33, 0.0];[1.98,13.34,1.06];19:24:27.536;1.98;13.34;2.02;13.33;2;13.39;-0.02;0.06;0.02;0.05;0.06;0.05
P8[5.90,10.00,0.00]=5.08;P7[2.90,24.00,0.00]=10.52;P1[0.00,0.00,0.00]=13.39;null;[2.0, 13.34, 0.0];[2.00,13.35,1.10];19:24:27.635;2.00;13.35;2.0;13.34;2;13.39;0.0;0.05;0.0;0.04;0.05;0.04
P8[5.90,10.00,0.00]=5.07;P7[2.90,24.00,0.00]=10.52;P1[0.00,0.00,0.00]=13.43;null;[2.04, 13.36, 0.0];[2.02,13.37,1.16];19:24:27.735;2.02;13.37;2.04;13.36;2;13.39;-0.04;0.03;-0.02;0.02;0.05;0.03
P8[5.90,10.00,0.00]=5.08;P7[2.90,24.00,0.00]=10.52;P1[0.00,0.00,0.00]=13.40;null;[2.01, 13.35, 0.0];[2.03,13.37,1.18];19:24:27.836;2.03;13.37;2.01;13.35;2;13.39;-0.01;0.04;-0.03;0.02;0.04;0.04
P8[5.90,10.00,0.00]=5.07;P7[2.90,24.00,0.00]=10.54;P1[0.00,0.00,0.00]=13.31;null;[1.96, 13.29, 0.0];[2.00,13.36,1.11];19:24:27.936;2.00;13.36;1.96;13.29;2;13.39;0.04;0.1;0.0;0.03;0.11;0.03
P8[5.90,10.00,0.00]=5.01;P7[2.90,24.00,0.00]=10.49;P1[0.00,0.00,0.00]=13.35;null;[2.04, 13.33, 0.0];[2.00,13.37,1.03];19:24:28.035;2.00;13.37;2.04;13.33;2;13.39;-0.04;0.06;0.0;0.02;0.07;0.02
P8[5.90,10.00,0.00]=5.07;P7[2.90,24.00,0.00]=10.55;P1[0.00,0.00,0.00]=13.36;null;[1.99, 13.32, 0.0];[2.00,13.36,1.06];19:24:28.136;2.00;13.36;1.99;13.32;2;13.39;0.01;0.07;0.0;0.03;0.07;0.03
P8[5.90,10.00,0.00]=5.04;P7[2.90,24.00,0.00]=10.50;P1[0.00,0.00,0.00]=13.31;null;[1.99, 13.3, 0.0];[1.98,13.36,0.93];19:24:28.236;1.98;13.36;1.99;13.3;2;13.39;0.01;0.09;0.02;0.03;0.09;0.04
P8[5.90,10.00,0.00]=5.08;P7[2.90,24.00,0.00]=10.45;P1[0.00,0.00,0.00]=13.33;null;[1.97, 13.34, 0.0];[1.95,13.37,0.72];19:24:28.335;1.95;13.37;1.97;13.34;2;13.39;0.03;0.05;0.05;0.02;0.06;0.05
P8[5.90,10.00,0.00]=5.06;P7[2.90,24.00,0.00]=10.49;P1[0.00,0.00,0.00]=13.33;null;[1.99, 13.32, 0.0];[1.94,13.37,0.70];19:24:28.435;1.94;13.37;1.99;13.32;2;13.39;0.01;0.07;0.06;0.02;0.07;0.06
P8[5.90,10.00,0.00]=5.05;P7[2.90,24.00,0.00]=10.56;P1[0.00,0.00,0.00]=13.37;null;[2.02, 13.32, 0.0];[1.97,13.37,0.85];19:24:28.536;1.97;13.37;2.02;13.32;2;13.39;-0.02;0.07;0.03;0.02;0.07;0.04
P8[5.90,10.00,0.00]=5.05;P7[2.90,24.00,0.00]=10.57;P1[0.00,0.00,0.00]=13.37;null;[2.02, 13.31, 0.0];[2.00,13.36,0.97];19:24:28.636;2.00;13.36;2.02;13.31;2;13.39;-0.02;0.08;0.0;0.03;0.08;0.03
P8[5.90,10.00,0.00]=5.07;P7[2.90,24.00,0.00]=10.51;P1[0.00,0.00,0.00]=13.34;null;[1.98, 13.32, 0.0];[1.99,13.36,0.96];19:24:28.735;1.99;13.36;1.98;13.32;2;13.39;0.02;0.07;0.01;0.03;0.07;0.03
P8[5.90,10.00,0.00]=5.07;P7[2.90,24.00,0.00]=10.54;P1[0.00,0.00,0.00]=13.29;null;[1.95, 13.28, 0.0];[1.97,13.36,0.92];19:24:28.835;1.97;13.36;1.95;13.28;2;13.39;0.05;0.11;0.03;0.03;0.12;0.04
P8[5.90,10.00,0.00]=5.08;P7[2.90,24.00,0.00]=10.61;P1[0.00,0.00,0.00]=13.28;null;[1.93, 13.25, 0.0];[1.96,13.34,0.98];19:24:28.936;1.96;13.34;1.93;13.25;2;13.39;0.07;0.14;0.04;0.05;0.16;0.06
P8[5.90,10.00,0.00]=5.09;P7[2.90,24.00,0.00]=10.61;P1[0.00,0.00,0.00]=13.38;null;[1.98, 13.31, 0.0];[1.96,13.34,0.81];19:24:29.135;1.96;13.34;1.98;13.31;2;13.39;0.02;0.08;0.04;0.05;0.08;0.06
P8[5.90,10.00,0.00]=5.04;P7[2.90,24.00,0.00]=10.53;P1[0.00,0.00,0.00]=13.37;null;[2.03, 13.33, 0.0];[1.98,13.35,0.89];19:24:29.236;1.98;13.35;2.03;13.33;2;13.39;-0.03;0.06;0.02;0.04;0.07;0.04
P8[5.90,10.00,0.00]=5.07;P7[2.90,24.00,0.00]=10.53;P1[0.00,0.00,0.00]=13.38;null;[2.0, 13.33, 0.0];[1.99,13.35,0.96];19:24:29.336;1.99;13.35;2.0;13.33;2;13.39;0.0;0.06;0.01;0.04;0.06;0.04
P8[5.90,10.00,0.00]=5.04;P7[2.90,24.00,0.00]=10.55;P1[0.00,0.00,0.00]=13.39;null;[2.04, 13.33, 0.0];[2.02,13.36,1.05];19:24:29.435;2.02;13.36;2.04;13.33;2;13.39;-0.04;0.06;-0.02;0.03;0.07;0.04
P8[5.90,10.00,0.00]=5.08;P7[2.90,24.00,0.00]=10.57;P1[0.00,0.00,0.00]=13.33;null;[1.96, 13.29, 0.0];[2.00,13.35,1.08];19:24:29.535;2.00;13.35;1.96;13.29;2;13.39;0.04;0.1;0.0;0.04;0.11;0.04
P8[5.90,10.00,0.00]=5.08;P7[2.90,24.00,0.00]=10.57;P1[0.00,0.00,0.00]=13.37;null;[1.99, 13.32, 0.0];[2.02,13.35,1.15];19:24:29.636;2.02;13.35;1.99;13.32;2;13.39;0.01;0.07;-0.02;0.04;0.07;0.04
P8[5.90,10.00,0.00]=5.08;P7[2.90,24.00,0.00]=10.53;P1[0.00,0.00,0.00]=13.34;null;[1.97, 13.31, 0.0];[2.00,13.35,1.11];19:24:29.736;2.00;13.35;1.97;13.31;2;13.39;0.03;0.08;0.0;0.04;0.09;0.04
P8[5.90,10.00,0.00]=5.12;P7[2.90,24.00,0.00]=10.57;P1[0.00,0.00,0.00]=13.34;null;[1.93, 13.3, 0.0];[1.98,13.35,1.13];19:24:29.835;1.98;13.35;1.93;13.3;2;13.39;0.07;0.09;0.02;0.04;0.11;0.04
P8[5.90,10.00,0.00]=5.04;P6[6.70,18.03,0.00]=7.96;P7[2.90,24.00,0.00]=10.54;P1[0.00,0.00,0.00]=13.37;[1.09, 13.31, 0.0];[2.01,13.35,1.15];19:24:30.941;2.01;13.35;1.09;13.31;2;13.39;0.91;0.08;-0.01;0.04;0.91;0.04
P8[5.90,10.00,0.00]=4.98;P6[6.70,18.03,0.00]=7.95;P1[0.00,0.00,0.00]=13.40;P7[2.90,24.00,0.00]=10.52;[1.12, 13.33, 0.0];[2.04,13.36,0.56];19:24:31.042;2.04;13.36;1.12;13.33;2;13.39;0.88;0.06;-0.04;0.03;0.88;0.05
P8[5.90,10.00,0.00]=4.96;P6[6.70,18.03,0.00]=7.97;P1[0.00,0.00,0.00]=13.44;P7[2.90,24.00,0.00]=10.53;[1.11, 13.34, 0.0];[2.10,13.36,0.08];19:24:31.141;2.10;13.36;1.11;13.34;2;13.39;0.89;0.05;-0.1;0.03;0.89;0.1
P8[5.90,10.00,0.00]=5.02;P6[6.70,18.03,0.00]=7.93;P1[0.00,0.00,0.00]=13.44;P7[2.90,24.00,0.00]=10.65;[1.1, 13.31, 0.0];[2.11,13.35,-0.21];19:24:31.241;2.11;13.35;1.1;13.31;2;13.39;0.9;0.08;-0.11;0.04;0.9;0.12
P8[5.90,10.00,0.00]=5.04;P6[6.70,18.03,0.00]=8.02;P1[0.00,0.00,0.00]=13.42;P7[2.90,24.00,0.00]=10.56;[1.04, 13.33, 0.0];[2.12,13.36,-0.51];19:24:31.341;2.12;13.36;1.04;13.33;2;13.39;0.96;0.06;-0.12;0.03;0.96;0.12
P8[5.90,10.00,0.00]=5.02;P6[6.70,18.03,0.00]=7.94;P1[0.00,0.00,0.00]=13.33;P7[2.90,24.00,0.00]=10.65;[1.11, 13.25, 0.0];[2.08,13.34,-0.41];19:24:31.441;2.08;13.34;1.11;13.25;2;13.39;0.89;0.14;-0.08;0.05;0.9;0.09
P8[5.90,10.00,0.00]=5.02;P1[0.00,0.00,0.00]=13.40;P7[2.90,24.00,0.00]=10.60;null;[2.06, 13.31, 0.0];[2.08,13.34,-0.42];19:24:31.536;2.08;13.34;2.06;13.31;2;13.39;-0.06;0.08;-0.08;0.05;0.1;0.09
P8[5.90,10.00,0.00]=5.03;P6[6.70,18.03,0.00]=7.96;P1[0.00,0.00,0.00]=13.36;null;[1.07, 13.14, 0.0];[2.64,12.96,0.79];19:24:31.635;2.64;12.96;1.07;13.14;2;13.39;0.93;0.25;-0.64;0.43;0.96;0.77
P8[5.90,10.00,0.00]=5.05;P6[6.70,18.03,0.00]=7.94;P1[0.00,0.00,0.00]=13.35;null;[1.07, 13.13, 0.0];[3.04,12.69,1.69];19:24:32.438;3.04;12.69;1.07;13.13;2;13.39;0.93;0.26;-1.04;0.7;0.97;1.25
