Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;Estimated;Timestamp
P2[8.00,2.40,0.00]=5.96;P1[0.00,0.00,0.00]=2.41;P8[5.90,10.00,0.00]=9.82;null;[2.24,1.07,0.37];19:07:51.380
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=6.06;P8[5.90,10.00,0.00]=9.71;null;[2.21,1.08,0.46];19:07:51.480
P2[8.00,2.40,0.00]=5.94;P1[0.00,0.00,0.00]=2.51;P8[5.90,10.00,0.00]=9.60;null;[2.21,1.09,0.26];19:07:51.680
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.80;P8[5.90,10.00,0.00]=9.54;null;[2.23,1.09,0.37];19:07:51.780
P1[0.00,0.00,0.00]=2.53;P2[8.00,2.40,0.00]=5.92;P8[5.90,10.00,0.00]=9.65;null;[2.23,1.09,0.39];19:07:51.880
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.85;P8[5.90,10.00,0.00]=9.52;null;[2.23,1.10,0.46];19:07:51.981
P1[0.00,0.00,0.00]=2.53;P2[8.00,2.40,0.00]=5.79;P8[5.90,10.00,0.00]=9.60;null;[2.26,1.08,0.53];19:07:52.080
P1[0.00,0.00,0.00]=2.56;P2[8.00,2.40,0.00]=5.79;P8[5.90,10.00,0.00]=9.53;null;[2.27,1.08,0.58];19:07:52.181
P1[0.00,0.00,0.00]=2.55;P2[8.00,2.40,0.00]=5.85;P8[5.90,10.00,0.00]=9.69;null;[2.29,1.06,0.51];19:07:52.281
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.83;P8[5.90,10.00,0.00]=9.55;null;[2.28,1.07,0.57];19:07:52.380
P1[0.00,0.00,0.00]=2.53;P2[8.00,2.40,0.00]=5.85;P8[5.90,10.00,0.00]=9.51;null;[2.27,1.09,0.62];19:07:52.481
P1[0.00,0.00,0.00]=2.55;P2[8.00,2.40,0.00]=5.80;P8[5.90,10.00,0.00]=9.45;null;[2.27,1.12,0.64];19:07:52.581
P2[8.00,2.40,0.00]=5.79;P1[0.00,0.00,0.00]=2.50;P8[5.90,10.00,0.00]=9.55;null;[2.27,1.11,0.33];19:07:53.184
P1[0.00,0.00,0.00]=2.55;P2[8.00,2.40,0.00]=5.84;P8[5.90,10.00,0.00]=9.54;null;[2.27,1.11,0.45];19:07:53.284
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.83;P8[5.90,10.00,0.00]=9.52;null;[2.27,1.11,0.52];19:07:53.384
P1[0.00,0.00,0.00]=2.54;P2[8.00,2.40,0.00]=5.87;P8[5.90,10.00,0.00]=9.52;null;[2.26,1.12,0.60];19:07:53.485
P1[0.00,0.00,0.00]=2.54;P2[8.00,2.40,0.00]=6.33;P8[5.90,10.00,0.00]=9.51;null;[2.15,1.21,0.70];19:07:53.584
P1[0.00,0.00,0.00]=2.53;P2[8.00,2.40,0.00]=6.43;P8[5.90,10.00,0.00]=9.62;null;[2.05,1.25,0.82];19:07:53.684
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.95;P8[5.90,10.00,0.00]=9.51;null;[2.08,1.25,0.67];19:07:53.784
P1[0.00,0.00,0.00]=2.54;P2[8.00,2.40,0.00]=5.83;P8[5.90,10.00,0.00]=9.40;null;[2.11,1.26,0.67];19:07:53.885
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.92;P8[5.90,10.00,0.00]=9.46;null;[2.12,1.25,0.71];19:07:53.984
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.82;P8[5.90,10.00,0.00]=9.53;null;[2.16,1.22,0.69];19:07:54.085
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.86;P8[5.90,10.00,0.00]=9.59;null;[2.18,1.18,0.73];19:07:54.185
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.79;P8[5.90,10.00,0.00]=9.64;null;[2.22,1.13,0.72];19:07:54.285
P1[0.00,0.00,0.00]=2.54;P2[8.00,2.40,0.00]=5.89;P8[5.90,10.00,0.00]=9.67;null;[2.23,1.11,0.64];19:07:54.384
P1[0.00,0.00,0.00]=2.53;P2[8.00,2.40,0.00]=5.89;P8[5.90,10.00,0.00]=9.67;null;[2.24,1.09,0.58];19:07:54.484
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.88;P8[5.90,10.00,0.00]=9.60;null;[2.24,1.08,0.65];19:07:54.585
P1[0.00,0.00,0.00]=2.46;P2[8.00,2.40,0.00]=5.84;P8[5.90,10.00,0.00]=9.69;null;[2.25,1.04,0.66];19:07:54.684
P1[0.00,0.00,0.00]=2.54;P2[8.00,2.40,0.00]=5.79;P8[5.90,10.00,0.00]=9.56;null;[2.27,1.05,0.67];19:07:54.785
P1[0.00,0.00,0.00]=2.64;P2[8.00,2.40,0.00]=5.87;P8[5.90,10.00,0.00]=9.41;null;[2.26,1.12,0.61];19:07:54.885
P1[0.00,0.00,0.00]=2.82;P2[8.00,2.40,0.00]=5.76;P8[5.90,10.00,0.00]=9.45;null;[2.30,1.15,0.65];19:07:54.984
P1[0.00,0.00,0.00]=2.57;P2[8.00,2.40,0.00]=5.80;P8[5.90,10.00,0.00]=9.43;null;[2.29,1.17,0.66];19:07:55.085
P1[0.00,0.00,0.00]=2.82;P2[8.00,2.40,0.00]=5.71;P8[5.90,10.00,0.00]=9.11;null;[2.30,1.27,0.71];19:07:55.185
P1[0.00,0.00,0.00]=2.85;P2[8.00,2.40,0.00]=5.82;P8[5.90,10.00,0.00]=9.27;null;[2.30,1.32,0.73];19:07:55.285
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.79;P8[5.90,10.00,0.00]=9.22;null;[2.27,1.35,0.55];19:07:55.386
P1[0.00,0.00,0.00]=2.63;P2[8.00,2.40,0.00]=5.80;P3[13.00,0.00,0.00]=10.83;P8[5.90,10.00,0.00]=9.21;[2.25,1.39,0.58];19:07:55.488
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.89;P3[13.00,0.00,0.00]=10.64;P8[5.90,10.00,0.00]=9.17;[2.26,1.39,0.57];19:07:55.588
P1[0.00,0.00,0.00]=2.56;P2[8.00,2.40,0.00]=5.77;P3[13.00,0.00,0.00]=10.61;P8[5.90,10.00,0.00]=9.20;[2.27,1.38,0.61];19:07:55.689
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.67;P3[13.00,0.00,0.00]=10.65;P8[5.90,10.00,0.00]=9.14;[2.26,1.39,0.54];19:07:55.789
P1[0.00,0.00,0.00]=2.45;P2[8.00,2.40,0.00]=5.64;P3[13.00,0.00,0.00]=10.60;P8[5.90,10.00,0.00]=9.15;[2.26,1.39,0.45];19:07:55.889
P1[0.00,0.00,0.00]=2.56;P2[8.00,2.40,0.00]=5.67;P3[13.00,0.00,0.00]=10.75;P8[5.90,10.00,0.00]=9.14;[2.24,1.46,0.29];19:07:55.992
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.66;P3[13.00,0.00,0.00]=10.59;P8[5.90,10.00,0.00]=9.05;[2.24,1.46,0.45];19:07:56.090
P1[0.00,0.00,0.00]=2.56;P2[8.00,2.40,0.00]=5.68;P3[13.00,0.00,0.00]=10.46;P8[5.90,10.00,0.00]=9.14;[2.27,1.42,0.57];19:07:56.190
P1[0.00,0.00,0.00]=2.59;P2[8.00,2.40,0.00]=5.62;P3[13.00,0.00,0.00]=10.39;P8[5.90,10.00,0.00]=9.12;[2.31,1.39,0.65];19:07:56.289
P1[0.00,0.00,0.00]=2.56;P2[8.00,2.40,0.00]=5.64;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=9.20;[2.33,1.35,0.73];19:07:56.389
P1[0.00,0.00,0.00]=2.53;P2[8.00,2.40,0.00]=5.62;P3[13.00,0.00,0.00]=10.57;P8[5.90,10.00,0.00]=9.24;[2.33,1.33,0.70];19:07:56.490
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.60;P3[13.00,0.00,0.00]=10.45;P8[5.90,10.00,0.00]=9.13;[2.34,1.32,0.72];19:07:56.589
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.64;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=9.31;[2.35,1.29,0.65];19:07:56.689
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.64;P3[13.00,0.00,0.00]=10.62;P8[5.90,10.00,0.00]=9.20;[2.33,1.30,0.60];19:07:56.790
P1[0.00,0.00,0.00]=2.47;P2[8.00,2.40,0.00]=5.58;P3[13.00,0.00,0.00]=10.65;P8[5.90,10.00,0.00]=9.24;[2.29,1.38,0.33];19:07:56.893
P1[0.00,0.00,0.00]=2.40;P2[8.00,2.40,0.00]=5.54;P3[13.00,0.00,0.00]=10.55;P8[5.90,10.00,0.00]=9.08;[2.29,1.38,0.37];19:07:56.990
P1[0.00,0.00,0.00]=2.35;P2[8.00,2.40,0.00]=5.69;P3[13.00,0.00,0.00]=10.59;P8[5.90,10.00,0.00]=9.25;[2.26,1.34,0.48];19:07:57.090
P1[0.00,0.00,0.00]=2.37;P2[8.00,2.40,0.00]=5.57;P3[13.00,0.00,0.00]=10.57;P8[5.90,10.00,0.00]=9.15;[2.26,1.33,0.50];19:07:57.190
P1[0.00,0.00,0.00]=3.00;P2[8.00,2.40,0.00]=5.52;P3[13.00,0.00,0.00]=10.74;P8[5.90,10.00,0.00]=9.26;[2.30,1.37,0.63];19:07:57.292
P1[0.00,0.00,0.00]=2.93;P2[8.00,2.40,0.00]=5.57;P3[13.00,0.00,0.00]=10.52;P8[5.90,10.00,0.00]=9.22;[2.37,1.37,0.51];19:07:57.388
P1[0.00,0.00,0.00]=2.96;P2[8.00,2.40,0.00]=5.56;P3[13.00,0.00,0.00]=10.52;P8[5.90,10.00,0.00]=9.25;[2.42,1.38,0.50];19:07:57.488
P1[0.00,0.00,0.00]=2.99;P2[8.00,2.40,0.00]=5.54;P3[13.00,0.00,0.00]=10.52;P8[5.90,10.00,0.00]=8.99;[2.44,1.43,0.57];19:07:57.589
P1[0.00,0.00,0.00]=2.28;P2[8.00,2.40,0.00]=5.55;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=9.16;[2.38,1.38,0.64];19:07:57.692
P1[0.00,0.00,0.00]=2.32;P2[8.00,2.40,0.00]=5.52;P3[13.00,0.00,0.00]=10.61;P8[5.90,10.00,0.00]=9.24;[2.32,1.46,0.44];19:07:57.793
P1[0.00,0.00,0.00]=2.39;P2[8.00,2.40,0.00]=5.52;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=9.14;[2.33,1.41,0.41];19:07:57.891
P1[0.00,0.00,0.00]=2.41;P2[8.00,2.40,0.00]=5.54;P3[13.00,0.00,0.00]=10.36;P8[5.90,10.00,0.00]=9.15;[2.35,1.36,0.37];19:07:57.991
P1[0.00,0.00,0.00]=2.42;P2[8.00,2.40,0.00]=5.55;P3[13.00,0.00,0.00]=10.41;P8[5.90,10.00,0.00]=9.08;[2.36,1.35,0.33];19:07:58.091
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.55;P3[13.00,0.00,0.00]=10.45;P8[5.90,10.00,0.00]=9.18;[2.36,1.32,0.46];19:07:58.190
P2[8.00,2.40,0.00]=5.55;P3[13.00,0.00,0.00]=10.49;P8[5.90,10.00,0.00]=9.17;null;[2.45,1.37,0.73];19:07:58.286
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.54;P3[13.00,0.00,0.00]=10.44;P8[5.90,10.00,0.00]=9.20;[2.43,1.35,0.61];19:07:58.391
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.52;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=9.16;[2.42,1.33,0.67];19:07:58.491
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.53;P3[13.00,0.00,0.00]=10.47;P8[5.90,10.00,0.00]=9.20;[2.40,1.30,0.72];19:07:58.591
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.49;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=9.15;[2.40,1.29,0.74];19:07:58.691
P1[0.00,0.00,0.00]=2.54;P2[8.00,2.40,0.00]=5.48;P3[13.00,0.00,0.00]=10.44;P8[5.90,10.00,0.00]=9.00;[2.39,1.33,0.71];19:07:58.791
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.55;P3[13.00,0.00,0.00]=10.46;P8[5.90,10.00,0.00]=9.04;[2.37,1.34,0.70];19:07:58.890
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.51;P3[13.00,0.00,0.00]=10.43;P8[5.90,10.00,0.00]=9.12;[2.37,1.33,0.71];19:07:58.991
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.51;P3[13.00,0.00,0.00]=10.47;P8[5.90,10.00,0.00]=9.21;[2.38,1.31,0.58];19:07:59.091
P1[0.00,0.00,0.00]=2.55;P2[8.00,2.40,0.00]=5.51;P3[13.00,0.00,0.00]=10.43;P8[5.90,10.00,0.00]=9.10;[2.37,1.32,0.64];19:07:59.191
P1[0.00,0.00,0.00]=2.60;P2[8.00,2.40,0.00]=5.53;P3[13.00,0.00,0.00]=10.43;P8[5.90,10.00,0.00]=9.00;[2.38,1.34,0.68];19:07:59.291
P1[0.00,0.00,0.00]=2.58;P2[8.00,2.40,0.00]=5.52;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=9.11;[2.38,1.35,0.59];19:07:59.391
P1[0.00,0.00,0.00]=2.55;P2[8.00,2.40,0.00]=5.50;P3[13.00,0.00,0.00]=10.45;P8[5.90,10.00,0.00]=9.14;[2.39,1.35,0.46];19:07:59.491
P1[0.00,0.00,0.00]=2.54;P2[8.00,2.40,0.00]=5.50;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=9.11;[2.38,1.34,0.54];19:07:59.592
P1[0.00,0.00,0.00]=2.60;P2[8.00,2.40,0.00]=5.54;P3[13.00,0.00,0.00]=10.47;P8[5.90,10.00,0.00]=9.16;[2.39,1.33,0.52];19:07:59.690
P1[0.00,0.00,0.00]=2.55;P2[8.00,2.40,0.00]=5.53;P3[13.00,0.00,0.00]=10.47;P8[5.90,10.00,0.00]=9.05;[2.38,1.35,0.60];19:07:59.791
P1[0.00,0.00,0.00]=2.59;P2[8.00,2.40,0.00]=5.62;P3[13.00,0.00,0.00]=10.37;P8[5.90,10.00,0.00]=9.00;[2.39,1.36,0.61];19:07:59.891
P1[0.00,0.00,0.00]=2.60;P2[8.00,2.40,0.00]=5.56;P3[13.00,0.00,0.00]=10.43;P8[5.90,10.00,0.00]=9.10;[2.39,1.35,0.70];19:07:59.992
P1[0.00,0.00,0.00]=2.62;P2[8.00,2.40,0.00]=5.50;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=9.15;[2.41,1.34,0.61];19:08:00.091
P1[0.00,0.00,0.00]=2.54;P2[8.00,2.40,0.00]=5.49;P3[13.00,0.00,0.00]=10.36;P8[5.90,10.00,0.00]=9.14;[2.41,1.32,0.65];19:08:00.191
P1[0.00,0.00,0.00]=2.63;P2[8.00,2.40,0.00]=5.54;P3[13.00,0.00,0.00]=10.39;P8[5.90,10.00,0.00]=9.09;[2.42,1.32,0.72];19:08:00.291
P1[0.00,0.00,0.00]=2.54;P2[8.00,2.40,0.00]=5.53;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=9.17;[2.41,1.30,0.77];19:08:00.392
P1[0.00,0.00,0.00]=2.55;P2[8.00,2.40,0.00]=5.51;P3[13.00,0.00,0.00]=10.41;P8[5.90,10.00,0.00]=9.11;[2.41,1.30,0.78];19:08:00.491
P1[0.00,0.00,0.00]=2.54;P2[8.00,2.40,0.00]=5.53;P3[13.00,0.00,0.00]=10.43;P8[5.90,10.00,0.00]=9.10;[2.40,1.31,0.79];19:08:00.592
P1[0.00,0.00,0.00]=2.56;P2[8.00,2.40,0.00]=5.50;P3[13.00,0.00,0.00]=10.48;P8[5.90,10.00,0.00]=9.11;[2.39,1.32,0.63];19:08:00.692
P1[0.00,0.00,0.00]=2.56;P2[8.00,2.40,0.00]=5.64;P3[13.00,0.00,0.00]=10.36;P8[5.90,10.00,0.00]=9.02;[2.41,1.33,0.62];19:08:00.792
P1[0.00,0.00,0.00]=2.57;P2[8.00,2.40,0.00]=5.55;P3[13.00,0.00,0.00]=10.43;P8[5.90,10.00,0.00]=9.11;[2.40,1.33,0.69];19:08:00.891
P1[0.00,0.00,0.00]=2.53;P2[8.00,2.40,0.00]=5.54;P3[13.00,0.00,0.00]=10.44;P8[5.90,10.00,0.00]=9.22;[2.40,1.31,0.61];19:08:00.992
P1[0.00,0.00,0.00]=2.53;P2[8.00,2.40,0.00]=5.57;P3[13.00,0.00,0.00]=10.45;P8[5.90,10.00,0.00]=9.06;[2.39,1.33,0.65];19:08:01.092
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.49;P3[13.00,0.00,0.00]=10.46;P8[5.90,10.00,0.00]=8.99;[2.38,1.35,0.63];19:08:01.193
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.56;P3[13.00,0.00,0.00]=10.37;P8[5.90,10.00,0.00]=9.21;[2.39,1.31,0.68];19:08:01.292
P1[0.00,0.00,0.00]=2.57;P2[8.00,2.40,0.00]=5.45;P3[13.00,0.00,0.00]=10.45;P8[5.90,10.00,0.00]=9.13;[2.39,1.30,0.72];19:08:01.392
P1[0.00,0.00,0.00]=2.53;P2[8.00,2.40,0.00]=5.52;P3[13.00,0.00,0.00]=10.48;P8[5.90,10.00,0.00]=9.08;[2.38,1.32,0.75];19:08:01.493
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.57;P3[13.00,0.00,0.00]=10.39;P8[5.90,10.00,0.00]=9.05;[2.38,1.32,0.69];19:08:01.592
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.50;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=9.01;[2.38,1.34,0.61];19:08:01.692
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.57;P3[13.00,0.00,0.00]=10.44;P8[5.90,10.00,0.00]=9.16;[2.38,1.32,0.65];19:08:01.792
P1[0.00,0.00,0.00]=2.45;P2[8.00,2.40,0.00]=5.53;P3[13.00,0.00,0.00]=10.40;P8[5.90,10.00,0.00]=9.12;[2.38,1.31,0.61];19:08:01.893
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.54;P3[13.00,0.00,0.00]=10.44;P8[5.90,10.00,0.00]=9.08;[2.37,1.32,0.61];19:08:01.992
P1[0.00,0.00,0.00]=2.40;P2[8.00,2.40,0.00]=5.49;P3[13.00,0.00,0.00]=10.38;P8[5.90,10.00,0.00]=9.06;[2.36,1.31,0.67];19:08:02.093
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.55;P3[13.00,0.00,0.00]=10.46;P8[5.90,10.00,0.00]=9.11;[2.35,1.31,0.68];19:08:02.193
P1[0.00,0.00,0.00]=2.44;P2[8.00,2.40,0.00]=5.54;P3[13.00,0.00,0.00]=10.44;P8[5.90,10.00,0.00]=9.13;[2.35,1.30,0.65];19:08:02.293
P1[0.00,0.00,0.00]=2.43;P2[8.00,2.40,0.00]=5.58;P3[13.00,0.00,0.00]=10.45;P8[5.90,10.00,0.00]=9.07;[2.35,1.31,0.58];19:08:02.392
P1[0.00,0.00,0.00]=2.47;P2[8.00,2.40,0.00]=5.57;P3[13.00,0.00,0.00]=10.46;P8[5.90,10.00,0.00]=9.05;[2.34,1.33,0.58];19:08:02.493
P1[0.00,0.00,0.00]=2.45;P2[8.00,2.40,0.00]=5.54;P3[13.00,0.00,0.00]=10.52;P8[5.90,10.00,0.00]=9.05;[2.33,1.35,0.58];19:08:02.593
P1[0.00,0.00,0.00]=2.46;P2[8.00,2.40,0.00]=5.55;P3[13.00,0.00,0.00]=10.43;P8[5.90,10.00,0.00]=9.12;[2.33,1.33,0.59];19:08:02.693
P1[0.00,0.00,0.00]=2.59;P2[8.00,2.40,0.00]=5.53;P3[13.00,0.00,0.00]=10.44;P8[5.90,10.00,0.00]=9.11;[2.34,1.33,0.68];19:08:02.792
P1[0.00,0.00,0.00]=2.60;P2[8.00,2.40,0.00]=5.57;P3[13.00,0.00,0.00]=10.40;P8[5.90,10.00,0.00]=9.13;[2.36,1.32,0.74];19:08:02.892
P1[0.00,0.00,0.00]=2.78;P2[8.00,2.40,0.00]=5.46;P3[13.00,0.00,0.00]=10.35;P8[5.90,10.00,0.00]=9.00;[2.41,1.35,0.69];19:08:02.992
P1[0.00,0.00,0.00]=2.76;P2[8.00,2.40,0.00]=5.57;P3[13.00,0.00,0.00]=10.46;P8[5.90,10.00,0.00]=9.19;[2.44,1.35,0.54];19:08:03.092
P1[0.00,0.00,0.00]=2.68;P2[8.00,2.40,0.00]=5.56;P3[13.00,0.00,0.00]=10.49;P8[5.90,10.00,0.00]=9.15;[2.43,1.35,0.60];19:08:03.192
P1[0.00,0.00,0.00]=2.55;P2[8.00,2.40,0.00]=5.52;P3[13.00,0.00,0.00]=10.49;P8[5.90,10.00,0.00]=9.05;[2.41,1.36,0.66];19:08:03.293
P1[0.00,0.00,0.00]=2.61;P2[8.00,2.40,0.00]=5.51;P3[13.00,0.00,0.00]=10.43;P8[5.90,10.00,0.00]=9.04;[2.41,1.37,0.72];19:08:03.393
P1[0.00,0.00,0.00]=2.60;P2[8.00,2.40,0.00]=5.60;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=9.10;[2.41,1.36,0.77];19:08:03.493
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.53;P3[13.00,0.00,0.00]=10.52;P8[5.90,10.00,0.00]=9.09;[2.38,1.36,0.79];19:08:03.593
P1[0.00,0.00,0.00]=2.47;P2[8.00,2.40,0.00]=5.55;P3[13.00,0.00,0.00]=10.39;P8[5.90,10.00,0.00]=9.10;[2.39,1.34,0.72];19:08:03.693
P1[0.00,0.00,0.00]=2.46;P2[8.00,2.40,0.00]=5.55;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=9.13;[2.38,1.32,0.69];19:08:03.794
P1[0.00,0.00,0.00]=2.53;P2[8.00,2.40,0.00]=5.52;P3[13.00,0.00,0.00]=10.38;P8[5.90,10.00,0.00]=9.01;[2.39,1.34,0.65];19:08:03.894
P1[0.00,0.00,0.00]=2.53;P2[8.00,2.40,0.00]=5.52;P3[13.00,0.00,0.00]=10.48;P8[5.90,10.00,0.00]=9.08;[2.38,1.34,0.69];19:08:03.993
P1[0.00,0.00,0.00]=2.53;P2[8.00,2.40,0.00]=5.52;P3[13.00,0.00,0.00]=10.39;P8[5.90,10.00,0.00]=9.12;[2.38,1.33,0.71];19:08:04.094
P1[0.00,0.00,0.00]=2.55;P2[8.00,2.40,0.00]=5.52;P3[13.00,0.00,0.00]=10.39;P8[5.90,10.00,0.00]=9.15;[2.39,1.31,0.74];19:08:04.194
P1[0.00,0.00,0.00]=2.74;P2[8.00,2.40,0.00]=5.53;P3[13.00,0.00,0.00]=10.44;P8[5.90,10.00,0.00]=9.06;[2.41,1.34,0.73];19:08:04.292
P1[0.00,0.00,0.00]=3.09;P2[8.00,2.40,0.00]=5.51;P3[13.00,0.00,0.00]=10.40;P8[5.90,10.00,0.00]=8.98;[2.47,1.39,0.76];19:08:04.392
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.54;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=9.15;[2.44,1.36,0.74];19:08:04.494
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.48;P3[13.00,0.00,0.00]=10.37;P8[5.90,10.00,0.00]=9.12;[2.43,1.34,0.71];19:08:04.594
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.50;P3[13.00,0.00,0.00]=10.40;P8[5.90,10.00,0.00]=9.05;[2.42,1.34,0.64];19:08:04.693
P1[0.00,0.00,0.00]=2.46;P2[8.00,2.40,0.00]=5.54;P3[13.00,0.00,0.00]=10.37;P8[5.90,10.00,0.00]=9.01;[2.41,1.34,0.71];19:08:04.794
P1[0.00,0.00,0.00]=2.56;P2[8.00,2.40,0.00]=5.56;P3[13.00,0.00,0.00]=10.38;P8[5.90,10.00,0.00]=9.07;[2.41,1.34,0.71];19:08:04.894
