Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;Estimated;Timestamp
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.66;P3[13.00,0.00,0.00]=10.58;P8[5.90,10.00,0.00]=9.15;[2.36,1.31,0.59];19:08:18.800
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.68;P3[13.00,0.00,0.00]=10.62;P8[5.90,10.00,0.00]=9.29;[2.34,1.30,0.62];19:08:18.901
P1[0.00,0.00,0.00]=2.54;P2[8.00,2.40,0.00]=5.71;P3[13.00,0.00,0.00]=10.55;P8[5.90,10.00,0.00]=9.20;[2.34,1.30,0.60];19:08:19.001
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=5.71;P3[13.00,0.00,0.00]=10.60;P8[5.90,10.00,0.00]=9.13;[2.33,1.33,0.51];19:08:19.100
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=5.72;P3[13.00,0.00,0.00]=10.52;P8[5.90,10.00,0.00]=9.12;[2.32,1.33,0.59];19:08:19.200
P1[0.00,0.00,0.00]=2.46;P2[8.00,2.40,0.00]=5.67;P3[13.00,0.00,0.00]=10.63;P8[5.90,10.00,0.00]=9.21;[2.30,1.33,0.55];19:08:19.301
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=5.63;P3[13.00,0.00,0.00]=10.51;P8[5.90,10.00,0.00]=9.19;[2.30,1.32,0.65];19:08:19.401
P1[0.00,0.00,0.00]=2.46;P2[8.00,2.40,0.00]=5.67;P3[13.00,0.00,0.00]=10.53;P8[5.90,10.00,0.00]=9.12;[2.30,1.32,0.68];19:08:19.501
P1[0.00,0.00,0.00]=2.47;P2[8.00,2.40,0.00]=5.73;P3[13.00,0.00,0.00]=10.55;P8[5.90,10.00,0.00]=9.18;[2.29,1.31,0.75];19:08:19.601
P1[0.00,0.00,0.00]=2.46;P2[8.00,2.40,0.00]=5.72;P3[13.00,0.00,0.00]=10.57;P8[5.90,10.00,0.00]=9.21;[2.30,1.31,0.61];19:08:19.701
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.68;P3[13.00,0.00,0.00]=10.53;P8[5.90,10.00,0.00]=9.17;[2.31,1.32,0.49];19:08:19.801
P1[0.00,0.00,0.00]=2.46;P2[8.00,2.40,0.00]=5.74;P3[13.00,0.00,0.00]=10.65;P8[5.90,10.00,0.00]=9.26;[2.29,1.31,0.52];19:08:19.901
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.72;P3[13.00,0.00,0.00]=10.58;P8[5.90,10.00,0.00]=9.13;[2.29,1.33,0.44];19:08:20.001
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=5.66;P3[13.00,0.00,0.00]=10.55;P8[5.90,10.00,0.00]=9.09;[2.29,1.34,0.54];19:08:20.102
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.69;P3[13.00,0.00,0.00]=10.55;P8[5.90,10.00,0.00]=9.24;[2.30,1.32,0.53];19:08:20.201
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=5.74;P3[13.00,0.00,0.00]=10.58;P8[5.90,10.00,0.00]=9.18;[2.30,1.33,0.48];19:08:20.301
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=5.64;P3[13.00,0.00,0.00]=10.63;P8[5.90,10.00,0.00]=9.13;[2.29,1.35,0.44];19:08:20.401
P1[0.00,0.00,0.00]=2.60;P2[8.00,2.40,0.00]=5.72;P3[13.00,0.00,0.00]=10.52;P8[5.90,10.00,0.00]=9.17;[2.32,1.35,0.49];19:08:20.501
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.69;P3[13.00,0.00,0.00]=10.57;P8[5.90,10.00,0.00]=9.12;[2.32,1.36,0.40];19:08:20.601
P1[0.00,0.00,0.00]=2.46;P2[8.00,2.40,0.00]=5.73;P3[13.00,0.00,0.00]=10.66;P8[5.90,10.00,0.00]=9.21;[2.29,1.35,0.43];19:08:20.701
P1[0.00,0.00,0.00]=2.45;P2[8.00,2.40,0.00]=5.76;P3[13.00,0.00,0.00]=10.72;P8[5.90,10.00,0.00]=9.21;[2.26,1.36,0.47];19:08:20.802
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.67;P3[13.00,0.00,0.00]=10.65;P8[5.90,10.00,0.00]=9.05;[2.25,1.40,0.40];19:08:20.902
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.75;P3[13.00,0.00,0.00]=10.67;P8[5.90,10.00,0.00]=9.11;[2.24,1.41,0.38];19:08:21.001
P1[0.00,0.00,0.00]=2.45;P2[8.00,2.40,0.00]=5.72;P3[13.00,0.00,0.00]=10.65;P8[5.90,10.00,0.00]=9.26;[2.24,1.38,0.43];19:08:21.102
P1[0.00,0.00,0.00]=2.40;P2[8.00,2.40,0.00]=5.76;P3[13.00,0.00,0.00]=10.65;P8[5.90,10.00,0.00]=9.23;[2.24,1.36,0.39];19:08:21.202
P1[0.00,0.00,0.00]=2.42;P2[8.00,2.40,0.00]=5.74;P3[13.00,0.00,0.00]=10.71;P8[5.90,10.00,0.00]=9.27;[2.23,1.35,0.44];19:08:21.301
P1[0.00,0.00,0.00]=2.46;P2[8.00,2.40,0.00]=5.72;P3[13.00,0.00,0.00]=10.67;P8[5.90,10.00,0.00]=9.11;[2.23,1.37,0.38];19:08:21.402
P1[0.00,0.00,0.00]=2.38;P2[8.00,2.40,0.00]=5.79;P3[13.00,0.00,0.00]=10.70;P8[5.90,10.00,0.00]=9.14;[2.20,1.38,0.50];19:08:21.502
P1[0.00,0.00,0.00]=2.39;P2[8.00,2.40,0.00]=5.77;P3[13.00,0.00,0.00]=10.69;P8[5.90,10.00,0.00]=9.26;[2.20,1.36,0.48];19:08:21.602
P1[0.00,0.00,0.00]=2.38;P2[8.00,2.40,0.00]=5.72;P3[13.00,0.00,0.00]=10.75;P8[5.90,10.00,0.00]=9.21;[2.19,1.36,0.44];19:08:21.703
P1[0.00,0.00,0.00]=2.42;P2[8.00,2.40,0.00]=5.71;P3[13.00,0.00,0.00]=10.74;P8[5.90,10.00,0.00]=9.23;[2.19,1.35,0.45];19:08:21.804
P1[0.00,0.00,0.00]=2.42;P2[8.00,2.40,0.00]=5.70;P3[13.00,0.00,0.00]=10.69;P8[5.90,10.00,0.00]=9.13;[2.18,1.38,0.38];19:08:21.902
P1[0.00,0.00,0.00]=2.42;P2[8.00,2.40,0.00]=5.74;P3[13.00,0.00,0.00]=10.70;P8[5.90,10.00,0.00]=9.26;[2.19,1.36,0.42];19:08:22.002
P1[0.00,0.00,0.00]=2.42;P2[8.00,2.40,0.00]=5.78;P3[13.00,0.00,0.00]=10.68;P8[5.90,10.00,0.00]=9.25;[2.19,1.35,0.45];19:08:22.102
P1[0.00,0.00,0.00]=2.45;P2[8.00,2.40,0.00]=5.68;P3[13.00,0.00,0.00]=10.80;P8[5.90,10.00,0.00]=9.15;[2.20,1.37,0.41];19:08:22.205
P1[0.00,0.00,0.00]=2.41;P2[8.00,2.40,0.00]=5.64;P3[13.00,0.00,0.00]=10.71;P8[5.90,10.00,0.00]=9.11;[2.19,1.37,0.50];19:08:22.306
P1[0.00,0.00,0.00]=2.37;P2[8.00,2.40,0.00]=5.70;P3[13.00,0.00,0.00]=10.78;P8[5.90,10.00,0.00]=9.12;[2.15,1.45,0.29];19:08:22.406
P1[0.00,0.00,0.00]=2.41;P2[8.00,2.40,0.00]=5.70;P3[13.00,0.00,0.00]=10.68;P8[5.90,10.00,0.00]=9.28;[2.17,1.41,0.33];19:08:22.502
P1[0.00,0.00,0.00]=2.45;P2[8.00,2.40,0.00]=5.70;P3[13.00,0.00,0.00]=10.70;P8[5.90,10.00,0.00]=9.22;[2.18,1.39,0.38];19:08:22.602
P1[0.00,0.00,0.00]=2.44;P2[8.00,2.40,0.00]=5.70;P3[13.00,0.00,0.00]=10.75;P8[5.90,10.00,0.00]=9.13;[2.18,1.40,0.36];19:08:22.703
P1[0.00,0.00,0.00]=2.38;P2[8.00,2.40,0.00]=5.70;P3[13.00,0.00,0.00]=10.80;P8[5.90,10.00,0.00]=9.14;[2.14,1.49,0.23];19:08:22.806
P1[0.00,0.00,0.00]=2.43;P2[8.00,2.40,0.00]=5.64;P3[13.00,0.00,0.00]=10.71;P8[5.90,10.00,0.00]=9.28;[2.18,1.43,0.26];19:08:22.905
P1[0.00,0.00,0.00]=2.35;P2[8.00,2.40,0.00]=5.67;P3[13.00,0.00,0.00]=10.76;P8[5.90,10.00,0.00]=9.23;[2.13,1.51,0.02];19:08:23.006
P1[0.00,0.00,0.00]=2.36;P2[8.00,2.40,0.00]=5.70;P3[13.00,0.00,0.00]=10.85;P8[5.90,10.00,0.00]=9.21;[2.14,1.46,0.23];19:08:23.106
P1[0.00,0.00,0.00]=2.36;P2[8.00,2.40,0.00]=5.71;P3[13.00,0.00,0.00]=10.76;P8[5.90,10.00,0.00]=9.07;[2.13,1.46,0.35];19:08:23.204
P1[0.00,0.00,0.00]=2.38;P2[8.00,2.40,0.00]=5.70;P3[13.00,0.00,0.00]=10.74;P8[5.90,10.00,0.00]=9.07;[2.12,1.46,0.45];19:08:23.303
P1[0.00,0.00,0.00]=2.41;P2[8.00,2.40,0.00]=5.70;P3[13.00,0.00,0.00]=10.81;P8[5.90,10.00,0.00]=9.21;[2.14,1.43,0.42];19:08:23.405
P1[0.00,0.00,0.00]=2.36;P2[8.00,2.40,0.00]=5.68;P3[13.00,0.00,0.00]=10.79;P8[5.90,10.00,0.00]=9.22;[2.15,1.39,0.52];19:08:23.506
P1[0.00,0.00,0.00]=2.40;P2[8.00,2.40,0.00]=5.69;P3[13.00,0.00,0.00]=10.84;P8[5.90,10.00,0.00]=9.23;[2.17,1.37,0.47];19:08:23.606
P1[0.00,0.00,0.00]=2.38;P2[8.00,2.40,0.00]=5.77;P3[13.00,0.00,0.00]=10.82;P8[5.90,10.00,0.00]=9.11;[2.13,1.44,0.19];19:08:23.703
P1[0.00,0.00,0.00]=2.40;P2[8.00,2.40,0.00]=5.72;P3[13.00,0.00,0.00]=10.84;P8[5.90,10.00,0.00]=9.27;[2.15,1.40,0.26];19:08:23.806
P1[0.00,0.00,0.00]=2.40;P2[8.00,2.40,0.00]=5.68;P3[13.00,0.00,0.00]=10.78;P8[5.90,10.00,0.00]=9.23;[2.17,1.38,0.27];19:08:23.906
P1[0.00,0.00,0.00]=2.38;P2[8.00,2.40,0.00]=5.67;P3[13.00,0.00,0.00]=10.88;P8[5.90,10.00,0.00]=9.22;[2.18,1.35,0.42];19:08:24.006
P1[0.00,0.00,0.00]=2.42;P2[8.00,2.40,0.00]=5.66;P3[13.00,0.00,0.00]=10.77;P8[5.90,10.00,0.00]=9.12;[2.14,1.47,0.14];19:08:24.106
P1[0.00,0.00,0.00]=2.43;P2[8.00,2.40,0.00]=5.67;P3[13.00,0.00,0.00]=10.77;P8[5.90,10.00,0.00]=9.11;[2.12,1.54,0.02];19:08:24.206
P1[0.00,0.00,0.00]=2.41;P2[8.00,2.40,0.00]=5.72;P3[13.00,0.00,0.00]=10.73;P8[5.90,10.00,0.00]=9.22;[2.13,1.49,0.13];19:08:24.304
P1[0.00,0.00,0.00]=2.36;P2[8.00,2.40,0.00]=5.70;P3[13.00,0.00,0.00]=10.88;P8[5.90,10.00,0.00]=9.22;[2.14,1.44,0.31];19:08:24.406
P1[0.00,0.00,0.00]=2.35;P2[8.00,2.40,0.00]=5.64;P3[13.00,0.00,0.00]=10.68;P8[5.90,10.00,0.00]=9.24;[2.14,1.46,0.13];19:08:24.506
P1[0.00,0.00,0.00]=2.39;P2[8.00,2.40,0.00]=5.72;P3[13.00,0.00,0.00]=10.76;P8[5.90,10.00,0.00]=9.22;[2.15,1.43,0.19];19:08:24.606
P1[0.00,0.00,0.00]=2.39;P2[8.00,2.40,0.00]=5.72;P3[13.00,0.00,0.00]=10.87;P8[5.90,10.00,0.00]=9.27;[2.16,1.40,0.25];19:08:24.707
P1[0.00,0.00,0.00]=2.38;P2[8.00,2.40,0.00]=5.70;P3[13.00,0.00,0.00]=10.80;P8[5.90,10.00,0.00]=9.21;[2.13,1.48,0.15];19:08:24.806
P1[0.00,0.00,0.00]=2.35;P2[8.00,2.40,0.00]=5.70;P3[13.00,0.00,0.00]=10.80;P8[5.90,10.00,0.00]=9.16;[2.09,1.57,-0.04];19:08:24.907
P1[0.00,0.00,0.00]=2.40;P2[8.00,2.40,0.00]=5.68;P3[13.00,0.00,0.00]=10.80;P8[5.90,10.00,0.00]=9.22;[2.12,1.51,0.03];19:08:25.007
P1[0.00,0.00,0.00]=2.37;P2[8.00,2.40,0.00]=5.71;P3[13.00,0.00,0.00]=10.81;P8[5.90,10.00,0.00]=9.06;[2.11,1.50,0.20];19:08:25.107
P1[0.00,0.00,0.00]=2.37;P2[8.00,2.40,0.00]=5.67;P3[13.00,0.00,0.00]=10.76;P8[5.90,10.00,0.00]=9.29;[2.14,1.44,0.17];19:08:25.206
P1[0.00,0.00,0.00]=2.38;P2[8.00,2.40,0.00]=5.71;P3[13.00,0.00,0.00]=10.72;P8[5.90,10.00,0.00]=9.29;[2.15,1.39,0.23];19:08:25.306
P1[0.00,0.00,0.00]=2.39;P2[8.00,2.40,0.00]=5.68;P3[13.00,0.00,0.00]=10.90;P8[5.90,10.00,0.00]=9.15;[2.16,1.39,0.38];19:08:25.407
P1[0.00,0.00,0.00]=2.39;P2[8.00,2.40,0.00]=5.68;P3[13.00,0.00,0.00]=10.85;P8[5.90,10.00,0.00]=9.13;[2.16,1.38,0.48];19:08:25.508
P1[0.00,0.00,0.00]=2.36;P2[8.00,2.40,0.00]=5.72;P3[13.00,0.00,0.00]=10.82;P8[5.90,10.00,0.00]=9.20;[2.11,1.50,0.19];19:08:25.607
P1[0.00,0.00,0.00]=2.38;P2[8.00,2.40,0.00]=5.72;P3[13.00,0.00,0.00]=10.83;P8[5.90,10.00,0.00]=9.24;[2.13,1.46,0.24];19:08:25.707
P1[0.00,0.00,0.00]=2.41;P2[8.00,2.40,0.00]=5.70;P3[13.00,0.00,0.00]=10.89;P8[5.90,10.00,0.00]=9.21;[2.15,1.43,0.26];19:08:25.807
P1[0.00,0.00,0.00]=2.37;P2[8.00,2.40,0.00]=5.69;P3[13.00,0.00,0.00]=10.83;P8[5.90,10.00,0.00]=9.07;[2.10,1.55,0.07];19:08:25.908
P1[0.00,0.00,0.00]=2.38;P2[8.00,2.40,0.00]=5.68;P3[13.00,0.00,0.00]=10.86;P8[5.90,10.00,0.00]=9.11;[2.11,1.51,0.24];19:08:26.007
P1[0.00,0.00,0.00]=2.41;P2[8.00,2.40,0.00]=5.69;P3[13.00,0.00,0.00]=10.86;P8[5.90,10.00,0.00]=9.23;[2.14,1.47,0.28];19:08:26.107
P1[0.00,0.00,0.00]=2.35;P2[8.00,2.40,0.00]=5.70;P3[13.00,0.00,0.00]=10.82;P8[5.90,10.00,0.00]=9.22;[2.14,1.42,0.42];19:08:26.208
P1[0.00,0.00,0.00]=2.40;P2[8.00,2.40,0.00]=5.65;P3[13.00,0.00,0.00]=10.88;P8[5.90,10.00,0.00]=9.17;[2.16,1.40,0.52];19:08:26.308
P1[0.00,0.00,0.00]=2.41;P2[8.00,2.40,0.00]=5.71;P3[13.00,0.00,0.00]=10.84;P8[5.90,10.00,0.00]=9.11;[2.11,1.53,0.23];19:08:26.407
P1[0.00,0.00,0.00]=2.46;P2[8.00,2.40,0.00]=5.65;P3[13.00,0.00,0.00]=10.84;P8[5.90,10.00,0.00]=9.30;[2.15,1.45,0.32];19:08:26.507
P1[0.00,0.00,0.00]=2.42;P2[8.00,2.40,0.00]=5.70;P3[13.00,0.00,0.00]=10.84;P8[5.90,10.00,0.00]=9.30;[2.17,1.40,0.38];19:08:26.607
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.68;P3[13.00,0.00,0.00]=10.82;P8[5.90,10.00,0.00]=9.15;[2.19,1.40,0.41];19:08:26.708
P1[0.00,0.00,0.00]=2.43;P2[8.00,2.40,0.00]=5.60;P3[13.00,0.00,0.00]=10.78;P8[5.90,10.00,0.00]=9.25;[2.21,1.35,0.52];19:08:26.808
P1[0.00,0.00,0.00]=2.45;P2[8.00,2.40,0.00]=5.68;P3[13.00,0.00,0.00]=10.53;P8[5.90,10.00,0.00]=9.21;[2.23,1.33,0.61];19:08:26.905
P1[0.00,0.00,0.00]=2.41;P2[8.00,2.40,0.00]=5.70;P3[13.00,0.00,0.00]=10.60;P8[5.90,10.00,0.00]=9.33;[2.24,1.30,0.57];19:08:27.005
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.74;P3[13.00,0.00,0.00]=10.51;P8[5.90,10.00,0.00]=9.22;[2.25,1.28,0.67];19:08:27.105
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.87;P3[13.00,0.00,0.00]=10.67;P8[5.90,10.00,0.00]=9.32;[2.25,1.28,0.71];19:08:27.203
P1[0.00,0.00,0.00]=2.54;P2[8.00,2.40,0.00]=5.66;P3[13.00,0.00,0.00]=10.79;P8[5.90,10.00,0.00]=9.26;[2.26,1.28,0.73];19:08:27.307
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.73;P3[13.00,0.00,0.00]=10.56;P8[5.90,10.00,0.00]=9.26;[2.28,1.27,0.69];19:08:27.405
P1[0.00,0.00,0.00]=2.47;P2[8.00,2.40,0.00]=5.70;P3[13.00,0.00,0.00]=10.60;P8[5.90,10.00,0.00]=9.27;[2.28,1.27,0.65];19:08:27.505
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.77;P3[13.00,0.00,0.00]=10.64;P8[5.90,10.00,0.00]=9.39;[2.27,1.24,0.70];19:08:27.604
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=5.86;P3[13.00,0.00,0.00]=10.65;P8[5.90,10.00,0.00]=9.24;[2.27,1.26,0.69];19:08:27.704
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.79;P3[13.00,0.00,0.00]=10.64;P8[5.90,10.00,0.00]=9.31;[2.26,1.26,0.70];19:08:27.805
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.93;P8[5.90,10.00,0.00]=9.50;null;[2.24,1.24,0.73];19:08:27.901
P1[0.00,0.00,0.00]=2.33;P2[8.00,2.40,0.00]=5.80;P3[13.00,0.00,0.00]=10.72;P8[5.90,10.00,0.00]=9.48;[2.22,1.20,0.72];19:08:28.005
P1[0.00,0.00,0.00]=2.85;P2[8.00,2.40,0.00]=5.84;P8[5.90,10.00,0.00]=9.46;null;[2.25,1.22,0.78];19:08:28.101
P1[0.00,0.00,0.00]=2.79;P2[8.00,2.40,0.00]=5.70;P8[5.90,10.00,0.00]=9.39;null;[2.30,1.24,0.71];19:08:28.201
P1[0.00,0.00,0.00]=2.78;P2[8.00,2.40,0.00]=5.81;P8[5.90,10.00,0.00]=9.60;null;[2.32,1.20,0.75];19:08:28.302
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.88;P8[5.90,10.00,0.00]=9.64;null;[2.30,1.15,0.76];19:08:28.401
P1[0.00,0.00,0.00]=2.73;P2[8.00,2.40,0.00]=5.90;P8[5.90,10.00,0.00]=9.66;null;[2.31,1.14,0.80];19:08:28.501
P1[0.00,0.00,0.00]=2.54;P2[8.00,2.40,0.00]=5.89;P8[5.90,10.00,0.00]=9.50;null;[2.28,1.15,0.82];19:08:28.602
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.91;P8[5.90,10.00,0.00]=9.50;null;[2.25,1.16,0.81];19:08:28.702
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.90;P8[5.90,10.00,0.00]=9.64;null;[2.25,1.14,0.68];19:08:28.801
P1[0.00,0.00,0.00]=2.82;P2[8.00,2.40,0.00]=5.93;P8[5.90,10.00,0.00]=9.62;null;[2.27,1.14,0.80];19:08:28.902
P1[0.00,0.00,0.00]=2.73;P2[8.00,2.40,0.00]=5.93;P8[5.90,10.00,0.00]=9.47;null;[2.26,1.18,0.81];19:08:29.002
P1[0.00,0.00,0.00]=2.74;P2[8.00,2.40,0.00]=5.87;P8[5.90,10.00,0.00]=9.42;null;[2.27,1.22,0.79];19:08:29.102
P1[0.00,0.00,0.00]=2.78;P2[8.00,2.40,0.00]=5.95;P8[5.90,10.00,0.00]=9.53;null;[2.26,1.23,0.85];19:08:29.202
P1[0.00,0.00,0.00]=2.77;P2[8.00,2.40,0.00]=6.01;P8[5.90,10.00,0.00]=9.51;null;[2.24,1.25,0.91];19:08:29.302
P1[0.00,0.00,0.00]=2.77;P2[8.00,2.40,0.00]=5.91;P8[5.90,10.00,0.00]=9.65;null;[2.26,1.21,0.94];19:08:29.402
P1[0.00,0.00,0.00]=3.92;P2[8.00,2.40,0.00]=5.90;P8[5.90,10.00,0.00]=9.86;null;[2.41,1.15,1.33];19:08:29.501
P1[0.00,0.00,0.00]=3.44;P2[8.00,2.40,0.00]=5.92;P8[5.90,10.00,0.00]=9.51;null;[2.44,1.19,1.48];19:08:29.602
P1[0.00,0.00,0.00]=2.58;P2[8.00,2.40,0.00]=5.94;P8[5.90,10.00,0.00]=9.82;null;[2.40,1.12,1.29];19:08:29.611
P1[0.00,0.00,0.00]=2.75;P2[8.00,2.40,0.00]=5.81;P8[5.90,10.00,0.00]=9.47;null;[2.39,1.15,1.15];19:08:29.802
P1[0.00,0.00,0.00]=2.82;P2[8.00,2.40,0.00]=5.82;P8[5.90,10.00,0.00]=9.75;null;[2.41,1.10,1.11];19:08:29.902
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.89;P8[5.90,10.00,0.00]=9.70;null;[2.38,1.07,0.91];19:08:30.002
P1[0.00,0.00,0.00]=2.82;P2[8.00,2.40,0.00]=5.96;P8[5.90,10.00,0.00]=9.76;null;[2.37,1.05,0.99];19:08:30.102
P1[0.00,0.00,0.00]=2.62;P2[8.00,2.40,0.00]=5.94;P8[5.90,10.00,0.00]=9.73;null;[2.35,1.04,0.94];19:08:30.202
P1[0.00,0.00,0.00]=2.60;P2[8.00,2.40,0.00]=5.95;P8[5.90,10.00,0.00]=9.63;null;[2.32,1.06,0.88];19:08:30.302
P1[0.00,0.00,0.00]=2.75;P2[8.00,2.40,0.00]=5.90;P8[5.90,10.00,0.00]=9.53;null;[2.31,1.10,0.89];19:08:30.402
P1[0.00,0.00,0.00]=2.73;P2[8.00,2.40,0.00]=5.94;P8[5.90,10.00,0.00]=9.55;null;[2.30,1.13,0.90];19:08:30.502
P1[0.00,0.00,0.00]=2.59;P2[8.00,2.40,0.00]=5.98;P8[5.90,10.00,0.00]=9.66;null;[2.27,1.13,0.87];19:08:30.602
P1[0.00,0.00,0.00]=2.58;P2[8.00,2.40,0.00]=5.87;P8[5.90,10.00,0.00]=9.67;null;[2.28,1.10,0.77];19:08:30.702
P1[0.00,0.00,0.00]=2.60;P2[8.00,2.40,0.00]=5.82;P8[5.90,10.00,0.00]=9.62;null;[2.30,1.09,0.66];19:08:30.802
P1[0.00,0.00,0.00]=2.56;P2[8.00,2.40,0.00]=5.78;P8[5.90,10.00,0.00]=9.53;null;[2.30,1.09,0.68];19:08:30.902
P1[0.00,0.00,0.00]=2.60;P2[8.00,2.40,0.00]=5.86;P8[5.90,10.00,0.00]=9.52;null;[2.30,1.12,0.61];19:08:31.002
P1[0.00,0.00,0.00]=2.95;P2[8.00,2.40,0.00]=5.85;P8[5.90,10.00,0.00]=9.71;null;[2.34,1.09,0.77];19:08:31.100
P1[0.00,0.00,0.00]=2.57;P2[8.00,2.40,0.00]=5.72;P8[5.90,10.00,0.00]=9.85;null;[2.38,0.99,0.75];19:08:31.200
P1[0.00,0.00,0.00]=2.61;P2[8.00,2.40,0.00]=6.09;P8[5.90,10.00,0.00]=9.68;null;[2.31,1.03,0.81];19:08:31.299
P1[0.00,0.00,0.00]=2.45;P2[8.00,2.40,0.00]=6.23;P8[5.90,10.00,0.00]=9.82;null;[2.23,1.03,0.85];19:08:31.398
P1[0.00,0.00,0.00]=2.74;P2[8.00,2.40,0.00]=6.28;P8[5.90,10.00,0.00]=9.85;null;[2.19,1.04,1.01];19:08:31.497
P1[0.00,0.00,0.00]=2.54;P2[8.00,2.40,0.00]=5.86;P8[5.90,10.00,0.00]=9.88;null;[2.24,0.97,0.86];19:08:31.596
P2[8.00,2.40,0.00]=5.94;P8[5.90,10.00,0.00]=9.72;P1[0.00,0.00,0.00]=3.30;null;[2.31,1.00,1.11];19:08:31.995
P2[8.00,2.40,0.00]=5.90;P8[5.90,10.00,0.00]=9.67;P1[0.00,0.00,0.00]=2.69;null;[2.31,1.01,1.05];19:08:32.350
P2[8.00,2.40,0.00]=5.88;P8[5.90,10.00,0.00]=9.95;P1[0.00,0.00,0.00]=2.54;null;[2.33,0.94,0.92];19:08:33.150
P2[8.00,2.40,0.00]=5.97;P8[5.90,10.00,0.00]=9.64;P1[0.00,0.00,0.00]=2.75;null;[2.31,0.99,0.95];19:08:34.842
