Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;Estimated;Timestamp
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.35;P3[13.00,0.00,0.00]=7.02;P8[5.90,10.00,0.00]=8.86;[6.25,1.17,-0.41];19:09:52.631
P2[8.00,2.40,0.00]=2.16;P1[0.00,0.00,0.00]=6.46;P3[13.00,0.00,0.00]=6.96;P8[5.90,10.00,0.00]=8.69;[6.25,1.22,-0.07];19:09:52.729
P2[8.00,2.40,0.00]=2.21;P1[0.00,0.00,0.00]=6.44;P3[13.00,0.00,0.00]=6.92;P8[5.90,10.00,0.00]=8.70;[6.25,1.25,0.13];19:09:52.828
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.53;P3[13.00,0.00,0.00]=6.94;P8[5.90,10.00,0.00]=8.68;[6.27,1.28,-0.11];19:09:52.928
P2[8.00,2.40,0.00]=2.17;P1[0.00,0.00,0.00]=6.42;P3[13.00,0.00,0.00]=6.91;P8[5.90,10.00,0.00]=8.85;[6.28,1.25,-0.22];19:09:53.031
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.43;P3[13.00,0.00,0.00]=6.97;P8[5.90,10.00,0.00]=8.84;[6.28,1.24,-0.28];19:09:53.131
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.44;P3[13.00,0.00,0.00]=6.96;P8[5.90,10.00,0.00]=8.65;[6.27,1.27,-0.00];19:09:53.228
P2[8.00,2.40,0.00]=2.19;P1[0.00,0.00,0.00]=6.36;P3[13.00,0.00,0.00]=7.04;P8[5.90,10.00,0.00]=8.63;[6.24,1.31,0.20];19:09:53.328
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.40;P3[13.00,0.00,0.00]=7.00;P8[5.90,10.00,0.00]=8.81;[6.25,1.28,0.07];19:09:53.431
P2[8.00,2.40,0.00]=2.15;P1[0.00,0.00,0.00]=6.42;P3[13.00,0.00,0.00]=7.05;P8[5.90,10.00,0.00]=8.79;[6.26,1.27,-0.09];19:09:53.530
P2[8.00,2.40,0.00]=2.16;P1[0.00,0.00,0.00]=6.33;P3[13.00,0.00,0.00]=7.05;P8[5.90,10.00,0.00]=8.73;[6.24,1.27,-0.16];19:09:53.631
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=7.04;P8[5.90,10.00,0.00]=8.85;[6.25,1.22,-0.24];19:09:53.731
P2[8.00,2.40,0.00]=2.10;P1[0.00,0.00,0.00]=6.36;P3[13.00,0.00,0.00]=6.95;P8[5.90,10.00,0.00]=8.68;[6.24,1.25,-0.24];19:09:53.831
P2[8.00,2.40,0.00]=2.11;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=6.99;P8[5.90,10.00,0.00]=8.80;[6.25,1.22,-0.32];19:09:53.931
P2[8.00,2.40,0.00]=2.09;P1[0.00,0.00,0.00]=6.33;P3[13.00,0.00,0.00]=7.02;P8[5.90,10.00,0.00]=8.83;[6.27,1.19,-0.37];19:09:54.031
P2[8.00,2.40,0.00]=2.11;P1[0.00,0.00,0.00]=6.40;P3[13.00,0.00,0.00]=6.98;P8[5.90,10.00,0.00]=8.69;[6.26,1.23,-0.40];19:09:54.131
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.38;P3[13.00,0.00,0.00]=7.00;P8[5.90,10.00,0.00]=8.86;[6.28,1.19,-0.48];19:09:54.232
P2[8.00,2.40,0.00]=2.21;P1[0.00,0.00,0.00]=6.34;P3[13.00,0.00,0.00]=6.99;P8[5.90,10.00,0.00]=8.74;[6.26,1.21,-0.18];19:09:54.328
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.34;P3[13.00,0.00,0.00]=6.98;P8[5.90,10.00,0.00]=8.76;[6.26,1.20,-0.31];19:09:54.431
P2[8.00,2.40,0.00]=2.17;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.05;P8[5.90,10.00,0.00]=8.76;[6.24,1.21,-0.27];19:09:54.531
P2[8.00,2.40,0.00]=2.18;P1[0.00,0.00,0.00]=6.35;P3[13.00,0.00,0.00]=7.04;P8[5.90,10.00,0.00]=8.73;[6.23,1.23,-0.33];19:09:54.631
P2[8.00,2.40,0.00]=2.11;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=6.94;P8[5.90,10.00,0.00]=8.82;[6.22,1.22,-0.16];19:09:54.731
P2[8.00,2.40,0.00]=2.15;P1[0.00,0.00,0.00]=6.33;P3[13.00,0.00,0.00]=7.00;P8[5.90,10.00,0.00]=8.70;[6.21,1.25,-0.22];19:09:54.831
P2[8.00,2.40,0.00]=2.17;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.07;P8[5.90,10.00,0.00]=8.83;[6.22,1.21,-0.34];19:09:54.932
P2[8.00,2.40,0.00]=2.15;P1[0.00,0.00,0.00]=6.33;P3[13.00,0.00,0.00]=7.04;P8[5.90,10.00,0.00]=8.75;[6.22,1.22,-0.33];19:09:55.031
P2[8.00,2.40,0.00]=2.17;P1[0.00,0.00,0.00]=6.35;P3[13.00,0.00,0.00]=7.06;P8[5.90,10.00,0.00]=8.75;[6.21,1.23,-0.37];19:09:55.131
P2[8.00,2.40,0.00]=2.16;P1[0.00,0.00,0.00]=6.31;P3[13.00,0.00,0.00]=7.01;P8[5.90,10.00,0.00]=8.77;[6.21,1.24,-0.30];19:09:55.231
P2[8.00,2.40,0.00]=2.15;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=7.02;P8[5.90,10.00,0.00]=8.80;[6.21,1.23,-0.24];19:09:55.332
P2[8.00,2.40,0.00]=2.18;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=7.04;P8[5.90,10.00,0.00]=8.76;[6.19,1.23,-0.21];19:09:55.431
P2[8.00,2.40,0.00]=2.20;P1[0.00,0.00,0.00]=6.31;P3[13.00,0.00,0.00]=7.05;P8[5.90,10.00,0.00]=8.79;[6.19,1.23,-0.24];19:09:55.531
P2[8.00,2.40,0.00]=2.11;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=7.00;P8[5.90,10.00,0.00]=8.60;[6.18,1.28,-0.08];19:09:55.631
P2[8.00,2.40,0.00]=2.05;P1[0.00,0.00,0.00]=6.36;P3[13.00,0.00,0.00]=7.04;P8[5.90,10.00,0.00]=8.76;[6.22,1.25,-0.20];19:09:55.731
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.38;P3[13.00,0.00,0.00]=7.01;P8[5.90,10.00,0.00]=8.79;[6.22,1.24,-0.24];19:09:55.831
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.33;P3[13.00,0.00,0.00]=7.08;P8[5.90,10.00,0.00]=8.67;[6.21,1.27,-0.27];19:09:55.931
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.29;P3[13.00,0.00,0.00]=7.03;P8[5.90,10.00,0.00]=8.85;[6.23,1.22,-0.34];19:09:56.032
P2[8.00,2.40,0.00]=2.22;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=7.09;P8[5.90,10.00,0.00]=8.79;[6.22,1.22,-0.37];19:09:56.131
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.33;P3[13.00,0.00,0.00]=7.03;P8[5.90,10.00,0.00]=8.88;[6.24,1.18,-0.43];19:09:56.231
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.33;P3[13.00,0.00,0.00]=7.09;P8[5.90,10.00,0.00]=8.61;[6.22,1.23,-0.41];19:09:56.331
P2[8.00,2.40,0.00]=2.10;P1[0.00,0.00,0.00]=6.31;P3[13.00,0.00,0.00]=7.06;P8[5.90,10.00,0.00]=8.69;[6.23,1.24,-0.47];19:09:56.431
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.05;P8[5.90,10.00,0.00]=8.71;[6.23,1.23,-0.54];19:09:56.531
P2[8.00,2.40,0.00]=2.15;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.08;P8[5.90,10.00,0.00]=8.75;[6.22,1.24,-0.42];19:09:56.631
P2[8.00,2.40,0.00]=2.16;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=7.03;P8[5.90,10.00,0.00]=8.73;[6.21,1.25,-0.39];19:09:56.731
P2[8.00,2.40,0.00]=2.08;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=7.04;P8[5.90,10.00,0.00]=8.77;[6.23,1.23,-0.43];19:09:56.831
P2[8.00,2.40,0.00]=2.07;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=7.13;P8[5.90,10.00,0.00]=8.71;[6.24,1.22,-0.46];19:09:56.932
P2[8.00,2.40,0.00]=2.15;P1[0.00,0.00,0.00]=6.17;P3[13.00,0.00,0.00]=6.99;P8[5.90,10.00,0.00]=8.62;[6.20,1.27,-0.19];19:09:57.030
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.07;P3[13.00,0.00,0.00]=6.92;P8[5.90,10.00,0.00]=8.62;[6.16,1.30,0.06];19:09:57.130
P2[8.00,2.40,0.00]=2.11;P1[0.00,0.00,0.00]=6.09;P3[13.00,0.00,0.00]=6.87;P8[5.90,10.00,0.00]=8.62;[6.15,1.31,0.24];19:09:57.230
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.11;P8[5.90,10.00,0.00]=8.86;null;[6.17,1.22,0.09];19:09:57.327
P2[8.00,2.40,0.00]=2.43;P1[0.00,0.00,0.00]=6.83;P8[5.90,10.00,0.00]=9.00;null;[6.27,1.20,-0.31];19:09:57.427
P2[8.00,2.40,0.00]=2.30;P1[0.00,0.00,0.00]=7.03;P8[5.90,10.00,0.00]=9.00;null;[6.39,1.19,-0.61];19:09:57.526
P2[8.00,2.40,0.00]=2.45;P8[5.90,10.00,0.00]=9.01;P1[0.00,0.00,0.00]=6.87;P3[13.00,0.00,0.00]=6.97;[6.44,1.18,-0.07];19:09:57.729
P2[8.00,2.40,0.00]=2.35;P3[13.00,0.00,0.00]=7.05;P8[5.90,10.00,0.00]=8.89;null;[6.34,1.17,-0.03];19:09:57.826
