Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;Estimated;Timestamp
P2[8.00,2.40,0.00]=2.05;P1[0.00,0.00,0.00]=6.35;P3[13.00,0.00,0.00]=7.12;P8[5.90,10.00,0.00]=8.70;[6.31,1.12,-0.43];19:09:30.327
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.05;P3[13.00,0.00,0.00]=7.03;P8[5.90,10.00,0.00]=8.70;[6.27,1.12,-0.45];19:09:30.428
P2[8.00,2.40,0.00]=2.11;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.07;P8[5.90,10.00,0.00]=8.86;[6.27,1.10,-0.45];19:09:30.526
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.34;P3[13.00,0.00,0.00]=7.07;P8[5.90,10.00,0.00]=8.83;[6.28,1.10,-0.50];19:09:30.627
P2[8.00,2.40,0.00]=2.08;P1[0.00,0.00,0.00]=6.39;P3[13.00,0.00,0.00]=7.09;P8[5.90,10.00,0.00]=8.73;[6.27,1.15,-0.42];19:09:30.727
P2[8.00,2.40,0.00]=2.08;P1[0.00,0.00,0.00]=6.37;P3[13.00,0.00,0.00]=7.05;P8[5.90,10.00,0.00]=8.75;[6.29,1.16,-0.49];19:09:30.826
P2[8.00,2.40,0.00]=2.08;P1[0.00,0.00,0.00]=6.38;P3[13.00,0.00,0.00]=7.09;P8[5.90,10.00,0.00]=8.82;[6.30,1.15,-0.52];19:09:30.927
P2[8.00,2.40,0.00]=2.11;P1[0.00,0.00,0.00]=6.39;P3[13.00,0.00,0.00]=7.07;P8[5.90,10.00,0.00]=8.85;[6.32,1.13,-0.56];19:09:31.026
P2[8.00,2.40,0.00]=2.10;P1[0.00,0.00,0.00]=6.38;P3[13.00,0.00,0.00]=7.06;P8[5.90,10.00,0.00]=8.82;[6.33,1.13,-0.59];19:09:31.126
P2[8.00,2.40,0.00]=2.11;P1[0.00,0.00,0.00]=6.36;P3[13.00,0.00,0.00]=7.04;P8[5.90,10.00,0.00]=8.76;[6.30,1.16,-0.47];19:09:31.226
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.38;P3[13.00,0.00,0.00]=6.98;P8[5.90,10.00,0.00]=8.81;[6.29,1.17,-0.42];19:09:31.325
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.04;P3[13.00,0.00,0.00]=7.01;P8[5.90,10.00,0.00]=8.79;[6.26,1.13,-0.41];19:09:31.427
P2[8.00,2.40,0.00]=2.11;P1[0.00,0.00,0.00]=6.35;P3[13.00,0.00,0.00]=7.06;P8[5.90,10.00,0.00]=8.84;[6.27,1.12,-0.46];19:09:31.526
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=7.12;P8[5.90,10.00,0.00]=8.64;[6.25,1.18,-0.43];19:09:31.625
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.33;P3[13.00,0.00,0.00]=7.11;P8[5.90,10.00,0.00]=8.83;[6.26,1.16,-0.48];19:09:31.726
P2[8.00,2.40,0.00]=2.11;P1[0.00,0.00,0.00]=6.40;P3[13.00,0.00,0.00]=7.13;P8[5.90,10.00,0.00]=8.80;[6.27,1.18,-0.42];19:09:31.825
P2[8.00,2.40,0.00]=2.15;P1[0.00,0.00,0.00]=6.42;P3[13.00,0.00,0.00]=7.02;P8[5.90,10.00,0.00]=8.83;[6.27,1.18,-0.44];19:09:31.925
P2[8.00,2.40,0.00]=2.05;P1[0.00,0.00,0.00]=6.39;P3[13.00,0.00,0.00]=6.99;P8[5.90,10.00,0.00]=8.92;[6.30,1.14,-0.41];19:09:32.026
P2[8.00,2.40,0.00]=2.16;P1[0.00,0.00,0.00]=6.31;P3[13.00,0.00,0.00]=7.02;P8[5.90,10.00,0.00]=8.73;[6.27,1.17,-0.38];19:09:32.125
P2[8.00,2.40,0.00]=2.15;P1[0.00,0.00,0.00]=6.34;P3[13.00,0.00,0.00]=7.03;P8[5.90,10.00,0.00]=8.80;[6.26,1.18,-0.32];19:09:32.225
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.36;P3[13.00,0.00,0.00]=7.02;P8[5.90,10.00,0.00]=8.89;[6.28,1.14,-0.40];19:09:32.326
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=7.00;P8[5.90,10.00,0.00]=8.81;[6.28,1.14,-0.45];19:09:32.425
P2[8.00,2.40,0.00]=2.06;P1[0.00,0.00,0.00]=6.12;P3[13.00,0.00,0.00]=6.97;P8[5.90,10.00,0.00]=8.77;[6.27,1.12,-0.42];19:09:32.526
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.17;P3[13.00,0.00,0.00]=6.98;P8[5.90,10.00,0.00]=8.76;[6.26,1.11,-0.50];19:09:32.626
P2[8.00,2.40,0.00]=2.11;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=6.98;P8[5.90,10.00,0.00]=8.83;[6.27,1.10,-0.51];19:09:32.725
P2[8.00,2.40,0.00]=2.11;P1[0.00,0.00,0.00]=6.33;P3[13.00,0.00,0.00]=7.06;P8[5.90,10.00,0.00]=8.84;[6.28,1.10,-0.53];19:09:32.825
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.37;P3[13.00,0.00,0.00]=7.03;P8[5.90,10.00,0.00]=8.71;[6.27,1.15,-0.49];19:09:32.925
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.34;P3[13.00,0.00,0.00]=7.08;P8[5.90,10.00,0.00]=8.83;[6.28,1.14,-0.53];19:09:33.025
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.38;P3[13.00,0.00,0.00]=7.01;P8[5.90,10.00,0.00]=8.68;[6.26,1.19,-0.51];19:09:33.125
P2[8.00,2.40,0.00]=2.10;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=6.99;P8[5.90,10.00,0.00]=8.87;[6.28,1.16,-0.50];19:09:33.225
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=6.98;P8[5.90,10.00,0.00]=8.86;[6.28,1.13,-0.52];19:09:33.325
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.33;P3[13.00,0.00,0.00]=6.95;P8[5.90,10.00,0.00]=8.65;[6.25,1.19,-0.48];19:09:33.423
P2[8.00,2.40,0.00]=2.16;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=6.99;P8[5.90,10.00,0.00]=8.71;[6.23,1.22,-0.22];19:09:33.525
P2[8.00,2.40,0.00]=2.16;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.05;P8[5.90,10.00,0.00]=8.81;[6.24,1.20,-0.34];19:09:33.625
P2[8.00,2.40,0.00]=2.11;P1[0.00,0.00,0.00]=6.34;P3[13.00,0.00,0.00]=7.02;P8[5.90,10.00,0.00]=8.83;[6.26,1.17,-0.40];19:09:33.725
P2[8.00,2.40,0.00]=2.10;P1[0.00,0.00,0.00]=6.38;P3[13.00,0.00,0.00]=7.16;P8[5.90,10.00,0.00]=8.78;[6.28,1.17,-0.48];19:09:33.824
P2[8.00,2.40,0.00]=2.16;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=7.04;P8[5.90,10.00,0.00]=8.69;[6.25,1.21,-0.45];19:09:33.924
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.31;P3[13.00,0.00,0.00]=7.03;P8[5.90,10.00,0.00]=8.79;[6.25,1.19,-0.50];19:09:34.025
P2[8.00,2.40,0.00]=2.16;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.05;P8[5.90,10.00,0.00]=8.84;[6.26,1.17,-0.53];19:09:34.124
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.27;P3[13.00,0.00,0.00]=7.08;P8[5.90,10.00,0.00]=8.87;[6.26,1.14,-0.51];19:09:34.225
P2[8.00,2.40,0.00]=2.10;P1[0.00,0.00,0.00]=6.29;P3[13.00,0.00,0.00]=6.96;P8[5.90,10.00,0.00]=8.74;[6.23,1.17,-0.38];19:09:34.324
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.25;P3[13.00,0.00,0.00]=7.05;P8[5.90,10.00,0.00]=8.82;[6.24,1.15,-0.38];19:09:34.424
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.31;P3[13.00,0.00,0.00]=7.05;P8[5.90,10.00,0.00]=8.83;[6.25,1.14,-0.43];19:09:34.524
P2[8.00,2.40,0.00]=2.11;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=7.00;P8[5.90,10.00,0.00]=8.82;[6.25,1.13,-0.43];19:09:34.625
P2[8.00,2.40,0.00]=2.15;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.12;P8[5.90,10.00,0.00]=8.80;[6.26,1.13,-0.49];19:09:34.724
P2[8.00,2.40,0.00]=2.11;P1[0.00,0.00,0.00]=6.33;P3[13.00,0.00,0.00]=7.10;P8[5.90,10.00,0.00]=8.80;[6.27,1.13,-0.52];19:09:34.824
P2[8.00,2.40,0.00]=2.16;P1[0.00,0.00,0.00]=6.34;P3[13.00,0.00,0.00]=7.00;P8[5.90,10.00,0.00]=8.65;[6.24,1.19,-0.25];19:09:34.922
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=7.06;P8[5.90,10.00,0.00]=8.78;[6.23,1.20,-0.20];19:09:35.023
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.29;P3[13.00,0.00,0.00]=7.04;P8[5.90,10.00,0.00]=8.82;[6.24,1.18,-0.30];19:09:35.124
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.29;P3[13.00,0.00,0.00]=7.07;P8[5.90,10.00,0.00]=8.83;[6.25,1.16,-0.35];19:09:35.224
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=7.03;P8[5.90,10.00,0.00]=8.73;[6.25,1.17,-0.44];19:09:35.324
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.33;P3[13.00,0.00,0.00]=7.05;P8[5.90,10.00,0.00]=8.79;[6.26,1.16,-0.50];19:09:35.424
P2[8.00,2.40,0.00]=2.18;P1[0.00,0.00,0.00]=6.05;P3[13.00,0.00,0.00]=7.01;P8[5.90,10.00,0.00]=8.77;[6.23,1.14,-0.53];19:09:35.525
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=7.02;P8[5.90,10.00,0.00]=8.66;[6.20,1.19,-0.30];19:09:35.624
P2[8.00,2.40,0.00]=2.07;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=7.07;P8[5.90,10.00,0.00]=8.74;[6.22,1.19,-0.33];19:09:35.724
P2[8.00,2.40,0.00]=2.15;P1[0.00,0.00,0.00]=6.29;P3[13.00,0.00,0.00]=7.02;P8[5.90,10.00,0.00]=8.74;[6.22,1.19,-0.43];19:09:35.824
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=6.95;P8[5.90,10.00,0.00]=8.78;[6.21,1.20,-0.31];19:09:35.925
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.27;P3[13.00,0.00,0.00]=7.05;P8[5.90,10.00,0.00]=8.78;[6.22,1.19,-0.36];19:09:36.025
P2[8.00,2.40,0.00]=2.16;P1[0.00,0.00,0.00]=6.34;P3[13.00,0.00,0.00]=7.04;P8[5.90,10.00,0.00]=8.65;[6.20,1.23,-0.40];19:09:36.125
P2[8.00,2.40,0.00]=2.11;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=7.06;P8[5.90,10.00,0.00]=8.76;[6.22,1.21,-0.43];19:09:36.224
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.29;P3[13.00,0.00,0.00]=7.09;P8[5.90,10.00,0.00]=8.78;[6.22,1.20,-0.49];19:09:36.325
P2[8.00,2.40,0.00]=2.15;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.04;P8[5.90,10.00,0.00]=8.79;[6.23,1.19,-0.54];19:09:36.425
P2[8.00,2.40,0.00]=2.10;P1[0.00,0.00,0.00]=6.27;P3[13.00,0.00,0.00]=7.05;P8[5.90,10.00,0.00]=8.79;[6.24,1.17,-0.51];19:09:36.525
P2[8.00,2.40,0.00]=2.11;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.06;P8[5.90,10.00,0.00]=8.83;[6.25,1.15,-0.51];19:09:36.625
P2[8.00,2.40,0.00]=2.16;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.11;P8[5.90,10.00,0.00]=8.67;[6.23,1.20,-0.46];19:09:36.725
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.35;P3[13.00,0.00,0.00]=7.08;P8[5.90,10.00,0.00]=8.77;[6.23,1.21,-0.41];19:09:36.825
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.10;P3[13.00,0.00,0.00]=7.11;P8[5.90,10.00,0.00]=8.80;[6.22,1.16,-0.44];19:09:36.926
P2[8.00,2.40,0.00]=2.15;P1[0.00,0.00,0.00]=6.35;P3[13.00,0.00,0.00]=7.09;P8[5.90,10.00,0.00]=8.78;[6.22,1.18,-0.41];19:09:37.024
P2[8.00,2.40,0.00]=2.19;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=7.07;P8[5.90,10.00,0.00]=8.61;[6.19,1.24,-0.13];19:09:37.122
P2[8.00,2.40,0.00]=2.15;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=7.04;P8[5.90,10.00,0.00]=8.83;[6.21,1.21,-0.24];19:09:37.225
P2[8.00,2.40,0.00]=2.10;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=7.10;P8[5.90,10.00,0.00]=8.75;[6.23,1.20,-0.33];19:09:37.326
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=7.05;P8[5.90,10.00,0.00]=8.65;[6.20,1.24,-0.12];19:09:37.425
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.29;P3[13.00,0.00,0.00]=7.11;P8[5.90,10.00,0.00]=8.60;[6.18,1.28,-0.11];19:09:37.525
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.29;P3[13.00,0.00,0.00]=7.13;P8[5.90,10.00,0.00]=8.69;[6.17,1.29,-0.10];19:09:37.625
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.10;P8[5.90,10.00,0.00]=8.79;[6.20,1.25,-0.22];19:09:37.726
P2[8.00,2.40,0.00]=2.11;P1[0.00,0.00,0.00]=5.98;P3[13.00,0.00,0.00]=7.05;P8[5.90,10.00,0.00]=8.73;[6.19,1.19,-0.34];19:09:37.826
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.26;P3[13.00,0.00,0.00]=7.11;P8[5.90,10.00,0.00]=8.58;[6.19,1.23,-0.43];19:09:37.925
P2[8.00,2.40,0.00]=2.10;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=7.10;P8[5.90,10.00,0.00]=8.79;[6.20,1.20,-0.44];19:09:38.026
P2[8.00,2.40,0.00]=2.11;P1[0.00,0.00,0.00]=6.33;P3[13.00,0.00,0.00]=7.06;P8[5.90,10.00,0.00]=8.79;[6.23,1.19,-0.48];19:09:38.126
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=7.09;P8[5.90,10.00,0.00]=8.83;[6.25,1.16,-0.51];19:09:38.225
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.27;P3[13.00,0.00,0.00]=7.12;P8[5.90,10.00,0.00]=8.81;[6.25,1.15,-0.49];19:09:38.326
P2[8.00,2.40,0.00]=2.18;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=7.19;P8[5.90,10.00,0.00]=8.74;[6.23,1.18,-0.47];19:09:38.426
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.29;P3[13.00,0.00,0.00]=7.16;P8[5.90,10.00,0.00]=8.70;[6.23,1.19,-0.52];19:09:38.526
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=7.07;P8[5.90,10.00,0.00]=8.78;[6.24,1.18,-0.53];19:09:38.625
P2[8.00,2.40,0.00]=2.15;P1[0.00,0.00,0.00]=6.02;P3[13.00,0.00,0.00]=7.10;P8[5.90,10.00,0.00]=8.81;[6.21,1.14,-0.47];19:09:38.727
